DatasetName,NELFA_S(237) NELFA_S(350) NELFA_S(360) NELFA_S(363) NELFA_S(374) NELFA_S(83) NELFA_S(86) NELFA_T(246) NELFA_T(250) NELFA_T(288) NELFA_T(297),NELFA_T(146) NELFA_T(243),NELFA_S(13) NELFA_S(192) NELFA_S(196) NELFA_S(225) NELFA_S(229) NELFA_S(230) NELFA_S(233) NELFA_S(244) NELFA_S(367) NELFA_S(7) NELFA_T(157) NELFA_T(212) NELFA_T(227) NELFA_T(239) NELFA_T(277) NELFA_T(365)
KS2014_Intensity C1,,,
FSO2013_Ratio H/M normalized Rep3___1,0.6532956489180438,,0.49792928982173384
AH2018_SILAC_M_3_C,,,
RKK2015_TNF-α+IKKb/TNF-α,,,
RM2024_Intensity D0-3___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,
AH2018_SILAC_M_2_C,0.6381606770074572,,
AH2018_SILAC_M_2_X,0.6338579103614165,,
KTGR2014_Ratio-Rapa 15 mins,,,
RM2024_Intensity D4-2___1,,,
KBE2022_Log2_Ex_15_T,0.6294121233943218,,
VOI2024_0.1uM 24 h_1 di,,,
WZ2023_Su_010_10min,0.6423594424272487,,0.5105980713592543
PG2020_Intensity 6h_C,0.6330849832022045,,0.49751622106610793
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,
JJ2018_Ratio M/L normalized pP1___1,,,
AH2018_LFQ_M_3_N,0.6380965260914725,,0.4907938978055521
VOI2024_0.1uM 24 h_2 mono,,,
AH2018_TMTMS2_3_C,0.6341839124465912,,0.49905992960014184
CK2022_15 16-1,0.635160017484059,,
CK2022_3 16-1,0.628615508869947,,
LY2019_P4-,0.6242073006873254,,0.5030245342282498
FSO2013_Ratio H/L normalized Rep3___2,,,
KS2014_Intensity pY_PV2,,,
HS2024_3_I_N2,,,0.49289557706301734
GF2025_P8_Adh,,,0.5087859791505095
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,
GF2025_P5_Sph,,,0.498260139329715
CK2022_10 16-1,0.6347484269476158,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,
VOI2024_0.1uM 2 h_2 di,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,,0.49509731284025854
NJH2024_Sub2_HIIT_Mid,,,
AMK2021_45I_p3,,,
NJH2024_Sub13_HIIT_Mid,,,
DB2022_LFQ intensity R1.2,,,
DB2022_Intensity R1,,,
NJH2024_Sub12_MICT_Mid,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,
UK2020_HCM_4,0.6335300021224368,,
SAS2015_AZD/DMSO_Exp2,,,
IMM2018_normalised rep. int. CDK5L-1,,,0.4973528522814251
DB2022_LFQ intensity L2.2,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,
EP2017_Mitotic R#1 log2 ratio,0.6430907105158862,,0.54671837257918
EJN2021_2_Ex_Basal,,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,
KTGR2014_Ratio-Rapa 30 mins,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,
CF2017_FTE 16,0.630329650247464,,0.4925525199170497
AR2021_L41 10 μM,0.6402258630490056,,
CF2017_EOC 2,0.6215309970092041,,0.4949063479983879
RB2022_6_PostEndurance,,,
AH2018_SILAC_1_N,0.6085941421568463,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,0.6320446650583187,,
RB2022_7_PreSprint,,,
NJH2024_Sub2_MICT_Pre,,,
HS2024_3_PD_T2,,,0.49688415402020103
CK2022_6 16-1,0.6330648245409379,,
ZX2022_CB treated Replicate 1,0.6355465027595024,,0.5005177665459603
BS2014_Log2(Ratio H/L normalized Rep_3),,,
TM2022_mock.12h.C,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,0.6433414429170683,0.3201224203670734,
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,,,
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,0.632152655490977,,0.4984460002214376
AR2021_L41 1 μM,0.6331205424742317,,
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,0.6338384491690309,,0.49885625061819144
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,
ZX2022_Control Replicate 3,0.6346425974359856,,0.5000617025214896
KS2014_Intensity C4,,,0.4984704270465644
AS2011_Ratio H/L Inhi_2,,,
KBE2022_Log2_Ex_18_T,0.633715845547664,,
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,,,0.4960689234475778
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,0.6400190008898065,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,0.641308132807979,,0.501579669218835
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,,,
AH2018_SILAC_IT_3_C,0.6077140104876049,,
WZ2023_Pu_025_10min,0.6436407417152311,,0.49956634592609445
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,,,
FSO2013_Ratio M/L normalized Rep3___1,0.6013336287147454,,0.48751969949675567
SR2019_JIMT1_Biol_repl_4,,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,0.6202004767910136,,0.49473360462519833
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,0.6429415900370133,,0.5099839343815671
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,0.6335604786358933,,
KS2014_Intensity C6,,,0.49416186845869536
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,0.6352704156712918,,0.5024652346377245
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,
AH2018_SILAC_IT_2_C,0.6100408052356608,,
CK2022_5 40-1,,,
AH2018_LFQ_3_X,0.6355496319033483,,
UK2020_UA_3,0.6311867690895493,,
LY2019_P7-,0.633974080247171,,0.5111514471449468
GF2025_P5_Adh,,,0.5043883711919982
RB2022_1_PostStrength,,,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,0.6164675712407257,,0.4939353831828771
SR2019_HCC1954_Biol_repl_3,,,
CR2017_Ratio Replicate 2.2,0.624154615204098,,
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,0.6346681770487731,,
ZQ2022_C1,,,
CR2017_Ratio Replicate 2.1,0.6376166158819138,,0.5032828169705184
PG2020_Intensity CT_B,0.631502973298973,,0.4888337472394987
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,0.6416982170450114,,0.5064608454894791
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,,,
AH2018_LFQ_3_C,0.6379418042576257,,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,0.6375965180031498,,0.4887674965253451
YA2020_Reporter_intensity_Cancer_No.4,0.6397215973603452,,0.5028088910970767
KS2014_Intensity pY_E5_2,,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,,,0.501382198035008
RB2022_2_PreEndurance,,,
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,0.6324170314164269,,0.500565193038247
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,,,
CK2022_14 16-1,0.634824443910091,,
AST2020_anti-CD3+PDL2,,,0.5021202393352642
MV2014_Ratio M/L normalized B1___1 (5 min),,,
KBE2022_Log2_Ex_19_T,0.6306269511093929,,
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,,,
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,,,0.5096454248554987
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,
EP2017_Mitotic R#2 log2 ratio,0.6433895534707099,,0.5314266148674704
AH2018_TMTMS2_1_X,0.6329225720434205,,0.49974751234625703
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,,,
HS2024_6_I_N2,,,0.4967022757281767
HH2022_Reporter intensity 4,,,
RBK2021_1326T Late,,,0.5067973555391987
TM2022_mock.12h.B,,,
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,0.6298091117919064,,
HS2024_4_I_T3,,,0.503043561917203
AH2018_SILAC_1_X,0.611146082265961,,
PG2020_Intensity 10h_B,0.6200052273611278,,0.5012647095740167
AH2018_TMTMS3_1_X,0.632657306665365,,0.5025871194693519
CF2017_FTE 14,0.6312557726455285,,0.49296587016312854
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,0.6319504818723082,,0.47786637977169494
SR2019_HCC1419_Biol_repl_3,,,
KBE2022_Log2_Ex_14_T,0.6326201240054701,,
EP2017_Untreated R#2 normalized log2 ratio,0.6058913844541887,,0.5433092238167679
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,,,
LY2019_P5+,0.6301520035890674,,0.49838664591353077
HS2024_5_I_N2,,,0.5177584158119329
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,0.6362051562154621,,0.5005564003328541
AS2011_Ratio H/L Normalized RNAi_2_1,,,
