DatasetName,MIDEAS_M(718) MIDEAS_S(148) MIDEAS_S(3) MIDEAS_S(346) MIDEAS_S(4) MIDEAS_S(458) MIDEAS_S(459) MIDEAS_S(461) MIDEAS_S(48) MIDEAS_S(486) MIDEAS_S(632) MIDEAS_S(636) MIDEAS_S(648) MIDEAS_S(661) MIDEAS_S(700) MIDEAS_S(709) MIDEAS_S(894) MIDEAS_S(920) MIDEAS_S(923) MIDEAS_S(925) MIDEAS_S(987) MIDEAS_S(996) MIDEAS_T(468) MIDEAS_T(617) MIDEAS_T(628) MIDEAS_T(655) MIDEAS_T(687) MIDEAS_T(704) MIDEAS_T(715) MIDEAS_T(882) MIDEAS_T(893) MIDEAS_T(923) MIDEAS_Y(624) MIDEAS_Y(654),MIDEAS_M(715) MIDEAS_S(1002) MIDEAS_S(572) MIDEAS_S(711) MIDEAS_S(898) MIDEAS_T(459) MIDEAS_T(711)
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,0.5203977280713413,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5141802926140886,
EJN2021_2_Ex_Basal,0.5189673593584349,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5194066934891011,
AR2021_L41 10 μM,0.5259274061870947,
CF2017_EOC 2,0.5156412506796277,
RB2022_6_PostEndurance,0.5163964256819629,
AH2018_SILAC_1_N,0.5255659154115654,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.5101954203005661,
CK2022_6 16-1,0.5094281342114028,
ZX2022_CB treated Replicate 1,0.5152338944629513,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5242494512569497,0.32102386402629346
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,0.5184724920014863,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5275128600974057,
AR2021_L41 1 μM,0.5348994047032096,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5262774992064342,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5131830479056309,
KS2014_Intensity C4,0.5250701856237423,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.52718712661238,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,0.5233363480357174,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.5034099168480439,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5181971918157241,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5073961290445469,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5236325486647326,
WZ2023_Pu_025_10min,0.5414096415985278,0.3339204221058895
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.5310260979223097,
SR2019_JIMT1_Biol_repl_4,0.5159142235637142,
YP2020_Intensity C10_R2_mult_log2,0.5142732859525678,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.5150618956420953,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5419961209336567,0.3235327993697607
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5197909018274217,
KS2014_Intensity C6,0.5257555797219178,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5222477050244501,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5189561257859733,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.520498623232396,
AH2018_SILAC_IT_2_C,0.5225501868524991,
CK2022_5 40-1,0.5172262216247691,
AH2018_LFQ_3_X,0.5185992905154793,
UK2020_UA_3,,
LY2019_P7-,0.5157518181366898,
GF2025_P5_Adh,0.5212234025346432,
RB2022_1_PostStrength,0.531080212688863,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5229284695303738,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5208278560058955,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5161126308316963,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.537428711058321,
PG2020_Intensity CT_B,0.5156739876795661,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5201997824376204,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5233887563389144,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5200169689267146,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.519667887818371,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5282721703549282,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.5084298614627505,
CK2022_14 16-1,0.5163132219031682,
AST2020_anti-CD3+PDL2,0.5195585116853385,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5233376970342737,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5272940694041082,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5194665048278121,
AH2018_TMTMS2_1_X,0.5196479874295671,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5185994469697087,
HS2024_6_I_N2,0.5316492318892816,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5178808249780072,
HS2024_4_I_T3,0.5244546109321104,
AH2018_SILAC_1_X,0.5243397894437754,
PG2020_Intensity 10h_B,0.5129461106577421,
AH2018_TMTMS3_1_X,0.5073163104313527,
CF2017_FTE 14,0.5193773226335333,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5213234663019352,
SR2019_HCC1419_Biol_repl_3,0.5157898761352613,
KBE2022_Log2_Ex_14_T,0.5253138755404098,
EP2017_Untreated R#2 normalized log2 ratio,0.5234724020640522,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5328880958207493,
HS2024_5_I_N2,0.5167501983762883,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5219162702019723,
AS2011_Ratio H/L Normalized RNAi_2_1,,
