DatasetName,DAP_S(40) DAP_S(49) DAP_S(91) DAP_T(11),DAP_S(2) DAP_S(3) DAP_S(51) DAP_T(36) DAP_T(56)
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,0.5700884421094494
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,0.6202465673820026
CF2017_FTE 16,,0.6367126256548415
AR2021_L41 10 μM,0.457907154802559,0.5767250277973639
CF2017_EOC 2,,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,0.5810449895576829
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,0.5731891004177107
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,0.5887478203875386
CK2022_6 16-1,,0.5805272039526382
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,0.6357446174448456
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.4728431766574991,
RM2024_Intensity D2-2___2,,0.6135422861209963
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,0.5477597667892392
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.4987123100516688,0.6785421301322325
AR2021_L41 1 μM,0.4585638216138085,0.582426836380402
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.4943401910799319,0.6678201099765113
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,0.6237687815698351
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,0.6919111419604096
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,0.5705006210606569
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,0.5773628998892661
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.4939152858332643,0.5426232951540145
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,0.5714672003536948
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.6039168051586202
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,0.5965175828146303
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,0.5727926683636012
WZ2023_Pu_025_10min,,0.586534359560479
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,0.6019025223749537
FSO2013_Ratio M/L normalized Rep3___1,,0.5841940369851983
SR2019_JIMT1_Biol_repl_4,,0.5988252609462144
YP2020_Intensity C10_R2_mult_log2,0.44214061455144504,
ZCP2016_Ratio H/L Rep 2,,0.5582269045010936
CF2017_EOC 4,,0.6205978769566151
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,,0.5917310282576421
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.6039549091635397
KS2014_Intensity C6,0.4575327875638345,0.6200782740065398
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.6036756796789154
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,0.5997221947906816
AH2018_SILAC_IT_2_C,,0.5644167278707616
CK2022_5 40-1,,0.5959114487686613
AH2018_LFQ_3_X,,0.5978585202238222
UK2020_UA_3,,0.5748828335424907
LY2019_P7-,,0.636198946244105
GF2025_P5_Adh,,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.5742102548257456
SR2019_HCC1954_Biol_repl_3,,0.6239832613257881
CR2017_Ratio Replicate 2.2,0.48788318997558466,0.5266796040856077
VOI2024_0.1uM 2 h_1 mono,,0.6102900516865344
MV2014_Ratio L/M normalized A2___1 (10 min),,0.5046985364213461
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.5925569626798033
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.4954625767946952,0.5622765679804645
PG2020_Intensity CT_B,0.4554871580603708,0.6320853671519232
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.49605036798690116,0.5672880111001323
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,0.5920985048788026
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,0.5967049567002289
AH2018_LFQ_3_C,,0.5896020905220917
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,0.5514833250355361
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.41423982636187334,0.6108234706093492
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,0.6564132801938732
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,0.6216489803967249
CK2022_14 16-1,,0.5912111484330078
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,0.6467862636710792
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,0.45353138727481057,0.5714007289513922
HS2024_8_I_T1,0.46382677864940336,0.5796370420510664
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,
AH2018_TMTMS2_1_X,0.49526318851944584,0.6730405216176261
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,0.6182880100335684
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,0.5964144555436798
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,,0.6292971810269254
HH2022_Reporter intensity 4,0.47590560934679216,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,0.6343669765280971
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,0.5593113277004068
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,0.6208880203040599
HS2024_4_I_T3,,0.572447922010004
AH2018_SILAC_1_X,,0.5706697064752129
PG2020_Intensity 10h_B,,0.6047119286350606
AH2018_TMTMS3_1_X,,0.6039292848933446
CF2017_FTE 14,,0.6143290728939144
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,0.48852599908037464,0.5993964183958435
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,0.5500266717970647
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,0.5724237119097937
SR2019_HCC1419_Biol_repl_3,,0.6080522591604948
KBE2022_Log2_Ex_14_T,,0.6747101453124869
EP2017_Untreated R#2 normalized log2 ratio,,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.5436322854733497
HS2024_5_I_N2,,0.48132992278314807
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,
AS2011_Ratio H/L Normalized RNAi_2_1,,
