DatasetName,FYTTD1_S(115) FYTTD1_S(23) FYTTD1_S(7),FYTTD1_S(1) FYTTD1_S(118) FYTTD1_S(15) FYTTD1_S(16) FYTTD1_S(257) FYTTD1_S(3) FYTTD1_S(61) FYTTD1_S(9) FYTTD1_T(12) FYTTD1_T(14) FYTTD1_T(260)
KBE2022_Log2_Ex_18_T,0.637914613090777,0.473600736079297
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.49630646635200343
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.6062175368848154,0.4864909377969165
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.7113143303051048,
AH2018_SILAC_IT_3_C,,0.49612212770121344
WZ2023_Pu_025_10min,,0.5011218401118194
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,0.47961334617388135
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,0.493268609006344
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,,0.503942639693893
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.4863287888319586
KS2014_Intensity C6,,0.47107530195301295
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,,0.49573281609127967
CK2022_5 40-1,,
AH2018_LFQ_3_X,,0.4893313411673455
UK2020_UA_3,,
LY2019_P7-,0.5938024998288309,0.47740141356419963
GF2025_P5_Adh,0.624548919312665,0.49391079926389186
RB2022_1_PostStrength,0.6803328650793098,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.4942034947033727
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.6110683139036552,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,0.4875297687301872
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,0.49420876806953723
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,0.49141656836420755
YA2020_Reporter_intensity_Cancer_No.4,,0.48435500169089035
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.6119495230478919,0.4754091040538921
RB2022_2_PreEndurance,,0.47754445205878304
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,0.47954505763510186
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.7080781763671985,0.47637139453430283
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,0.7115017058813388,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,0.46600222591096147
AH2018_TMTMS2_1_X,,0.5123338567454323
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.6602431541978032,0.48412130354879734
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,0.4793950264441007
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,0.5042465052895112
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.6622393475844857,0.4875828423550892
EP2017_Untreated R#2 normalized log2 ratio,,0.48958555853955593
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5734701809163009,0.4889989018400928
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,0.4807660230760739
AS2011_Ratio H/L Normalized RNAi_2_1,,
