DatasetName,CDK12_S(1053) CDK12_S(1080) CDK12_S(1082) CDK12_S(1083) CDK12_S(1236) CDK12_S(133) CDK12_S(14) CDK12_S(152) CDK12_S(154) CDK12_S(215) CDK12_S(225) CDK12_S(228) CDK12_S(236) CDK12_S(238) CDK12_S(24) CDK12_S(249) CDK12_S(25) CDK12_S(253) CDK12_S(265) CDK12_S(268) CDK12_S(274) CDK12_S(276) CDK12_S(283) CDK12_S(291) CDK12_S(292) CDK12_S(293) CDK12_S(3) CDK12_S(30) CDK12_S(300) CDK12_S(301) CDK12_S(302) CDK12_S(303) CDK12_S(306) CDK12_S(318) CDK12_S(32) CDK12_S(320) CDK12_S(322) CDK12_S(323) CDK12_S(325) CDK12_S(331) CDK12_S(332) CDK12_S(333) CDK12_S(334) CDK12_S(338) CDK12_S(341) CDK12_S(343) CDK12_S(345) CDK12_S(356) CDK12_S(360) CDK12_S(382) CDK12_S(383) CDK12_S(384) CDK12_S(385) CDK12_S(394) CDK12_S(400) CDK12_S(418) CDK12_S(420) CDK12_S(423) CDK12_S(440) CDK12_S(644) CDK12_S(681) CDK12_S(685) CDK12_S(889) CDK12_T(1242) CDK12_T(1244) CDK12_T(1246) CDK12_T(1255) CDK12_T(514) CDK12_T(692) CDK12_T(871) CDK12_T(882) CDK12_T(889) CDK12_T(892) CDK12_T(893) CDK12_Y(279) CDK12_Y(327),CDK12_S(1226) CDK12_S(1232) CDK12_S(153) CDK12_S(211) CDK12_S(261) CDK12_S(290) CDK12_S(315) CDK12_S(349) CDK12_S(357) CDK12_S(359) CDK12_S(614) CDK12_S(680) CDK12_S(684) CDK12_T(11) CDK12_T(255) CDK12_T(57) CDK12_T(65) CDK12_Y(319)
WZ2023_Pu_010_10min,0.5618957598469652,0.36683939511946445
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5534924988816747,
HS2024_5_I_T3,0.5570515277103009,
KS2014_Intensity N1,0.5506285040435207,0.3668333516278807
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5517563807094862,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5530222305013106,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5526385065226309,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5477209311326665,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5531212088210973,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.5422318787414387,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5523875779590253,
HS2024_5_B_N2,0.5545015522663723,
HS2024_5_I_N1,0.555339580056928,
HS2024_6_I_N1,0.5526943050474081,
AR2021_KD 48h,0.5589796568363091,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.5527689145961627,
HS2024_5_I_T1,0.5529579514886517,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5482867204330351,
AST2020_anti-CD3,0.5546791925618693,
SR2019_MDAMB231_Biol_repl_1,0.551221970751559,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5609526336421821,0.3637753983442459
KBE2022_Log2_Ex_29_U,0.5517101985844519,0.3617297054027233
HS2024_7_B_T1,0.5531202131144287,
AH2018_LFQ_M_2_X,0.5530227033763081,
AH2018_LFQ_IT_4_N,0.5572741170830335,
CK2022_15 200-1,0.5607022838519726,0.3621952952571
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5536252186622148,0.36903085269010144
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5544920989990161,
LY2019_P2+,0.5479301201891711,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5581239950447126,0.3594999029698833
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5601130819734638,0.3662327682442915
RN2012_H01,0.5535767873368375,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,0.36022453100520296
KS2014_Intensity pY_E5_3,0.5507754298310107,
MM2018_Ratio H/L replicate 3,0.5534877055143695,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5450205396898419,
HS2024_8_B_T3,0.5534374322248364,
YA2020_Reporter_intensity_Cancer_No.3,0.5590098298274363,
KBE2022_Log2_Ex_44_U,0.5458167016914931,0.36358842818081205
WZ2023_Pe_010_20min,0.5609007930277247,0.3610914106715263
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5690287752837208,
RB2022_3_PreStrength,0.5526837453844976,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.534768774935458,
KS2014_Intensity C1,0.5553627363833734,0.3646964055695113
FSO2013_Ratio H/M normalized Rep3___1,0.5474293289031443,
AH2018_SILAC_M_3_C,0.558021888396819,
RKK2015_TNF-α+IKKb/TNF-α,0.5516300711391434,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5633939548194128,
AH2018_SILAC_M_2_X,0.5629672521957814,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5521846770784873,0.3645653758965942
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5601823817221736,0.3650018518416805
PG2020_Intensity 6h_C,0.5521244273695808,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5469869015712027,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.567991977249159,
CK2022_15 16-1,0.55339081637678,
CK2022_3 16-1,0.5530905006889937,
LY2019_P4-,0.5488366777901275,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,0.5503792122337625,
HS2024_3_I_N2,0.5519652524165004,
GF2025_P8_Adh,0.5540058029874096,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5465283055112784,
CK2022_10 16-1,0.5528950908507416,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5529500048209243,0.361331508396986
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5529808624054661,
SAS2015_AZD/DMSO_Exp2,0.5518138921819464,
IMM2018_normalised rep. int. CDK5L-1,0.5526087778868183,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5360272425611253,
EJN2021_2_Ex_Basal,,0.3600457128436964
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.5526351539119618,
CF2017_FTE 16,0.5550640861299919,
AR2021_L41 10 μM,0.5506309999943809,0.36329402821783663
CF2017_EOC 2,0.5516561359777323,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.5647601208545755,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5529107521561031,
RB2022_7_PreSprint,0.5533474196841124,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.553453529244983,
CK2022_6 16-1,0.5516778866825597,
ZX2022_CB treated Replicate 1,0.5434589784396411,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5604532753012341,0.36118885802169765
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.5532354687173328,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5655931193691424,
AR2021_L41 1 μM,0.5365716885493945,0.36526957895539397
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5644589990020272,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5418047657239415,
KS2014_Intensity C4,0.5594283698952305,0.366717705580375
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.552309737081229,0.36483542253703605
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5634824312708815,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,0.5486593438206623,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5466460899095199,
HS2024_7_B_T2,0.5518237590753513,
SAS2015_PLX/DMSO_Exp3,0.552035296541847,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.550002737718871,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5542825254912758,
YA2020_Reporter_intensity_Cancer_No.2,0.5613648286384065,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5507523199523576,
AH2018_SILAC_IT_3_C,0.5655518200738023,
WZ2023_Pu_025_10min,0.5634328355617524,0.3614053830480387
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5412823672269711,
FSO2013_Ratio M/L normalized Rep3___1,0.5502914672729554,
SR2019_JIMT1_Biol_repl_4,0.5515580065655431,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5520733242826236,
CF2017_EOC 4,0.5494403235429042,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5628455251387624,0.36101777773173915
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5621591762504999,
KS2014_Intensity C6,0.5579111742836274,0.36626881402121625
ZQ2022_N3,0.5506802674265088,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.55377689777153,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.546616141068049,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5537520074689067,
AH2018_SILAC_IT_2_C,0.5663434389059129,
CK2022_5 40-1,0.5537033824342653,
AH2018_LFQ_3_X,0.5529931982522985,
UK2020_UA_3,0.5531788811871328,
LY2019_P7-,0.5510268558581856,
GF2025_P5_Adh,0.5459331939765448,
RB2022_1_PostStrength,0.5533375049090745,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.549347306256191,
SR2019_HCC1954_Biol_repl_3,0.5492425633910868,
CR2017_Ratio Replicate 2.2,0.5626032170461189,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5528411778955153,
ZQ2022_C1,0.5539105233605394,
CR2017_Ratio Replicate 2.1,0.5493172703287069,0.37636771013263887
PG2020_Intensity CT_B,0.5494563973286158,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5537518645247017,
KS2014_Intensity pY_E5_1,0.551912833579576,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5530469446434602,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5260530005987615,
AH2018_LFQ_3_C,0.5538783479559379,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.548394742202579,
YA2020_Reporter_intensity_Cancer_No.4,0.557786839261734,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.550539622540461,
RB2022_2_PreEndurance,0.5543379745999694,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5541876008227111,0.36855838926263496
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5532450722134417,
AST2020_anti-CD3+PDL2,0.5547950840847734,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5530525962829128,0.3606703569719136
KS2014_Intensity pY_N1,0.5528573872677001,
RB2022_1_RecoveryEndurance,0.5530597483289245,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5516677967288054,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5366661087996287,
AH2018_TMTMS2_1_X,0.5647762319934732,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5495087949617821,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,0.3580476255040525
HS2024_6_I_N2,0.5509470162092028,
HH2022_Reporter intensity 4,0.5476742275360633,0.36306650698849563
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5271675481221155,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.553354259155452,
HS2024_4_I_T3,0.5538253325689101,
AH2018_SILAC_1_X,0.5652413657533757,
PG2020_Intensity 10h_B,0.5490262243502111,
AH2018_TMTMS3_1_X,0.5567060830213619,
CF2017_FTE 14,0.5561687130163829,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5519814498104596,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5432392866456958,0.3527780554889783
SR2019_HCC1419_Biol_repl_3,0.5481867157667095,
KBE2022_Log2_Ex_14_T,0.5538944673704003,0.36211524624427655
EP2017_Untreated R#2 normalized log2 ratio,0.5499354580810202,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5439193062471387,
HS2024_5_I_N2,0.5536895226712526,
SAS2015_PLX/AZD_Exp3,0.5516692659302366,
EP2017_Pervanadate R#2 log2 ratio,0.5423135173586405,
AS2011_Ratio H/L Normalized RNAi_2_1,,
