DatasetName,PTOV1_S(36),PTOV1_S(34) PTOV1_S(73),PTOV1_S(40) PTOV1_S(53)
KTGR2014_Ratio-Rapa 30 mins,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.6253061947553631,,
CF2017_FTE 16,0.4702579296369408,,
AR2021_L41 10 μM,,,
CF2017_EOC 2,0.3705750136587544,,
RB2022_6_PostEndurance,,,
AH2018_SILAC_1_N,,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,,,
RB2022_7_PreSprint,,,
NJH2024_Sub2_MICT_Pre,,,
HS2024_3_PD_T2,0.613649877738957,,0.5224973688459993
CK2022_6 16-1,,,
ZX2022_CB treated Replicate 1,,,
BS2014_Log2(Ratio H/L normalized Rep_3),0.3283697091034037,,
TM2022_mock.12h.C,0.4188810582016728,,0.5169003312907176
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,,,
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,,,
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,,,
AR2021_L41 1 μM,,,
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,,,
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,
ZX2022_Control Replicate 3,,,
KS2014_Intensity C4,,,
AS2011_Ratio H/L Inhi_2,,,
KBE2022_Log2_Ex_18_T,,,
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,0.6794248013329707,,0.4800053584587669
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,,0.5244360370167744,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5636734502598776,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,,,
AH2018_SILAC_IT_3_C,,,
WZ2023_Pu_025_10min,0.6224170910787165,0.509254906271709,0.5937480048109717
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,,,
FSO2013_Ratio M/L normalized Rep3___1,0.2776855929253821,,0.5117794425206237
SR2019_JIMT1_Biol_repl_4,0.1102566607086737,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,0.4972685058401176
CF2017_EOC 4,0.4646114137699881,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,0.6176070393931453,0.4883968964484414,0.5922847996670926
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,,,
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,,,
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,,,
AH2018_LFQ_3_X,,0.5141627586696662,
UK2020_UA_3,,,
LY2019_P7-,,,0.6105873257232927
GF2025_P5_Adh,0.5555715305970454,,0.536816023003029
RB2022_1_PostStrength,,,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,0.4486401199369778,,0.530949417273493
SR2019_HCC1954_Biol_repl_3,,,
CR2017_Ratio Replicate 2.2,0.6218384686669568,0.5266913339792687,0.5654562143324176
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,,,
ZQ2022_C1,,,
CR2017_Ratio Replicate 2.1,0.3922436799264887,,0.49799991153764545
PG2020_Intensity CT_B,,,
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,,,
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,,,
AH2018_LFQ_3_C,,0.5100842632972031,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,,0.527771620277338,
YA2020_Reporter_intensity_Cancer_No.4,,,
KS2014_Intensity pY_E5_2,,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,0.5020667961631421,,0.5937263981343008
RB2022_2_PreEndurance,,,
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,0.5054089916251276,,
CK2022_14 16-1,,,
AST2020_anti-CD3+PDL2,,,
MV2014_Ratio M/L normalized B1___1 (5 min),,,
KBE2022_Log2_Ex_19_T,,,
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,,,
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,0.4491713492713697,,0.5125409350605342
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,
EP2017_Mitotic R#2 log2 ratio,,,
AH2018_TMTMS2_1_X,,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,0.6522378895954006
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,,,
HS2024_6_I_N2,0.4968538090968349,,0.4941642230001557
HH2022_Reporter intensity 4,,,
RBK2021_1326T Late,,,
TM2022_mock.12h.B,0.4394022977587447,,0.5216516890714424
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,0.4079759638865924,,
HS2024_4_I_T3,0.4515930229530738,,0.5971053988996644
AH2018_SILAC_1_X,,,
PG2020_Intensity 10h_B,,,
AH2018_TMTMS3_1_X,,,
CF2017_FTE 14,0.4259316846352101,,
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,0.7120720275632753,,0.732691761590266
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,,,
SR2019_HCC1419_Biol_repl_3,0.3664810287106975,,
KBE2022_Log2_Ex_14_T,,,
EP2017_Untreated R#2 normalized log2 ratio,,,
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,,,
LY2019_P5+,,,0.5390321857520195
HS2024_5_I_N2,0.4187173772425772,,0.468438653928216
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,,,
AS2011_Ratio H/L Normalized RNAi_2_1,,,
