DatasetName,GSS_S(151) GSS_S(18) GSS_S(181) GSS_S(3) GSS_S(301) GSS_S(304) GSS_S(415) GSS_T(147) GSS_T(238),GSS_C(415) GSS_S(10) GSS_S(37) GSS_S(48) GSS_S(67)
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5263655876946574,
RB2022_2_PreEndurance,0.49593174470745527,0.6152298547495165
JW2021_Before_1,0.5071826428152015,
KBE2022_Log2_Ex_25_T,0.5087011310725181,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5043749372665515,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5321428325004501,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,0.6070808407462892
EP2017_Mitotic R#2 log2 ratio,0.5109450386765362,
AH2018_TMTMS2_1_X,0.5137582600267033,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,0.612098722464992
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5131911854479547,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.5007001714700343,
EP2017_Untreated R#2 normalized log2 ratio,0.5015939068402429,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.49605974608156195,
AS2011_Ratio H/L Normalized RNAi_2_1,,
