DatasetName,MON2_S(1) MON2_S(1191) MON2_S(1211) MON2_S(1214) MON2_S(1215) MON2_S(1478) MON2_S(205) MON2_S(5) MON2_T(1188) MON2_Y(1622),MON2_S(1177) MON2_S(298) MON2_S(6) MON2_T(1187)
AH2018_TMTMS3_1_X,,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5764869037849811,
SR2019_HCC1419_Biol_repl_3,,0.386869054740162
KBE2022_Log2_Ex_14_T,,0.4036786320404518
EP2017_Untreated R#2 normalized log2 ratio,0.5763117706725938,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.38710650331831914
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5730313855693143,
AS2011_Ratio H/L Normalized RNAi_2_1,,
