DatasetName,COIL_S(105) COIL_S(202) COIL_S(217) COIL_S(218) COIL_S(226) COIL_S(232) COIL_S(233) COIL_S(235) COIL_S(269) COIL_S(271) COIL_S(272) COIL_S(280) COIL_S(297) COIL_S(301) COIL_S(305) COIL_S(358) COIL_S(382) COIL_S(446) COIL_S(447) COIL_S(486) COIL_S(487) COIL_S(489) COIL_S(557) COIL_S(561) COIL_S(566) COIL_S(568) COIL_S(571) COIL_S(94) COIL_T(122) COIL_T(290) COIL_T(297) COIL_T(303) COIL_T(444) COIL_T(456),COIL_T(126)
RCJD2014_10min_mean,0.48559541453361926,
KS2014_Intensity C1,0.512473952808641,
FSO2013_Ratio H/M normalized Rep3___1,0.49054570109673157,
AH2018_SILAC_M_3_C,0.4967910098155572,
RKK2015_TNF-α+IKKb/TNF-α,0.500843804450763,
RM2024_Intensity D0-3___2,0.4910630898018488,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.4978148894665323,
AH2018_SILAC_M_2_X,0.49587181121189766,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5002105888224215,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5083712911444417,0.7835493143878929
PG2020_Intensity 6h_C,0.49467820304639515,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,0.4981773599338048,
AH2018_LFQ_M_3_N,0.49572392940105275,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5018711445539568,
CK2022_15 16-1,0.4932802648959909,
CK2022_3 16-1,0.4938648096263543,
LY2019_P4-,0.4990744511513269,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,0.4947850436186952,
HS2024_3_I_N2,0.4985272006049017,
GF2025_P8_Adh,0.5026296156427426,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.49805565046169303,
GF2025_P5_Sph,0.49196841473622954,
CK2022_10 16-1,0.49465171217278664,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,0.4925847116734161,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,0.49384708718213294,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,0.493311135390008,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.5048895111556401,
IMM2018_normalised rep. int. CDK5L-1,0.5045198266539446,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.4920969990709388,
EJN2021_2_Ex_Basal,0.49360354298396275,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.5003297191249292,
CF2017_FTE 16,0.4993431306928637,
AR2021_L41 10 μM,0.4976068900853337,
CF2017_EOC 2,0.49590618758702004,
RB2022_6_PostEndurance,0.497674633348975,
AH2018_SILAC_1_N,0.4954795613193518,
NJH2024_Sub10_HIIT_Pre,0.49171166314550746,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,0.49329075920290144,
HS2024_3_PD_T2,0.505236288789223,
CK2022_6 16-1,0.49739884090590064,
ZX2022_CB treated Replicate 1,0.5026986219472634,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5028639784918998,
TM2022_mock.12h.C,0.49746645242748794,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5066259736176247,
RM2024_Intensity D2-2___2,0.4928908320074548,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5005011587645187,
AR2021_L41 1 μM,0.491095767631176,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.50105505391302,
NJH2025_Sub10_MICT_Pre,0.493222905688611,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5004521134506038,
KS2014_Intensity C4,0.506789295938363,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5043538811680376,
NJH2025_Sub9_MICT_Pre,0.49614228504112423,
RCJD2014_20min_1,0.4978546561342694,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.4936532363664567,
HS2024_7_B_T2,0.4798662571492925,
SAS2015_PLX/DMSO_Exp3,0.5020690362521038,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.4925847116734161,
AH2018_LFQ_M_3_C,0.4957402743187724,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.49824254294412984,
YA2020_Reporter_intensity_Cancer_No.2,0.49496002301870257,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.49522430927717864,
AH2018_SILAC_IT_3_C,0.49442970747912035,
WZ2023_Pu_025_10min,0.5062170284024085,0.7871702512422497
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.49108448706367935,
FSO2013_Ratio M/L normalized Rep3___1,0.4910738688461702,
SR2019_JIMT1_Biol_repl_4,0.4943618976341174,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.4980697062488569,
CF2017_EOC 4,0.49534147355750013,
JJ2018_Ratio H/L normalized pP1___1,0.49285592720961696,
WZ2023_Pe_010_30min,0.5048705164870742,0.7774310344281001
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.49643225777352384,
KS2014_Intensity C6,0.4994784838303037,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.49808370690078807,
NJH2024_Sub7_MICT_Pre,0.4938880102071188,
ZX2022_Control Replicate 1,0.5043550242244627,
JJ2018_Ratio H/M normalized pP1,0.4902581439664574,
CK2022_16 40-1,0.49904103979404024,
AH2018_SILAC_IT_2_C,0.4936200356312837,
CK2022_5 40-1,0.5036240225826862,
AH2018_LFQ_3_X,0.49296243249522576,
UK2020_UA_3,,
LY2019_P7-,0.4996813532568667,
GF2025_P5_Adh,0.49331753309402443,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.4903008237376253,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.4992357795539095,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.4956923995318471,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.49402516574521393,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.4815332506383265,
PG2020_Intensity CT_B,0.4955803289950134,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.48940923867246533,
KS2014_Intensity pY_E5_1,0.49814712707173486,
JW2021_Before_3,0.4928537637977184,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,0.49649803279709515,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.4932368489139977,
AH2018_LFQ_3_C,0.49363448013477934,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.4949883537971419,
YA2020_Reporter_intensity_Cancer_No.4,0.49246082837894484,
KS2014_Intensity pY_E5_2,0.49720420689111516,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.4926488392988645,
RB2022_2_PreEndurance,,
JW2021_Before_1,0.4910910687672228,
KBE2022_Log2_Ex_25_T,0.505480606890059,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.4953023178217504,
FR2021_Intensity.H,0.493576107166706,
CK2022_14 16-1,0.49086689891438295,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.4958285947795645,
KBE2022_Log2_Ex_19_T,0.5025341551331048,
KS2014_Intensity pY_N1,0.498011689228618,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.49192132942651445,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.49345790584773397,
AH2018_TMTMS2_1_X,0.4999747203288545,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.49546768434230015,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.4913477913457669,
HS2024_6_I_N2,0.485112624635034,
HH2022_Reporter intensity 4,0.4924601203225053,
RBK2021_1326T Late,0.49579207518121937,
TM2022_mock.12h.B,0.4980254081471281,
NJH2024_Sub12_MICT_Pre,0.4933664433935661,
RCJD2014_15min_3,0.5171213886590604,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.4961031300133017,
HS2024_4_I_T3,0.5163502001803127,
AH2018_SILAC_1_X,0.4945929869202478,
PG2020_Intensity 10h_B,0.5015860055906297,
AH2018_TMTMS3_1_X,0.5017112037601082,
CF2017_FTE 14,0.4997120883595333,
NJH2024_Sub13_HIIT_Post,0.49485259325769704,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,0.493795356849994,
RBK2021_1259T Early,0.5021940542463791,
RKK2015_IKK+TNF-α/IKKb,0.4980221111585714,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.502035576941149,
SR2019_HCC1419_Biol_repl_3,0.49511342856579327,
KBE2022_Log2_Ex_14_T,0.4999898000542737,
EP2017_Untreated R#2 normalized log2 ratio,0.49193993806934,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.48938746780092535,
HS2024_5_I_N2,0.5042663005585373,
SAS2015_PLX/AZD_Exp3,0.49438818538545704,
EP2017_Pervanadate R#2 log2 ratio,0.48602758022225245,
AS2011_Ratio H/L Normalized RNAi_2_1,,
