DatasetName,CIC_S(105) CIC_S(1051) CIC_S(1055) CIC_S(1079) CIC_S(1080) CIC_S(1082) CIC_S(1188) CIC_S(1194) CIC_S(1243) CIC_S(1245) CIC_S(1246) CIC_S(1294) CIC_S(1344) CIC_S(1345) CIC_S(1351) CIC_S(1371) CIC_S(1373) CIC_S(1378) CIC_S(1380) CIC_S(1382) CIC_S(1397) CIC_S(14) CIC_S(1402) CIC_S(1405) CIC_S(1409) CIC_S(1418) CIC_S(142) CIC_S(1429) CIC_S(146) CIC_S(1514) CIC_S(157) CIC_S(16) CIC_S(1609) CIC_S(1630) CIC_S(1639) CIC_S(1648) CIC_S(173) CIC_S(175) CIC_S(1808) CIC_S(1811) CIC_S(1813) CIC_S(191) CIC_S(2) CIC_S(20) CIC_S(2153) CIC_S(2201) CIC_S(225) CIC_S(227) CIC_S(2275) CIC_S(2279) CIC_S(2284) CIC_S(2288) CIC_S(2295) CIC_S(2299) CIC_S(2303) CIC_S(2308) CIC_S(2311) CIC_S(2315) CIC_S(277) CIC_S(278) CIC_S(279) CIC_S(299) CIC_S(3) CIC_S(301) CIC_S(356) CIC_S(423) CIC_S(428) CIC_S(431) CIC_S(436) CIC_S(442) CIC_S(456) CIC_S(459) CIC_S(496) CIC_S(54) CIC_S(55) CIC_S(565) CIC_S(585) CIC_S(605) CIC_S(645) CIC_S(650) CIC_S(662) CIC_S(664) CIC_S(700) CIC_S(710) CIC_S(721) CIC_S(739) CIC_S(766) CIC_S(768) CIC_S(776) CIC_S(778) CIC_S(780) CIC_S(809) CIC_S(9) CIC_S(902) CIC_S(904) CIC_S(946) CIC_T(1053) CIC_T(1228) CIC_T(1291) CIC_T(1318) CIC_T(1375) CIC_T(1379) CIC_T(1381) CIC_T(1398) CIC_T(1406) CIC_T(1408) CIC_T(1426) CIC_T(144) CIC_T(1492) CIC_T(171) CIC_T(2198) CIC_T(2314) CIC_T(3) CIC_T(435) CIC_T(472) CIC_T(489) CIC_T(583) CIC_T(667) CIC_T(674) CIC_T(704) CIC_T(755),CIC_S(1173) CIC_S(1340) CIC_S(154) CIC_S(307)
WZ2023_Pu_010_10min,0.5198224349655526,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.5255613139142865,
KS2014_Intensity N1,0.5135754341591214,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5177437486461762,
CR2017_Ratio Replicate 1,0.5149634449422291,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5184578169567712,
JJ2018_Ratio H/M normalized pP3,0.5170284668808666,
AH2018_SILAC_MR_2_C,0.5186312400089592,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5163796210611853,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5185028151473723,
JJ2018_Ratio H/M normalized___1,0.5172325011883254,
RCJD2014_15min_2,0.5180031175451822,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5155851422565482,
HS2024_5_B_N2,0.5161734245626391,
HS2024_5_I_N1,0.5139552419336517,
HS2024_6_I_N1,0.5267104581258955,
AR2021_KD 48h,0.5165193622569043,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5006113035429406,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.5175438949978014,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5212873284142518,
KBE2022_Log2_Ex_29_U,0.5209666638564698,
HS2024_7_B_T1,0.5163647096424371,
AH2018_LFQ_M_2_X,0.5184137848531919,
AH2018_LFQ_IT_4_N,0.5182292178217373,
CK2022_15 200-1,0.5130315521940692,
RM2024_Intensity D4-1___2,0.518276592429598,
JJ2018_Ratio H/M normalized,0.5172399035942392,
JJ2018_Ratio M/L normalized pP3___1,0.5192716558580555,
KBE2022_Log2_Ex_34_T,0.5196448099929015,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5180228376919734,
LY2019_P2+,0.5132606116238331,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.513137529862848,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5213035403382237,
RN2012_H01,0.5153410683487044,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5158136060123242,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5185191312167371,
HS2024_8_B_T3,0.5198972308906201,
YA2020_Reporter_intensity_Cancer_No.3,0.5198767887597605,
KBE2022_Log2_Ex_44_U,0.5203049905433546,
WZ2023_Pe_010_20min,0.5202956905906065,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5162022207977026,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5158375277693624,
KS2014_Intensity C1,0.5148186691788884,
FSO2013_Ratio H/M normalized Rep3___1,0.5199978754600304,
AH2018_SILAC_M_3_C,0.5185321398022206,
RKK2015_TNF-α+IKKb/TNF-α,0.5174771843802735,
RM2024_Intensity D0-3___2,0.5185516529917268,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5162962070092945,
AH2018_SILAC_M_2_X,0.5163745961585098,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5167554964301382,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5226918604676728,
PG2020_Intensity 6h_C,0.514665502058573,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,0.5175023581445732,
AH2018_LFQ_M_3_N,0.5200590811973005,
VOI2024_0.1uM 24 h_2 mono,0.5173906130546325,
AH2018_TMTMS2_3_C,0.5196460110095559,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,0.51652407143341,
FSO2013_Ratio H/L normalized Rep3___2,0.5156169169526621,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5207781764640537,
GF2025_P8_Adh,0.51669915298538,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5216527682536475,
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5176937368472975,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5166664669522308,
SAS2015_AZD/DMSO_Exp2,0.5148165333799899,
IMM2018_normalised rep. int. CDK5L-1,0.5167207739847124,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5116036083619689,
EJN2021_2_Ex_Basal,0.5165014979543205,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.5198440087525771,
CF2017_FTE 16,0.517768078909386,
AR2021_L41 10 μM,0.5275763361460957,
CF2017_EOC 2,0.5168909519503656,
RB2022_6_PostEndurance,0.5179620857551396,
AH2018_SILAC_1_N,0.5134584725570519,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5167472533668448,
RB2022_7_PreSprint,0.5176130738034258,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.5188282525582394,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),0.517784696378139,
TM2022_mock.12h.C,0.517598571742158,
GRW2016_Ratio M/L normalized SILAC 5a___1,0.5185317116572706,
HH2022_Reporter intensity 0,0.5180527752634191,
RM2024_Intensity D2-2___2,0.5174648857549332,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,0.5168633731453224,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5191391681589096,
AR2021_L41 1 μM,0.5299565337506029,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5197686713567723,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,0.515206712209687,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5197765180384792,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5196617552483462,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,0.5173035683990957,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,0.5172898910926411,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.5182935038074965,
SAS2015_PLX/DMSO_Exp3,0.5155640710375513,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5189317329789997,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5191325360748816,
YA2020_Reporter_intensity_Cancer_No.2,0.5178242184579025,
FSO2013_Ratio H/M normalized Rep2___3,0.5214791805444657,
RB2022_8_PreSprint,0.5161333874584677,
AH2018_SILAC_IT_3_C,0.5148357134093166,
WZ2023_Pu_025_10min,0.5191049839992279,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5176616297582605,
FSO2013_Ratio M/L normalized Rep3___1,0.5182011476813273,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5158257671957813,
CF2017_EOC 4,0.5170984431569788,
JJ2018_Ratio H/L normalized pP1___1,0.5185696381200984,
WZ2023_Pe_010_30min,0.5214089221160771,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5164150416970616,
KS2014_Intensity C6,0.514678806641232,
ZQ2022_N3,0.5190132129748839,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,0.5191620122131518,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.5154426676789194,
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.5203143770592162,
UK2020_UA_3,0.5167584622388914,
LY2019_P7-,0.5156875314738579,
GF2025_P5_Adh,0.5174577286258134,
RB2022_1_PostStrength,0.516800351803572,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5203440993607831,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5162956808904189,
VOI2024_0.1uM 2 h_1 mono,0.5176966405874648,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,0.5167016033496792,
CR2017_Ratio Replicate 2.1,0.5247829335809737,
PG2020_Intensity CT_B,0.5158176332957487,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5176815774313152,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5171258783369175,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5174205731198737,
AH2018_LFQ_3_C,0.5184969189725002,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5207103179124073,
YA2020_Reporter_intensity_Cancer_No.4,0.5193021675113823,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,0.5173273412130094,
GF2025_P4_Sph,0.5181501997512633,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5207766941687614,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),0.5151328915049732,
JJ2018_Ratio M/L normalized___1,0.5172951592525448,
FR2021_Intensity.H,0.5161886250694092,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,0.5176240621171169,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5187383936749459,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,0.5194171514997834,
HS2024_8_I_T1,0.5183764878803838,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5117778338790038,
AH2018_TMTMS2_1_X,0.5195540510515897,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5174091965682247,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5177752717077908,
HS2024_6_I_N2,0.5172330786983874,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.5179807607167012,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.518782904621113,
MV2014_Ratio L/H normalized B3___2 (5 min),0.5177903008917019,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5177282761997183,
HS2024_4_I_T3,0.5214327717160933,
AH2018_SILAC_1_X,0.513818996126817,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5143459396221406,
CF2017_FTE 14,0.5189496736818351,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5172676982311339,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5151750505442404,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.5186983997034468,
EP2017_Untreated R#2 normalized log2 ratio,0.5125915570832035,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5141067805025797,
HS2024_5_I_N2,0.5146877385288163,
SAS2015_PLX/AZD_Exp3,0.5130614187365587,
EP2017_Pervanadate R#2 log2 ratio,0.5132132732051549,
AS2011_Ratio H/L Normalized RNAi_2_1,,
