DatasetName,NOL12_S(116) NOL12_S(119) NOL12_S(127) NOL12_S(133) NOL12_S(134) NOL12_S(139) NOL12_S(140) NOL12_T(124) NOL12_T(141),NOL12_T(145)
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5297467435889898,
YA2020_Reporter_intensity_Cancer_No.4,0.5463617727363873,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5152707575272633,
RB2022_2_PreEndurance,0.5518688409108922,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,0.5414543622577156,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5374426139793419,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5249555017305599,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,
AH2018_TMTMS2_1_X,0.5605591771509789,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5871831663778635,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5588488469578363,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,0.5430849821082162,
AH2018_SILAC_1_X,0.5520972092121357,
PG2020_Intensity 10h_B,0.5342088365092367,
AH2018_TMTMS3_1_X,0.5486534607712279,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5512053855382975,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.538863443507943,
EP2017_Untreated R#2 normalized log2 ratio,,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,
HS2024_5_I_N2,0.5117021532846866,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,
AS2011_Ratio H/L Normalized RNAi_2_1,0.5463805015687732,
