DatasetName,DSTN_C(25) DSTN_S(155) DSTN_S(24) DSTN_S(3) DSTN_S(71) DSTN_S(88),DSTN_S(12)
CK2022_12 40-1,0.47240855576799823,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.4445030483946452,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.4742393007513075,
AH2018_SILAC_IT_2_C,0.4824638585994856,
CK2022_5 40-1,0.47716651777411084,
AH2018_LFQ_3_X,0.5259542222413692,
UK2020_UA_3,,
LY2019_P7-,0.4485259957014942,
GF2025_P5_Adh,0.45882973551494227,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,
SR2019_HCC1954_Biol_repl_3,0.46665015298617485,
CR2017_Ratio Replicate 2.2,,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.4770127049434883,
ZQ2022_C1,0.46612371785716095,
CR2017_Ratio Replicate 2.1,0.48550533576702887,
PG2020_Intensity CT_B,0.4526626441376149,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5297807418694539,
KS2014_Intensity pY_E5_1,0.46190248309724713,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5299554832639565,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5192865787822346,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,0.4675254457892475,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5259821141620865,
YA2020_Reporter_intensity_Cancer_No.4,0.45589017913887453,
KS2014_Intensity pY_E5_2,0.45955497986680216,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.49356191915349634,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.4745378595257032,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.5049396800483114,
CK2022_14 16-1,0.4742318241400277,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.47769724806728703,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.49061900579618817,
AH2018_TMTMS2_1_X,0.4715824476327964,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.4763497936664683,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.4554299015769822,
HS2024_6_I_N2,0.46171886275814006,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.45224058207093504,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.4813279818196656,
PG2020_Intensity 10h_B,0.4941260638673827,
AH2018_TMTMS3_1_X,0.4760876164195286,
CF2017_FTE 14,0.4559757144465863,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5099286490550407,
SR2019_HCC1419_Biol_repl_3,0.47109381975225967,
KBE2022_Log2_Ex_14_T,0.47680802833026076,
EP2017_Untreated R#2 normalized log2 ratio,0.45420315508601844,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.46281598500824556,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.48326890064562883,
AS2011_Ratio H/L Normalized RNAi_2_1,,
