DatasetName,ESAM_S(13) ESAM_S(276) ESAM_S(312) ESAM_S(315) ESAM_S(336) ESAM_S(338) ESAM_S(388) ESAM_T(309) ESAM_T(314) ESAM_T(332) ESAM_T(334),ESAM_S(311) ESAM_S(366) ESAM_S(367) ESAM_S(6) ESAM_T(274),ESAM_S(305) ESAM_S(330) ESAM_S(339) ESAM_S(344) ESAM_S(359)
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,,,0.6330792190987722
AH2018_SILAC_IT_3_C,,,
WZ2023_Pu_025_10min,0.5137840742035323,0.4243706607429914,0.6750477986775223
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,,,
FSO2013_Ratio M/L normalized Rep3___1,,,
SR2019_JIMT1_Biol_repl_4,,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,0.4993105852348887,0.39900648829852503,0.6688685799344377
MV2014_Ratio L/M normalized B2___3 (30 min),0.5397209022085648,,0.6473715054627711
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,,,
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,,,
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,,,
AH2018_LFQ_3_X,,,
UK2020_UA_3,,,
LY2019_P7-,,,
GF2025_P5_Adh,,,
RB2022_1_PostStrength,0.5137263098172723,,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,,,
SR2019_HCC1954_Biol_repl_3,,,
CR2017_Ratio Replicate 2.2,,,
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5293032339284295,,0.6357295237362253
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,,,
ZQ2022_C1,,,
CR2017_Ratio Replicate 2.1,,,0.6135623921150551
PG2020_Intensity CT_B,,,
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,,,
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,,,
AH2018_LFQ_3_C,,,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,,,
YA2020_Reporter_intensity_Cancer_No.4,,,
KS2014_Intensity pY_E5_2,,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,,,
RB2022_2_PreEndurance,0.5114943996776646,,
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,,,0.6346796735237263
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),0.5454868578538403,,0.6344448552968044
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,,,
CK2022_14 16-1,,,
AST2020_anti-CD3+PDL2,,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5232260490918432,,0.600390317602602
KBE2022_Log2_Ex_19_T,,,
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,0.5102123164329726,,
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,,,0.6342041958546094
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,
EP2017_Mitotic R#2 log2 ratio,,,
AH2018_TMTMS2_1_X,,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,,,
HS2024_6_I_N2,0.5298028153956778,,0.6336825489231773
HH2022_Reporter intensity 4,,,
RBK2021_1326T Late,,,
TM2022_mock.12h.B,,,
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,,,
MV2014_Ratio L/H normalized B3___2 (5 min),0.5404644539595438,,0.6341357598112799
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,,,
HS2024_4_I_T3,,,0.639024655195662
AH2018_SILAC_1_X,,,
PG2020_Intensity 10h_B,,,
AH2018_TMTMS3_1_X,,,
CF2017_FTE 14,,,
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,,,
SR2019_HCC1419_Biol_repl_3,,,
KBE2022_Log2_Ex_14_T,,,
EP2017_Untreated R#2 normalized log2 ratio,,,
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,,,
LY2019_P5+,,,
HS2024_5_I_N2,,,0.6095932060724498
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,,,
AS2011_Ratio H/L Normalized RNAi_2_1,,,
