DatasetName,CFL2_S(1) CFL2_S(24),CFL2_S(314) CFL2_T(6),CFL2_S(3)
HS2024_3_PD_T2,,,0.4772738028399672
CK2022_6 16-1,,,0.7565183330723971
ZX2022_CB treated Replicate 1,,,0.5966330038100343
BS2014_Log2(Ratio H/L normalized Rep_3),,,
TM2022_mock.12h.C,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,,,
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,0.6577363440225678,,0.5516602150534125
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,,0.3541059358280267,
AR2021_L41 1 μM,,,0.3602145705964315
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,,0.37067875031532216,
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,0.6774737157104397
ZX2022_Control Replicate 3,,,0.5998856286734999
KS2014_Intensity C4,,,
AS2011_Ratio H/L Inhi_2,,,
KBE2022_Log2_Ex_18_T,,,0.5245409854535025
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,,,0.7545279823382766
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,,0.5844284513600214,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,0.6854989873415848,0.5092645008716158,0.5920439884719763
AH2018_SILAC_IT_3_C,,,
WZ2023_Pu_025_10min,,0.5441679429908263,0.8214816962283245
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,,,
FSO2013_Ratio M/L normalized Rep3___1,,,0.6002654160723264
SR2019_JIMT1_Biol_repl_4,,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,,,0.5002646278857852
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,,0.5382658942723518,0.8226715765796202
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,,,
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,0.6249685117185034
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,,,0.6073075789005125
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,0.6115605255242669
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,,,0.7912722669131266
AH2018_LFQ_3_X,,,
UK2020_UA_3,,,
LY2019_P7-,,,0.2666854848649668
GF2025_P5_Adh,,,0.6955029538092808
RB2022_1_PostStrength,0.6216899033263953,,0.5888814305253608
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,,,
SR2019_HCC1954_Biol_repl_3,,,0.5091156177696363
CR2017_Ratio Replicate 2.2,,,
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,,,0.6892919392389368
ZQ2022_C1,,,
CR2017_Ratio Replicate 2.1,,,
PG2020_Intensity CT_B,,,
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,,0.5137557355155806,
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,0.4965620242487336
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,,,
AH2018_LFQ_3_C,,0.5742949383809165,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,,,
YA2020_Reporter_intensity_Cancer_No.4,,,
KS2014_Intensity pY_E5_2,,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,,,0.5450577789449825
RB2022_2_PreEndurance,,0.4884221031128838,0.5515885380303743
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,,,0.5776804937455435
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,,,0.5877292830993447
CK2022_14 16-1,,,0.6335112915136024
AST2020_anti-CD3+PDL2,,,
MV2014_Ratio M/L normalized B1___1 (5 min),,,
KBE2022_Log2_Ex_19_T,,,0.5871313825629806
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,0.6762836408877699,,0.569877079494323
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,
EP2017_Mitotic R#2 log2 ratio,,,
AH2018_TMTMS2_1_X,,0.39263054609964226,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,0.433002504166838
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,0.6538728926174644,,0.6600692364982642
HS2024_6_I_N2,,,0.6908287875902425
HH2022_Reporter intensity 4,,,
RBK2021_1326T Late,,,
TM2022_mock.12h.B,,,
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,,,0.509825631587907
HS2024_4_I_T3,,,
AH2018_SILAC_1_X,,,
PG2020_Intensity 10h_B,,,0.4971145343236559
AH2018_TMTMS3_1_X,,,
CF2017_FTE 14,,,0.5669223067418628
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,,,0.6633012810160279
SR2019_HCC1419_Biol_repl_3,,,0.406375844812323
KBE2022_Log2_Ex_14_T,,,0.5658593694118275
EP2017_Untreated R#2 normalized log2 ratio,,,
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,,,
LY2019_P5+,,,0.5884166343656432
HS2024_5_I_N2,,,
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,,,
AS2011_Ratio H/L Normalized RNAi_2_1,,,
