DatasetName,MAP4_C(636) MAP4_M(280) MAP4_M(507) MAP4_M(624) MAP4_S(1) MAP4_S(10) MAP4_S(1002) MAP4_S(1046) MAP4_S(1058) MAP4_S(1073) MAP4_S(1092) MAP4_S(111) MAP4_S(1151) MAP4_S(116) MAP4_S(133) MAP4_S(1679) MAP4_S(1841) MAP4_S(1868) MAP4_S(1932) MAP4_S(1970) MAP4_S(1972) MAP4_S(1998) MAP4_S(2021) MAP4_S(2073) MAP4_S(2086) MAP4_S(2218) MAP4_S(2296) MAP4_S(276) MAP4_S(280) MAP4_S(295) MAP4_S(297) MAP4_S(3) MAP4_S(330) MAP4_S(352) MAP4_S(358) MAP4_S(375) MAP4_S(440) MAP4_S(5) MAP4_S(507) MAP4_S(510) MAP4_S(514) MAP4_S(524) MAP4_S(527) MAP4_S(580) MAP4_S(597) MAP4_S(6) MAP4_S(624) MAP4_S(633) MAP4_S(636) MAP4_S(641) MAP4_S(643) MAP4_S(653) MAP4_S(678) MAP4_S(68) MAP4_S(693) MAP4_S(696) MAP4_S(742) MAP4_S(784) MAP4_S(787) MAP4_S(789) MAP4_S(824) MAP4_S(825) MAP4_S(865) MAP4_S(868) MAP4_S(876) MAP4_S(9) MAP4_S(922) MAP4_S(928) MAP4_S(936) MAP4_S(938) MAP4_S(94) MAP4_S(941) MAP4_S(99) MAP4_T(101) MAP4_T(114) MAP4_T(2070) MAP4_T(2072) MAP4_T(282) MAP4_T(287) MAP4_T(3) MAP4_T(304) MAP4_T(354) MAP4_T(4) MAP4_T(451) MAP4_T(510) MAP4_T(514) MAP4_T(521) MAP4_T(526) MAP4_T(529) MAP4_T(538) MAP4_T(565) MAP4_T(571) MAP4_T(585) MAP4_T(588) MAP4_T(599) MAP4_T(602) MAP4_T(622) MAP4_T(627) MAP4_T(681) MAP4_T(686) MAP4_T(687) MAP4_T(689) MAP4_T(82) MAP4_T(828) MAP4_T(927) MAP4_T(938) MAP4_T(942),MAP4_S(1000) MAP4_S(1010) MAP4_S(1145) MAP4_S(14) MAP4_S(16) MAP4_S(163) MAP4_S(180) MAP4_S(2044) MAP4_S(2128) MAP4_S(2145) MAP4_S(2290) MAP4_S(384) MAP4_S(4) MAP4_S(401) MAP4_S(457) MAP4_S(504) MAP4_S(583) MAP4_S(60) MAP4_S(609) MAP4_S(7) MAP4_S(71) MAP4_S(723) MAP4_S(793) MAP4_S(823) MAP4_S(827) MAP4_S(853) MAP4_S(859) MAP4_S(937) MAP4_S(983) MAP4_T(11) MAP4_T(113) MAP4_T(1142) MAP4_T(1832) MAP4_T(2062) MAP4_T(22) MAP4_T(23) MAP4_T(28) MAP4_T(349) MAP4_T(512) MAP4_T(518) MAP4_T(582) MAP4_T(620) MAP4_T(722) MAP4_T(76) MAP4_T(874) MAP4_T(878) MAP4_T(917) MAP4_T(925) MAP4_T(96) MAP4_T(97) MAP4_Y(47)
DB2022_LFQ intensity L1.1,0.5855369433709905,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5864195307532738,0.43115264305382067
CK2022_6 40-1,0.5863434858994716,
DB2022_LFQ intensity R2.1,0.5863663460626611,
KBE2022_Log2_Ex_42_U,0.5862690441515005,0.4270625123142669
LY2019_P3-,0.5783648448689209,0.4257189987181817
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.5889479050163016,0.4290519942338867
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5978195066577415,0.4178302426681174
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.588533682648623,0.4283004293847945
AST2020_Control.1,0.5854006332181612,
JW2015_Intensity cap1,,0.4292489413337999
PG2020_Intensity CT_A,0.585926759465183,
FS2019_Ctr3,0.5869709546203462,
WZ2023_Pu_025_20min,0.5975634150776975,0.4240108702433707
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5828880317642051,
RB2022_1_RecoveryStrength,0.5922008660551805,0.43268877923654564
SR2019_HCC1954_Biol_repl_4,0.5856540510585717,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.6098430438866639,0.42823614746186905
RB2022_4_PreSprint,0.5851170028122045,0.42556221360586427
DB2022_Intensity R2,0.5865523576658936,
AH2018_TMTMS2_Pool,0.6087647244864683,0.43400054636063745
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.5877442176037411,0.43575230241127655
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5947335130079409,0.4291865877086978
LY2019_P8+,0.5794941629235495,0.4311448894565995
RB2022_2_RecoveryEndurance,0.587654745725054,0.4289748898449932
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,0.4285890947107674
RB2022_3_PostEndurance,0.5843879745721362,0.4323174468649681
KS2014_Intensity pY_PV1,0.5848709439419087,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5836518038171218,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5861827205679533,0.4308794593452363
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5955752340235343,0.428218983796841
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,0.5864660668912446,
KBE2022_Log2_Ex_28_U,0.5862472095276069,0.42752892381744084
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.585678016001202,0.42688620251876974
LY2019_P2-,0.5816201227826305,0.4372153203466817
AH2018_LFQ_IT_1_X,0.5939024676676611,0.4292992020963934
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.5938668013714785,0.4375464191105986
WZ2023_Pe_005_20min,0.5976303512559409,0.4219106956605646
AST2020_Control.2,0.5853914470851425,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5864776618658564,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,0.5866396020072706,
CK2022_4 40-1,0.5886969217004636,
SR2019_MCF10A_Biol_repl_4,0.5811588458635591,
KS2014_Intensity pY_C5,0.5851401538511958,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5915397757309223,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5865793342091616,
AH2018_TMTMS3_3_N,0.606653287905658,0.4311945503484777
SR2019_HCC1419_Biol_repl_2,0.5833112780521911,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5929704821802159,0.430097886606738
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5723066235406522,0.43111180748135736
KBE2022_Log2_Ex_36_T,0.5875671048784399,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5963661361340182,0.4249396759575268
KS2014_Intensity C2,0.5919229813025787,0.4343930613662917
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5842328115966801,0.4270792544757437
CK2022_9 200-1,0.5845136051021325,0.42695215317199187
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,0.585351054588525,
CK2022_10 200-1,0.5846505749492429,0.4272396372572893
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.5824775528147514,0.42773637306839335
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5818338703306095,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5892143882615684,0.4216895927977077
ZQ2022_C3,0.5803663694348474,
EJN2021_3_Rest_Ins,0.5881489039833667,0.4279204216004388
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.586100474948786,0.42770932288222024
FSO2013_Ratio H/M normalized Rep3___2,0.5853640553595204,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5678876378052692,0.43267535594609846
RKK2015_SC-514/basal,0.5874009136556734,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5936918951821856,0.4140204306123015
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5825019867854411,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5948619370882254,0.42638429358236773
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5853324401260062,0.430709391708786
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5939428188848205,0.430156986401982
LATM2013_Log2 Ratio (Medium/Light) Forward,0.5841900350064666,0.43484696186496746
PG2020_Intensity 2h_A,0.5832941628883214,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5895177085322388,0.43048148868991437
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.5879351742372564,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.591364626744514,0.43855242419715806
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5712277247628585,0.4405426477696633
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.587364902920911,0.42888154529140704
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5806315165157753,
AST2020_anti-CD3,0.5853739028059564,
SR2019_MDAMB231_Biol_repl_1,0.5862441675129741,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5980113351892482,0.41969468850886793
KBE2022_Log2_Ex_29_U,0.5858875914287043,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.597500421205312,0.42791590723414547
AH2018_LFQ_IT_4_N,0.5969301389654637,0.4282886809288488
CK2022_15 200-1,0.5857532266833746,0.4247426177399228
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5864031317146227,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5913303024647432,0.43639742798923364
LATM2013_Log2 Ratio (Light/Medium) Reverse,0.57835881488549,0.4348157378643733
CK2022_2 200-1,0.5905493444964184,0.4276820225060605
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5961455156268756,0.4192172132299569
RN2012_H01,0.5788301675236084,0.4320333599661447
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5883186852625706,0.42922305821613205
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.5850150268413166,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5664203621491913,0.4317098524163913
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.594190814817788,0.42756492821100855
KBE2022_Log2_Ex_44_U,0.5841082049368136,
WZ2023_Pe_010_20min,0.5963207229735928,0.41801718775454927
KS2014_Intensity pY_C6,0.5852445025395304,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5855843416132255,
RB2022_3_PreStrength,0.585990116256697,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),0.5884628434490021,0.4309378850340866
RCJD2014_10min_mean,0.5866026528554769,
KS2014_Intensity C1,0.5892896627787546,0.4341031716643528
FSO2013_Ratio H/M normalized Rep3___1,0.5788375557745176,0.42815565955983026
AH2018_SILAC_M_3_C,0.5981067477147229,0.42769538511538724
RKK2015_TNF-α+IKKb/TNF-α,0.5870415922248644,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,0.5860944329344351,
AH2018_SILAC_M_2_C,0.5965125958759157,0.42984027447766315
AH2018_SILAC_M_2_X,0.5935595639492975,0.43028392289427647
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.586815078694706,0.4276175204442914
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5937753772461737,0.41635635715256214
PG2020_Intensity 6h_C,0.5854991438968935,0.42975720738769135
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5932430910909928,0.4196533655141674
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.6080196731465692,0.4282117739295931
CK2022_15 16-1,0.5814327911520811,
CK2022_3 16-1,0.5869940026721047,
LY2019_P4-,0.5745782663495902,0.42448042697029525
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.5726806220902831,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5775066026442599,
CK2022_10 16-1,0.5818297724942844,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5858694668582434,0.4279941882226523
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,0.5870833121432735,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,0.5857944434789337,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5849200080026377,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,0.5854523022786745,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5769334998841235,0.43181915779093155
EJN2021_2_Ex_Basal,0.5883695489330928,0.42862348431582264
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5914971302090918,0.4282263057832414
AR2021_L41 10 μM,0.582016566802529,0.4334920178619179
CF2017_EOC 2,0.5881660675351184,
RB2022_6_PostEndurance,0.5803869900270983,0.42941370106339993
AH2018_SILAC_1_N,0.5938481646680382,0.42938934074571206
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.583718912111947,
RB2022_7_PreSprint,0.586035353402031,0.42866155675638934
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,0.5827106349305856,
ZX2022_CB treated Replicate 1,0.5616647270960278,0.42840565557284843
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5901926383393516,0.42841756303710504
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.5843413923456479,0.4257974236008756
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.6064077682170432,0.4269807967616204
AR2021_L41 1 μM,0.576677040138078,0.4350724823617437
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.6074358803814429,0.42894913603297696
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5624752236823946,0.4287961168414925
KS2014_Intensity C4,0.5912873315216339,0.4256915948183423
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5869680369042961,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5867340610943947,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5795749173359911,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,0.5858342388359271,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5991237473352764,0.42873670895461574
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5949250001087556,0.4261163362365291
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5858669184327143,0.4264627776663435
AH2018_SILAC_IT_3_C,0.594242064266537,0.43056614766272444
WZ2023_Pu_025_10min,0.5954127212445609,0.4221937484336901
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5871210788094728,
FSO2013_Ratio M/L normalized Rep3___1,0.5751179187444203,0.42735997969074346
SR2019_JIMT1_Biol_repl_4,0.5856214098848972,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5855190973436839,
CF2017_EOC 4,0.5883009500118582,0.42554594499167636
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5967534932666219,0.4219419959877568
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5959142763728037,0.43064929256022455
KS2014_Intensity C6,0.5916119170786506,0.432360979082038
ZQ2022_N3,0.5869941841908755,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5850044142153437,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.565485848285625,0.42920868435518245
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5852775945102558,
AH2018_SILAC_IT_2_C,0.5944594539194811,0.4305078443423426
CK2022_5 40-1,0.5864789295721045,
AH2018_LFQ_3_X,0.5923753961827296,0.4290330636632353
UK2020_UA_3,0.5843434769429395,
LY2019_P7-,0.5842965550501431,0.4305367655163904
GF2025_P5_Adh,0.5878568147688981,
RB2022_1_PostStrength,0.5889033137501809,0.4309750054534296
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5818614838808684,0.43172370667446147
SR2019_HCC1954_Biol_repl_3,0.5824500001684125,
CR2017_Ratio Replicate 2.2,0.5935283866459407,0.4304343990415285
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5822081936410242,
ZQ2022_C1,0.581626890468029,
CR2017_Ratio Replicate 2.1,0.5797061669923204,0.4244391471742235
PG2020_Intensity CT_B,0.5844966201926107,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5901812392969147,0.4314979957423932
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.5837922979253544,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.586729866593806,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,0.42876685296506545
RCJD2014_20min_3,0.587086936257376,
AH2018_LFQ_3_C,0.5951711282275749,0.4277339046307754
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,0.5859410594876144,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.59379582509282,0.42004216375845177
YA2020_Reporter_intensity_Cancer_No.4,0.5959610583201033,0.4281229634840691
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5748807858041853,
RB2022_2_PreEndurance,0.5877115062969399,0.42359043155889864
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5823596909654658,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5816577353037622,
AST2020_anti-CD3+PDL2,0.5853401412230373,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5854679084082066,
KS2014_Intensity pY_N1,0.5866573647954598,
RB2022_1_RecoveryEndurance,0.5848308000239688,
FSO2013_Ratio H/M normalized Rep1___2,0.5857866719560051,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.5854283295237346,
EP2017_Mitotic R#2 log2 ratio,0.576130976465941,0.43207237864225745
AH2018_TMTMS2_1_X,0.6072079969485376,0.4290483916211131
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5840243929063431,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.583492589021485,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5885551203224647,0.42863120472082955
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,0.5832757535206061,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5854392150049844,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5899527742745363,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5938756572565462,0.4292978907291355
PG2020_Intensity 10h_B,0.5763427865577871,0.42409347718398527
AH2018_TMTMS3_1_X,0.6133828939229163,0.43343817356944386
CF2017_FTE 14,0.5848045770945107,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5852028295061418,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,0.5872682848714856,
PG2020_Intensity 6h_A,0.5864342570121851,0.43039715808074136
SR2019_HCC1419_Biol_repl_3,0.5817040654716531,
KBE2022_Log2_Ex_14_T,0.5848246491382307,
EP2017_Untreated R#2 normalized log2 ratio,0.5837897501641338,0.4328441955174524
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,0.5860135718355777,
LY2019_P5+,0.5863954282726351,0.430799172678795
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5698672313246391,0.4306327588433146
AS2011_Ratio H/L Normalized RNAi_2_1,,
