DatasetName,CLIP2_S(10) CLIP2_S(170) CLIP2_S(18) CLIP2_S(192) CLIP2_S(194) CLIP2_S(195) CLIP2_S(202) CLIP2_S(204) CLIP2_S(207) CLIP2_S(209) CLIP2_S(211) CLIP2_S(24) CLIP2_S(287) CLIP2_S(292) CLIP2_S(294) CLIP2_S(295) CLIP2_S(42) CLIP2_S(54) CLIP2_S(888) CLIP2_S(923) CLIP2_T(634),CLIP2_S(38) CLIP2_S(924)
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.49682765617150343,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5008556266286291,
YA2020_Reporter_intensity_Cancer_No.4,0.49605235195200803,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5016228284780911,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.49927186243142474,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.4903063634115666,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5012481570240601,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.4976190536324151,
AH2018_TMTMS2_1_X,0.5002073054835184,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5012899955495046,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.4896774532854564,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5155494951418841,
CF2017_FTE 14,0.4992797893196237,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.4989559139259276,
EP2017_Untreated R#2 normalized log2 ratio,0.5075828102824248,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.4898140690561454,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.4850063584828251,
AS2011_Ratio H/L Normalized RNAi_2_1,,
