DatasetName,APIP_S(104) APIP_S(6) APIP_S(81) APIP_S(87),APIP_S(40) APIP_S(49) APIP_S(61) APIP_S(84),APIP_S(89)
WZ2023_Pu_025_10min,0.6189231461374415,,0.7171655100269824
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,0.5816226171000773,,
FSO2013_Ratio M/L normalized Rep3___1,,,
SR2019_JIMT1_Biol_repl_4,0.5742800968835524,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,0.5837318177467098,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,0.620692645094849,,0.7248538265638478
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,0.6284129252247199,0.46367731378493526,
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,0.6096005667541933,,
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,0.6175323667869446,,
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,0.6285559630226508,,
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,0.6043146803134355,,
AH2018_LFQ_3_X,0.60545554910202,,
UK2020_UA_3,,,
LY2019_P7-,0.5921102198877377,,
GF2025_P5_Adh,0.6053392068180641,,
RB2022_1_PostStrength,,,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,0.5836142151415183,,
SR2019_HCC1954_Biol_repl_3,0.5333208623003464,,
CR2017_Ratio Replicate 2.2,0.5971333832300617,,
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,0.602556083180438,,
ZQ2022_C1,,,
CR2017_Ratio Replicate 2.1,0.5751103856840571,,
PG2020_Intensity CT_B,,,
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,0.6170527759181441,,
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,0.5775734190129427,,
AH2018_LFQ_3_C,0.6052044625943185,,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,0.610600016045451,,
YA2020_Reporter_intensity_Cancer_No.4,,,
KS2014_Intensity pY_E5_2,0.5576824929251532,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,0.49840303649322754,,
RB2022_2_PreEndurance,,,
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,0.6094751152255689,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,,,
CK2022_14 16-1,0.6183394396938271,,
AST2020_anti-CD3+PDL2,0.5496781579690375,,
MV2014_Ratio M/L normalized B1___1 (5 min),,,
KBE2022_Log2_Ex_19_T,0.6050624582705724,,
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,,,
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,
EP2017_Mitotic R#2 log2 ratio,,0.44133503828145837,
AH2018_TMTMS2_1_X,0.5851720212224456,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,,0.4624737950248243,
HS2024_6_I_N2,,,
HH2022_Reporter intensity 4,0.5841315344310187,,
RBK2021_1326T Late,,,
TM2022_mock.12h.B,,,
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,0.5685663506526814,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,,,
HS2024_4_I_T3,,,
AH2018_SILAC_1_X,,,
PG2020_Intensity 10h_B,,,
AH2018_TMTMS3_1_X,0.6232642061379211,,
CF2017_FTE 14,0.5249878783270973,,
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,,,
SR2019_HCC1419_Biol_repl_3,,,
KBE2022_Log2_Ex_14_T,0.6079516266692515,,
EP2017_Untreated R#2 normalized log2 ratio,,0.5322439153659129,
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,0.4976790842706817,,
LY2019_P5+,0.5690688199654329,,
HS2024_5_I_N2,,,
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,,0.4392339494098839,
AS2011_Ratio H/L Normalized RNAi_2_1,,,
