DatasetName,MVP_S(12) MVP_S(445) MVP_S(864) MVP_S(867) MVP_S(873) MVP_S(876) MVP_T(442) MVP_T(60) MVP_T(608),MVP_S(740)
GF2025_P5_Adh,0.5031609130513245,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5167869231380554,
SR2019_HCC1954_Biol_repl_3,0.5368266926401556,
CR2017_Ratio Replicate 2.2,0.5157187287376869,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,0.5552533664861986,
CR2017_Ratio Replicate 2.1,,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,0.49946592325139044,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5176249388999012,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5407114931832412,
RB2022_2_PreEndurance,0.5044237563867332,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.4963317206126799,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.47791241831891756,
FR2021_Intensity.H,0.48190371882822053,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5027243342707357,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5027502417226976,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.49935900782669734,
AH2018_TMTMS2_1_X,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5084531898865412,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5038251333694989,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5057738810898039,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.512740664124995,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5151113508719736,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5133153309057352,
HS2024_4_I_T3,0.5201712721932326,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.500334644186573,
CF2017_FTE 14,0.5167126704147006,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,0.5012220677293832,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,0.5035258730830685,
KBE2022_Log2_Ex_14_T,0.5007140289271095,
EP2017_Untreated R#2 normalized log2 ratio,0.530514452279576,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5455378161430604,
HS2024_5_I_N2,0.5209360363688513,
SAS2015_PLX/AZD_Exp3,0.5001269443349705,
EP2017_Pervanadate R#2 log2 ratio,0.5017808035742927,
AS2011_Ratio H/L Normalized RNAi_2_1,,
