DatasetName,CASP7_S(16) CASP7_S(37),CASP7_C(16) CASP7_C(21) CASP7_S(30) CASP7_S(47)
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5223464603630067,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,0.5668408145679571
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.4823507339553236,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5713692358454721,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,
AS2011_Ratio H/L Normalized RNAi_2_1,,
