DatasetName,ATL1_S(10) ATL1_S(15) ATL1_S(22) ATL1_S(23) ATL1_S(6),ATL1_S(4)
CF2017_FTE 15,0.539701076207838,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5643986608189808,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5102738262610849,
CF2017_FTE 14,0.5398408832458351,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5414056930722382,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5095667766223266,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5402634135938957,
AS2011_Ratio H/L Normalized RNAi_2_1,,
