DatasetName,NOM1_S(280) NOM1_T(287),NOM1_S(129) NOM1_S(57) NOM1_T(65),NOM1_S(135) NOM1_S(139),NOM1_S(317) NOM1_S(320) NOM1_S(321)
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,,
GF2025_P5_Sph,,,0.6030696621825441,
CK2022_10 16-1,,,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,,
VOI2024_0.1uM 2 h_2 di,,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,,,
NJH2024_Sub2_HIIT_Mid,,,,
AMK2021_45I_p3,,,,
NJH2024_Sub13_HIIT_Mid,,,,
DB2022_LFQ intensity R1.2,,,,
DB2022_Intensity R1,,,,
NJH2024_Sub12_MICT_Mid,,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,,
UK2020_HCM_4,,,,
SAS2015_AZD/DMSO_Exp2,,0.5054760679545608,,0.5724426611835743
IMM2018_normalised rep. int. CDK5L-1,,,0.5604795471027892,
DB2022_LFQ intensity L2.2,,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,,
EP2017_Mitotic R#1 log2 ratio,,,0.42017338792892445,
EJN2021_2_Ex_Basal,,,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,,
KTGR2014_Ratio-Rapa 30 mins,,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,,
CF2017_FTE 16,0.43948258240058297,,,
AR2021_L41 10 μM,0.5490921355951076,,,0.4918546975059437
CF2017_EOC 2,,,,
RB2022_6_PostEndurance,,,,
AH2018_SILAC_1_N,,,,
NJH2024_Sub10_HIIT_Pre,,,,
AS2011_Ratio H/L Inhi_1_2,,,,
UK2020_HCM_6,,,,
RB2022_7_PreSprint,,,,
NJH2024_Sub2_MICT_Pre,,,,
HS2024_3_PD_T2,,,0.7427502238509756,0.6731172005710283
CK2022_6 16-1,,,,
ZX2022_CB treated Replicate 1,,,,0.5849075255603975
BS2014_Log2(Ratio H/L normalized Rep_3),0.551433664107813,,0.49726268150148445,
TM2022_mock.12h.C,,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,,
HH2022_Reporter intensity 0,,0.5355514510036156,,
RM2024_Intensity D2-2___2,,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,,
RB2022_1_PreStrength,,,,
JJ2018_Ratio H/M normalized pP2___2,,,,
AH2018_TMTMS2_2_X,,,,0.6675636892089085
AR2021_L41 1 μM,0.5642306124635409,,,0.4548458605770879
JJ2018_Ratio H/M normalized pP1___2,,,,
AH2018_TMTMS2_1_N,,,,0.6619070668275634
NJH2025_Sub10_MICT_Pre,,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,,
ZX2022_Control Replicate 3,,,,0.576640894413949
KS2014_Intensity C4,,,,
AS2011_Ratio H/L Inhi_2,,,,
KBE2022_Log2_Ex_18_T,,,,
NJH2025_Sub9_MICT_Pre,,,,
RCJD2014_20min_1,0.46781767032786,,,0.6125950669695919
MV2014_Ratio H/M normalized B2___1 (5 min),,,,
FSO2013_Ratio M/L normalized Rep2___3,,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,,
SR2019_MCF10A_Biol_repl_3,,,,
HS2024_7_B_T2,0.4650813525325178,,0.5036307276142615,
SAS2015_PLX/DMSO_Exp3,,,,0.5448439509705982
AMK2021_Ctrl_p5,,,,
NJH2025_Sub2_HIIT_Mid,,,,
AH2018_LFQ_M_3_C,,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,,
YA2020_Reporter_intensity_Cancer_No.2,,,,
FSO2013_Ratio H/M normalized Rep2___3,,,,
RB2022_8_PreSprint,,,,
AH2018_SILAC_IT_3_C,,,,
WZ2023_Pu_025_10min,0.4826201235088118,0.524260862659628,,
RM2024_Intensity D2-2___3,,,,
AS2011_Ratio H/L_1,,,,
RCJD2014_10min_3,0.5390193359621265,,,0.2999250052167537
FSO2013_Ratio M/L normalized Rep3___1,,0.5128854614810697,,
SR2019_JIMT1_Biol_repl_4,,,,
YP2020_Intensity C10_R2_mult_log2,,,,
ZCP2016_Ratio H/L Rep 2,,0.5308042209068913,0.5547229212031718,
CF2017_EOC 4,,,,
JJ2018_Ratio H/L normalized pP1___1,,,,
WZ2023_Pe_010_30min,0.46256609741393967,0.5254253170713948,,
MV2014_Ratio L/M normalized B2___3 (30 min),,,,
AH2018_LFQ_IT_3_N,,,,
KS2014_Intensity C6,,,,
ZQ2022_N3,,,,
HW2015_Ratio H/L normalized Exp1,,,,
CK2022_12 40-1,,,,
NJH2024_Sub7_MICT_Pre,,,,
ZX2022_Control Replicate 1,,,,0.5889789936569029
JJ2018_Ratio H/M normalized pP1,,,,
CK2022_16 40-1,,,,
AH2018_SILAC_IT_2_C,,,,
CK2022_5 40-1,,,,
AH2018_LFQ_3_X,,,,
UK2020_UA_3,,,,
LY2019_P7-,,,,
GF2025_P5_Adh,,,0.4388232032866365,
RB2022_1_PostStrength,,,,
JAW2011_Ratio H/L LS1b,,,,
FSO2013_Ratio H/L normalized Rep3___1,,0.5058939231111288,0.5122873706216824,
SR2019_HCC1954_Biol_repl_3,,,,
CR2017_Ratio Replicate 2.2,,0.5061169702596643,,
VOI2024_0.1uM 2 h_1 mono,,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,,
CK2022_11 16-1,,,,
ZQ2022_C1,,,,
CR2017_Ratio Replicate 2.1,,0.4604270964271122,,
PG2020_Intensity CT_B,,,,
JJ2018_Ratio M/L normalized___2,,,,
AH2018_SILAC_MR_1_N,,,,
KS2014_Intensity pY_E5_1,,,,
JW2021_Before_3,,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,,
FS2019_db/db1,,,,
NJH2025_Sub9_HIIT_Pre,,,,
JAW2011_Ratio H/L_1,,,,
RCJD2014_20min_3,0.4179917681943111,,,0.5032809046669
AH2018_LFQ_3_C,,,,
JJ2018_Ratio M/L normalized pP3___2,,,,
AMK2021_45I_p1,,,,
NJH2025_Sub8_HIIT_Post,,,,
AH2018_LFQ_M_3_X,,,,
YA2020_Reporter_intensity_Cancer_No.4,,,,
KS2014_Intensity pY_E5_2,,,,
FSO2013_Ratio H/L normalized Rep1___3,,,,
GF2025_P4_Sph,,,0.6296317529480991,
RB2022_2_PreEndurance,,,,
JW2021_Before_1,,,,
KBE2022_Log2_Ex_25_T,,,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,,
MV2014_Ratio L/M normalized A2___2 (10 min),0.4139391566028536,,,
JJ2018_Ratio M/L normalized___1,,,,
FR2021_Intensity.H,0.40564416949831794,,,
CK2022_14 16-1,,,,
AST2020_anti-CD3+PDL2,0.4370427822780219,,,0.5342876749947535
MV2014_Ratio M/L normalized B1___1 (5 min),,,,
KBE2022_Log2_Ex_19_T,,,,
KS2014_Intensity pY_N1,,,,
RB2022_1_RecoveryEndurance,,,,
FSO2013_Ratio H/M normalized Rep1___2,,,,
HS2024_8_I_T1,,,0.5246667283940021,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,,
EP2017_Mitotic R#2 log2 ratio,,,0.44519445563234183,
AH2018_TMTMS2_1_X,,,,0.6650373680085261
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,,
ZCP2016_Ratio H/L Rep 3,,0.5345796972572786,0.5647648713327794,
AS2011_Ratio H/L Normalized RNAi_1_3,,,,
SR2019_MCF10A_Biol_repl_1,,,,
NJH2025_Sub8_MICT_Mid,,,,
EJN2021_5_Ex_Ins,,,,
HS2024_6_I_N2,,,0.6743493822559055,0.38715002358621914
HH2022_Reporter intensity 4,,,,
RBK2021_1326T Late,,,,
TM2022_mock.12h.B,,,,
NJH2024_Sub12_MICT_Pre,,,,
RCJD2014_15min_3,0.3795715704531516,,,0.5178629416087102
MV2014_Ratio L/H normalized B3___2 (5 min),,,,
LG2023_Control-3_intensity,,,,
JJ2018_Ratio H/L normalized pP3___2,,,,
CF2017_FTE 15,,,,
HS2024_4_I_T3,,,0.48211423587619084,
AH2018_SILAC_1_X,,,,
PG2020_Intensity 10h_B,,,,
AH2018_TMTMS3_1_X,,,,0.5353104103710629
CF2017_FTE 14,0.45773329549716807,,,
NJH2024_Sub13_HIIT_Post,,,,
RM2024_Intensity D6-3___3,,,,
NJH2025_Sub7_HIIT_Pre,,,,
RBK2021_1259T Early,,,,
RKK2015_IKK+TNF-α/IKKb,0.4357878334575423,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,,
PG2020_Intensity 6h_A,,,,
SR2019_HCC1419_Biol_repl_3,,,,
KBE2022_Log2_Ex_14_T,,,,
EP2017_Untreated R#2 normalized log2 ratio,,,0.5685251732257561,
RM2024_Intensity D0-2___1,,,,
DB2022_Intensity L1,,,,
LY2019_P5+,,,,
HS2024_5_I_N2,,0.5129793449179307,0.6009482333431082,0.3970478582408037
SAS2015_PLX/AZD_Exp3,,,,0.6413747682982215
EP2017_Pervanadate R#2 log2 ratio,,,0.504338016289178,
AS2011_Ratio H/L Normalized RNAi_2_1,,,,
