DatasetName,DBNL_M(269) DBNL_M(275) DBNL_S(129) DBNL_S(160) DBNL_S(166) DBNL_S(172) DBNL_S(180) DBNL_S(198) DBNL_S(204) DBNL_S(212) DBNL_S(232) DBNL_S(269) DBNL_S(270) DBNL_S(274) DBNL_S(275) DBNL_S(276) DBNL_S(283) DBNL_S(284) DBNL_S(38) DBNL_S(5) DBNL_S(647) DBNL_T(167) DBNL_T(168) DBNL_T(188) DBNL_T(220) DBNL_T(26) DBNL_T(266) DBNL_T(270) DBNL_T(288) DBNL_T(291) DBNL_T(292) DBNL_T(3) DBNL_Y(162) DBNL_Y(37),DBNL_S(141) DBNL_S(169) DBNL_S(223) DBNL_S(272) DBNL_S(273) DBNL_S(3) DBNL_S(9) DBNL_Y(140)
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5468391844358441,
AR2021_L41 10 μM,0.5413748941911666,0.3850705506401096
CF2017_EOC 2,0.540265738903868,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.549354207722548,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5467603823614102,
RB2022_7_PreSprint,0.5514206620087215,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,0.5473051486416385,
ZX2022_CB treated Replicate 1,0.551376249350953,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5412703992362884,0.38396318997633044
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.5485829345320439,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5535473549230919,0.39609900945730736
AR2021_L41 1 μM,0.5513227265813763,0.39271672718799033
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5529567309736324,0.39485532078427354
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5517074633989868,
KS2014_Intensity C4,0.5573958797870286,0.3915947854839641
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.544804138234112,0.3799351241808192
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5477532781234382,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5630237613619126,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5509512948126808,
WZ2023_Pu_025_10min,0.5695059173345632,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.5483217067876973,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.5475670149613829,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5684919169263559,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5535427157902243,
KS2014_Intensity C6,0.5550221749517581,0.39728678089351077
ZQ2022_N3,,0.3817444925333999
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5546904247085807,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5543270613427999,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5543631227822415,
AH2018_SILAC_IT_2_C,0.5497541889346934,
CK2022_5 40-1,0.553010097636966,
AH2018_LFQ_3_X,0.5468702938184247,
UK2020_UA_3,0.5477359288526571,
LY2019_P7-,0.572903252702,
GF2025_P5_Adh,0.5698274991893635,
RB2022_1_PostStrength,0.5419131805420576,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5506614473692253,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5409908871185757,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,0.5500401137828866,
CK2022_11 16-1,0.5451586817671508,
ZQ2022_C1,,0.4364089597746936
CR2017_Ratio Replicate 2.1,0.5756853647492739,0.41132435350308494
PG2020_Intensity CT_B,0.5478453522666118,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5472473521532786,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.5477173402489074,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5419983172148558,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5511305857915217,
YA2020_Reporter_intensity_Cancer_No.4,0.5637674890102178,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5416534287782624,
RB2022_2_PreEndurance,0.5548120735152073,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5541579579491202,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5458011581933264,
AST2020_anti-CD3+PDL2,0.5513794798772197,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5479522421908258,0.38926122330939106
KS2014_Intensity pY_N1,0.5529795384955963,
RB2022_1_RecoveryEndurance,0.5472901841245046,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.5586141660517797,
EP2017_Mitotic R#2 log2 ratio,0.5552722813614194,
AH2018_TMTMS2_1_X,0.5548963760556829,0.39417266782347404
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.557078609924555,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,0.5565329335948715,0.40555237518851944
RBK2021_1326T Late,0.5489796391134929,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5457703477734818,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5480057163033485,
PG2020_Intensity 10h_B,0.5437076538078411,
AH2018_TMTMS3_1_X,0.555005319868672,0.40901590003961996
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,0.5471825577079212,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5477974300343276,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.553351565239723,0.38822228603338327
EP2017_Untreated R#2 normalized log2 ratio,0.5356259137730905,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5347328456722746,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5606287643420975,
AS2011_Ratio H/L Normalized RNAi_2_1,,
