DatasetName,COPE_S(10) COPE_S(13) COPE_S(155) COPE_S(231) COPE_S(283) COPE_S(3) COPE_S(306) COPE_S(307) COPE_S(45) COPE_S(99),COPE_S(109) COPE_Y(226)
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.49285084091601616,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,0.49237767263000914,
AH2018_TMTMS3_1_X,0.49662219544854685,
CF2017_FTE 14,0.49374897939362344,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5106182880505076,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.49152617533340237,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.4972713074384343,
AS2011_Ratio H/L Normalized RNAi_2_1,,
