DatasetName,PABPN1_M(150) PABPN1_S(145) PABPN1_S(150) PABPN1_S(161) PABPN1_S(19) PABPN1_S(90) PABPN1_S(95),PABPN1_S(341)
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,
AH2018_TMTMS2_1_X,0.608833487259511,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,0.5475672706958783,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5680450581672111,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5273922272017472,
PG2020_Intensity 10h_B,0.5756420723374879,
AH2018_TMTMS3_1_X,0.555347719023964,
CF2017_FTE 14,0.5707020763932283,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5693656773266849,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.5908689174053781,
EP2017_Untreated R#2 normalized log2 ratio,,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5556877413184492,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,
AS2011_Ratio H/L Normalized RNAi_2_1,,
