DatasetName,CDC26_S(42) CDC26_S(52) CDC26_S(56) CDC26_S(82),CDC26_S(76)
AH2018_LFQ_3_X,,
UK2020_UA_3,0.5292486693759875,
LY2019_P7-,0.5036475334503202,
GF2025_P5_Adh,0.6388146950406424,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5435304821075496,
SR2019_HCC1954_Biol_repl_3,0.5622875150105158,
CR2017_Ratio Replicate 2.2,0.538622749728323,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5492953771739113,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5730143387942513,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5442178968065221,
PG2020_Intensity CT_B,0.5092120719748847,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5559027938307014,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,0.5257491714475853,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5216795108714388,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5501746326349454,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5859807121882881,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5238455620745183,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.5549752145415586,
CK2022_14 16-1,0.5587407525438923,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5367599052628628,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5208941272818287,
AH2018_TMTMS2_1_X,0.5167331066510339,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.551598749833573,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5376567898504339,
HS2024_6_I_N2,0.5952312615658726,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.6016624396700534,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.521984939705434,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,0.4616135430156155,
AH2018_TMTMS3_1_X,0.5878130163353253,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5353499430727197,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.44424285474704783,
SR2019_HCC1419_Biol_repl_3,0.5647818091738046,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5040100414177069,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5571505821950968,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,0.560174066250916,
EP2017_Pervanadate R#2 log2 ratio,0.5064127084064832,
AS2011_Ratio H/L Normalized RNAi_2_1,,
