DatasetName,ISCU_S(14) ISCU_S(20) ISCU_S(3) ISCU_Y(43),ISCU_S(29)
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5049014451931357,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.4551877342137435,0.6516523925463656
WZ2023_Pu_025_10min,0.4998708975636946,0.6456038272468763
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.4660395348376664,0.576908489770236
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.524622618819984
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5008752398786803,0.6392130000325569
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.4705252302533205,0.6223399387542048
KS2014_Intensity C6,,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.49328735977441285,0.6797067260000434
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.45995770851460166,0.6563935888113857
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.4461091799932751,0.5582953800731328
UK2020_UA_3,,
LY2019_P7-,0.5234940019775356,
GF2025_P5_Adh,0.3934616493708736,0.7555933519743261
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.4797310816990682,0.6397714815105787
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,,0.6694815882444899
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,0.4044775237016572
PG2020_Intensity CT_B,0.41164414311129777,0.3485167122569921
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.4419380244786836,0.5152932306634211
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,0.5542212691520744
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.4932562177296603,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,0.5131568555934003,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.44766897577720943,0.5553497612670555
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.45784014932567646,0.5824026634111652
YA2020_Reporter_intensity_Cancer_No.4,0.4789178166837135,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5287336205617069,0.6702916776476293
RB2022_2_PreEndurance,,
JW2021_Before_1,,0.4799938466291962
KBE2022_Log2_Ex_25_T,0.48016540407234753,0.539526947287158
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,0.5008455009330434
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,0.4563590173594252,
HS2024_8_I_T1,0.522625691957901,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.48795707692751233,
EP2017_Mitotic R#2 log2 ratio,0.43512143838098827,
AH2018_TMTMS2_1_X,0.5000506031518623,0.5837901380409631
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5104240376826827,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.44111304632002213,
HS2024_4_I_T3,0.5045207897409096,
AH2018_SILAC_1_X,0.46409710149779737,0.6503773980801189
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5421327926037807,0.7068023870941621
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,0.4322796484283472
EP2017_Untreated R#2 normalized log2 ratio,0.4771920311733516,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5192808619128243,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.4769729197243624,
AS2011_Ratio H/L Normalized RNAi_2_1,,
