TargetFeature,colsample_bytree,gamma,max_depth,min_child_weight,n_estimators,subsample,mean_mse,mean_r2
DIS3L2_S(17) DIS3L2_S(175) DIS3L2_S(198) DIS3L2_S(31),0.6,0.5,2,1,8,1.0,0.0228139366742856,0.1553566203503243
WDR47_S(183) WDR47_S(213) WDR47_S(284) WDR47_S(292) WDR47_S(297) WDR47_S(299) WDR47_S(303) WDR47_S(312) WDR47_S(322) WDR47_S(326) WDR47_S(344) WDR47_S(357) WDR47_S(394) WDR47_S(422) WDR47_S(508) WDR47_S(513) WDR47_S(541) WDR47_T(292) WDR47_T(514) WDR47_T(542) WDR47_T(550) WDR47_T(646),0.8,0.5,4,1,6,1.0,0.0324609215766835,0.2628955811489326
PHKA2_S(1) PHKA2_S(1015) PHKA2_S(1044) PHKA2_S(4) PHKA2_S(50) PHKA2_S(671) PHKA2_S(729) PHKA2_S(735) PHKA2_S(969) PHKA2_S(975) PHKA2_S(978) PHKA2_S(979) PHKA2_S(983) PHKA2_T(1041) PHKA2_Y(61),0.8,0.5,4,1,8,1.0,0.0658316192555568,0.2548123028013349
ZBTB5_S(127) ZBTB5_S(234) ZBTB5_S(298) ZBTB5_S(371) ZBTB5_S(378) ZBTB5_S(516),0.8,0.5,3,1,8,0.8,0.0221878642416574,0.2561224997042887
TOP2B_S(1207) TOP2B_S(1212) TOP2B_S(1231) TOP2B_S(1236) TOP2B_S(1308) TOP2B_S(1312) TOP2B_S(1314) TOP2B_S(1316) TOP2B_S(1331) TOP2B_S(1335) TOP2B_S(1337) TOP2B_S(1339) TOP2B_S(1340) TOP2B_S(1342) TOP2B_S(1372) TOP2B_S(1375) TOP2B_S(1385) TOP2B_S(1395) TOP2B_S(1396) TOP2B_S(1400) TOP2B_S(1408) TOP2B_S(1413) TOP2B_S(1418) TOP2B_S(1424) TOP2B_S(1438) TOP2B_S(1452) TOP2B_S(1461) TOP2B_S(1466) TOP2B_S(1471) TOP2B_S(1473) TOP2B_S(1494) TOP2B_S(1496) TOP2B_S(1500) TOP2B_S(1517) TOP2B_S(1519) TOP2B_S(1521) TOP2B_S(1522) TOP2B_S(1524) TOP2B_S(1526) TOP2B_S(1545) TOP2B_S(1547) TOP2B_S(1550) TOP2B_S(1552) TOP2B_S(1576) TOP2B_S(1581) TOP2B_S(1588) TOP2B_S(1613) TOP2B_S(450) TOP2B_T(1287) TOP2B_T(1292) TOP2B_T(1371) TOP2B_T(1398) TOP2B_T(1403) TOP2B_T(1422) TOP2B_T(1427) TOP2B_T(1575) TOP2B_Y(1238),1.0,0.5,4,1,8,1.0,0.0369827948883435,0.7469169013043528
U2SURP_C(67) U2SURP_S(175) U2SURP_S(181) U2SURP_S(202) U2SURP_S(236) U2SURP_S(238) U2SURP_S(244) U2SURP_S(44) U2SURP_S(476) U2SURP_S(479) U2SURP_S(484) U2SURP_S(485) U2SURP_S(5) U2SURP_S(63) U2SURP_S(66) U2SURP_S(67) U2SURP_S(7) U2SURP_S(730) U2SURP_S(731) U2SURP_S(747) U2SURP_S(760) U2SURP_S(767) U2SURP_S(788) U2SURP_S(810) U2SURP_S(811) U2SURP_S(818) U2SURP_S(831) U2SURP_S(85) U2SURP_S(9) U2SURP_S(929) U2SURP_S(930) U2SURP_S(931) U2SURP_S(932) U2SURP_S(933) U2SURP_S(934) U2SURP_S(935) U2SURP_S(945) U2SURP_S(946) U2SURP_S(947) U2SURP_S(948) U2SURP_S(950) U2SURP_S(951) U2SURP_S(969) U2SURP_S(97) U2SURP_S(973) U2SURP_S(974) U2SURP_T(487) U2SURP_T(5) U2SURP_T(550) U2SURP_T(912) U2SURP_T(913) U2SURP_T(915) U2SURP_T(918) U2SURP_T(919) U2SURP_T(931) U2SURP_T(948) U2SURP_Y(816) U2SURP_Y(817),1.0,0.5,4,10,8,1.0,0.0354793403607755,0.6184684128097461
SMCR8_S(400) SMCR8_S(417) SMCR8_S(421) SMCR8_S(467) SMCR8_S(468) SMCR8_S(471) SMCR8_S(489) SMCR8_S(492) SMCR8_S(498) SMCR8_S(639) SMCR8_T(494),0.6,0.5,4,5,8,1.0,0.0506149047370949,0.4326387659756261
MYH14_S(1461) MYH14_S(1527) MYH14_S(1536) MYH14_S(1969) MYH14_S(1977) MYH14_S(1983) MYH14_S(1989) MYH14_S(1991) MYH14_S(1997) MYH14_S(2010) MYH14_S(32) MYH14_S(45) MYH14_S(7) MYH14_S(942) MYH14_T(1457) MYH14_T(1462) MYH14_T(1470) MYH14_Y(843),1.0,0.5,4,1,8,1.0,0.0384861964172433,0.1341676704455114
TEX2_S(119) TEX2_S(168) TEX2_S(176) TEX2_S(196) TEX2_S(204) TEX2_S(222) TEX2_S(261) TEX2_S(266) TEX2_S(270) TEX2_S(272) TEX2_S(295) TEX2_S(3) TEX2_S(353) TEX2_S(360) TEX2_S(399) TEX2_S(4) TEX2_S(408) TEX2_S(440) TEX2_S(458) TEX2_S(5) TEX2_S(538) TEX2_S(6) TEX2_S(732) TEX2_S(748) TEX2_S(790) TEX2_S(793) TEX2_S(794) TEX2_S(798) TEX2_S(802) TEX2_S(815) TEX2_S(9) TEX2_S(91) TEX2_T(193) TEX2_T(197) TEX2_T(223) TEX2_T(262) TEX2_T(269),0.8,0.5,4,5,8,1.0,0.0496851549505403,0.534492492943144
PALM2AKAP2_S(1003) PALM2AKAP2_S(125) PALM2AKAP2_S(135) PALM2AKAP2_S(137) PALM2AKAP2_S(146) PALM2AKAP2_S(223) PALM2AKAP2_S(226) PALM2AKAP2_S(352) PALM2AKAP2_S(361) PALM2AKAP2_S(366) PALM2AKAP2_S(371) PALM2AKAP2_S(375) PALM2AKAP2_S(401) PALM2AKAP2_S(405) PALM2AKAP2_S(44) PALM2AKAP2_S(459) PALM2AKAP2_S(465) PALM2AKAP2_S(473) PALM2AKAP2_S(6) PALM2AKAP2_S(606) PALM2AKAP2_S(623) PALM2AKAP2_S(624) PALM2AKAP2_S(704) PALM2AKAP2_S(720) PALM2AKAP2_S(721) PALM2AKAP2_S(756) PALM2AKAP2_S(759) PALM2AKAP2_S(84) PALM2AKAP2_S(862) PALM2AKAP2_S(91) PALM2AKAP2_S(948) PALM2AKAP2_S(951) PALM2AKAP2_S(971) PALM2AKAP2_S(979) PALM2AKAP2_T(169) PALM2AKAP2_T(172) PALM2AKAP2_T(369) PALM2AKAP2_T(399) PALM2AKAP2_T(630) PALM2AKAP2_T(718) PALM2AKAP2_T(746) PALM2AKAP2_T(948),1.0,0.5,4,1,8,1.0,0.029937302030714,0.6472738423600293
DDX39A_C(171) DDX39A_S(183) DDX39A_S(25) DDX39A_S(37) DDX39A_S(40) DDX39A_S(426) DDX39A_T(171),1.0,0.5,4,1,8,1.0,0.0399345045965764,0.2935248757560452
ELOA_S(122) ELOA_S(125) ELOA_S(151) ELOA_S(163) ELOA_S(195) ELOA_S(222) ELOA_S(232) ELOA_S(251) ELOA_S(3) ELOA_S(410) ELOA_S(541) ELOA_S(542) ELOA_S(564) ELOA_T(397) ELOA_T(552) ELOA_T(711),0.8,0.5,4,1,8,1.0,0.0433314990327271,0.3273983129819219
MED29_S(137) MED29_T(139),0.8,0.5,2,1,8,0.6,0.0127536779194773,0.3126015540194509
CCDC14_S(119) CCDC14_S(120) CCDC14_S(308) CCDC14_S(313) CCDC14_S(709) CCDC14_S(751) CCDC14_S(76),1.0,0.5,1,10,8,1.0,0.0136156456014375,0.2819218926923748
TOE1_S(1) TOE1_S(347) TOE1_S(425) TOE1_S(428) TOE1_T(355),1.0,0.5,4,1,8,1.0,0.0270502747898078,0.2941792934597289
DCAF5_S(628) DCAF5_S(638) DCAF5_T(497) DCAF5_T(568) DCAF5_T(630) DCAF5_T(929),1.0,0.5,2,1,8,0.8,0.0089362894677146,0.2442379474927213
HMGA1_S(1) HMGA1_S(102) HMGA1_S(103) HMGA1_S(14) HMGA1_S(2) HMGA1_S(31) HMGA1_S(36) HMGA1_S(4) HMGA1_S(44) HMGA1_S(49) HMGA1_S(5) HMGA1_S(6) HMGA1_S(8) HMGA1_S(9) HMGA1_S(99) HMGA1_T(21) HMGA1_T(30) HMGA1_T(39) HMGA1_T(42) HMGA1_T(53) HMGA1_T(78),0.8,0.5,4,1,8,1.0,0.0443979207258082,0.5898131805117576
AMER1_S(175) AMER1_S(286) AMER1_S(740) AMER1_S(743) AMER1_S(867) AMER1_S(868),1.0,0.5,3,1,8,0.8,0.0131998950953244,0.2056741810404617
FCHO2_C(312) FCHO2_S(307) FCHO2_S(361) FCHO2_S(370) FCHO2_S(387) FCHO2_S(391) FCHO2_S(394) FCHO2_S(400) FCHO2_S(403) FCHO2_S(468) FCHO2_S(478) FCHO2_S(488) FCHO2_S(493) FCHO2_S(496) FCHO2_S(500) FCHO2_S(682) FCHO2_T(408) FCHO2_T(450) FCHO2_T(453) FCHO2_T(495),1.0,0.5,4,5,8,1.0,0.0477301453079574,0.6050125595374869
USO1_S(245) USO1_S(728) USO1_S(851) USO1_S(928) USO1_S(963),0.6,0.5,1,1,4,0.8,0.0104950456516995,-0.0085906372741132
FBXO4_S(12) FBXO4_Y(273),1.0,0.5,4,1,6,0.8,0.0263904488230593,0.3359009622748755
MYG1_S(118) MYG1_S(120) MYG1_S(217),0.8,0.5,2,1,8,0.8,0.0070829796036535,0.2987000850438482
FAM83B_S(417) FAM83B_S(465) FAM83B_S(541) FAM83B_S(571) FAM83B_S(709) FAM83B_S(726) FAM83B_S(762) FAM83B_S(802) FAM83B_S(833) FAM83B_S(834) FAM83B_S(844) FAM83B_S(852) FAM83B_S(865) FAM83B_S(899) FAM83B_S(928) FAM83B_T(344) FAM83B_T(50) FAM83B_T(583) FAM83B_T(681) FAM83B_T(687) FAM83B_T(714) FAM83B_T(866) FAM83B_Y(896),0.8,0.5,4,1,8,1.0,0.0404550034647075,0.0370913796261056
BCAR3_S(293) BCAR3_S(46) BCAR3_T(130) BCAR3_T(50) BCAR3_T(809),0.6,0.5,1,1,8,0.6,0.002861543266628,0.0155520370708265
SEC63_S(488) SEC63_S(593) SEC63_S(597),1.0,0.5,3,1,8,0.6,0.0244641878650717,0.0372154321399564
MYNN_S(289) MYNN_S(531),1.0,0.5,3,10,6,0.8,0.0149131382991278,0.4137685032959269
INO80_S(1490) INO80_S(1511) INO80_S(1512) INO80_S(1516) INO80_S(236) INO80_S(237) INO80_S(240) INO80_S(468) INO80_S(51) INO80_Y(395),1.0,0.5,3,1,6,1.0,0.033950060226837,0.2235934320237821
UBE2E1_S(12) UBE2E1_S(2) UBE2E1_T(2) UBE2E1_T(28),0.8,0.5,4,10,8,1.0,0.0203889356790434,0.2802178150285101
KPNA1_S(95) KPNA1_T(3),1.0,0.5,3,1,8,0.8,0.0169514358327976,0.2518602447805382
PRPF3_S(131) PRPF3_S(133) PRPF3_S(164) PRPF3_S(601) PRPF3_S(603) PRPF3_S(609) PRPF3_S(619) PRPF3_T(167) PRPF3_T(432),1.0,0.5,4,1,8,1.0,0.0572329479244626,0.4159407347800207
KLHL9_S(588) KLHL9_S(603),1.0,0.5,1,1,6,0.6,0.0114123814193185,0.0401996358467271
TONSL_S(719),1.0,0.5,4,1,6,0.8,0.0188516289189025,0.3865157222826356
RAB3IL1_S(164) RAB3IL1_S(168) RAB3IL1_S(169) RAB3IL1_S(179) RAB3IL1_S(180) RAB3IL1_S(194) RAB3IL1_S(215) RAB3IL1_S(25) RAB3IL1_S(35) RAB3IL1_S(68) RAB3IL1_T(163) RAB3IL1_T(164) RAB3IL1_T(165) RAB3IL1_T(181) RAB3IL1_T(212),0.8,0.5,4,5,6,1.0,0.0419391268218008,0.2032695255185619
OSER1_S(114) OSER1_S(125) OSER1_S(82) OSER1_S(84),0.6,0.5,2,1,8,1.0,0.0300342184489569,0.0906179713727329
PPRC1_C(828) PPRC1_C(830) PPRC1_C(836) PPRC1_S(1063) PPRC1_S(1076) PPRC1_S(1411) PPRC1_S(1413) PPRC1_S(237) PPRC1_S(369) PPRC1_S(548) PPRC1_S(651) PPRC1_S(943) PPRC1_S(956) PPRC1_T(844),0.6,0.5,3,1,8,1.0,0.0235338687355443,0.2059493181049959
ATF7IP_M(477) ATF7IP_S(11) ATF7IP_S(113) ATF7IP_S(293) ATF7IP_S(334) ATF7IP_S(429) ATF7IP_S(445) ATF7IP_S(451) ATF7IP_S(470) ATF7IP_S(474) ATF7IP_S(479) ATF7IP_S(496) ATF7IP_S(502) ATF7IP_S(512) ATF7IP_S(518) ATF7IP_S(557) ATF7IP_S(558) ATF7IP_S(57) ATF7IP_S(672) ATF7IP_S(673) ATF7IP_S(849) ATF7IP_S(852) ATF7IP_S(895) ATF7IP_S(899) ATF7IP_T(118) ATF7IP_T(126) ATF7IP_T(727) ATF7IP_T(929),1.0,0.5,4,1,8,1.0,0.0441101980122662,0.4738872906148618
EIF2S1_S(165) EIF2S1_S(52) EIF2S1_S(91) EIF2S1_T(185) EIF2S1_T(276) EIF2S1_Y(150),1.0,0.5,2,1,6,0.8,0.0193577872477863,0.1081977605289831
AARSD1_S(137) AARSD1_S(174) AARSD1_S(184) AARSD1_S(206) AARSD1_S(220) AARSD1_S(257) AARSD1_S(267) AARSD1_S(361) AARSD1_S(409) AARSD1_S(444) AARSD1_S(68) AARSD1_S(69) AARSD1_S(91) AARSD1_T(85),1.0,0.5,1,1,8,0.8,0.0201596633055333,0.0184247699224223
TRPT1_C(239) TRPT1_S(191) TRPT1_S(240) TRPT1_T(237),1.0,0.5,3,1,8,1.0,0.0193191284768791,0.2820058858710157
BBX_S(40) BBX_S(837) BBX_S(842) BBX_S(844) BBX_T(161) BBX_T(468),0.8,0.5,4,5,8,1.0,0.0474826881037342,0.4427846322687241
AGAP3_S(323) AGAP3_S(433) AGAP3_S(443) AGAP3_S(532) AGAP3_S(538) AGAP3_S(541) AGAP3_S(6) AGAP3_T(324) AGAP3_T(326) AGAP3_T(442) AGAP3_T(634),1.0,0.5,4,5,6,1.0,0.0329693604552135,0.3469362698396912
ESF1_S(134) ESF1_S(153) ESF1_S(190) ESF1_S(198) ESF1_S(222) ESF1_S(228) ESF1_S(295) ESF1_S(296) ESF1_S(298) ESF1_S(312) ESF1_S(313) ESF1_S(407) ESF1_S(442) ESF1_S(485) ESF1_S(657) ESF1_S(663) ESF1_S(690) ESF1_S(694) ESF1_S(735) ESF1_S(75) ESF1_S(77) ESF1_S(79) ESF1_S(82) ESF1_S(823) ESF1_T(229) ESF1_T(311) ESF1_T(319) ESF1_T(693),0.6,0.5,4,5,8,1.0,0.0515574650090886,0.3738072777965396
CGN_S(1098) CGN_S(1150) CGN_S(1157) CGN_S(1169) CGN_S(1170) CGN_S(129) CGN_S(131) CGN_S(134) CGN_S(135) CGN_S(137) CGN_S(140) CGN_S(149) CGN_S(152) CGN_S(155) CGN_S(159) CGN_S(162) CGN_S(208) CGN_S(214) CGN_S(22) CGN_S(248) CGN_S(249) CGN_S(252) CGN_S(288) CGN_S(293) CGN_S(321) CGN_S(323) CGN_S(332) CGN_S(338) CGN_S(90) CGN_T(166) CGN_T(28) CGN_T(323),1.0,0.5,4,5,6,1.0,0.0422225144291543,0.414649600275095
GAB2_S(133) GAB2_S(140) GAB2_S(141) GAB2_S(172) GAB2_S(210) GAB2_S(218) GAB2_S(223) GAB2_S(226) GAB2_S(285) GAB2_S(367) GAB2_S(368) GAB2_S(405) GAB2_S(406) GAB2_S(445) GAB2_S(480) GAB2_S(543) GAB2_S(637) GAB2_T(287) GAB2_Y(491),0.8,0.5,4,1,8,1.0,0.036226736476072,0.4007494265059009
KMT2C_C(3755) KMT2C_C(3758) KMT2C_S(111) KMT2C_S(113) KMT2C_S(116) KMT2C_S(119) KMT2C_S(1248) KMT2C_S(1250) KMT2C_S(1251) KMT2C_S(1307) KMT2C_S(1387) KMT2C_S(1435) KMT2C_S(1493) KMT2C_S(1987) KMT2C_S(200) KMT2C_S(2011) KMT2C_S(2302) KMT2C_S(28) KMT2C_S(2807) KMT2C_S(2811) KMT2C_S(2828) KMT2C_S(2831) KMT2C_S(2935) KMT2C_S(2937) KMT2C_S(2946) KMT2C_S(3743) KMT2C_S(3758) KMT2C_S(3800) KMT2C_S(4000) KMT2C_S(4034) KMT2C_S(4258) KMT2C_S(4267) KMT2C_S(4269) KMT2C_S(4300) KMT2C_S(4304) KMT2C_S(4361) KMT2C_S(46) KMT2C_S(836) KMT2C_S(89) KMT2C_T(1219) KMT2C_T(2305) KMT2C_T(2851) KMT2C_T(3693) KMT2C_T(3967) KMT2C_T(3977) KMT2C_T(4272) KMT2C_T(4500),1.0,0.5,4,1,8,0.8,0.0369316925516464,0.3565734549896635
PHF6_S(149) PHF6_S(159) PHF6_S(181) PHF6_S(183) PHF6_S(184) PHF6_S(185) PHF6_S(193) PHF6_S(199) PHF6_S(203) PHF6_S(204) PHF6_T(358),0.6,0.5,3,1,8,1.0,0.0159063718521067,0.1516428199946945
CLIP1_S(1009) CLIP1_S(150) CLIP1_S(180) CLIP1_S(3) CLIP1_S(5) CLIP1_S(510) CLIP1_S(8) CLIP1_T(350),1.0,0.5,4,1,8,1.0,0.0239152447218932,0.3810420867915961
FNTB_S(16) FNTB_S(3),1.0,0.5,4,1,8,0.8,0.0255379940077571,0.3200796396636338
WDR17_S(333) WDR17_T(335),0.8,0.5,2,10,6,1.0,0.0094553571650598,0.3611193814348114
SYTL3_S(185) SYTL3_S(203) SYTL3_S(228) SYTL3_S(231),1.0,0.5,4,5,4,1.0,0.0287447129100092,0.147032641134658
BARD1_S(148) BARD1_S(184) BARD1_S(233) BARD1_S(330) BARD1_S(364) BARD1_S(3765) BARD1_T(292),1.0,0.5,4,1,8,1.0,0.0330968186949244,0.0258788880166863
SRRM1_S(1) SRRM1_S(14) SRRM1_S(18) SRRM1_S(184) SRRM1_S(187) SRRM1_S(209) SRRM1_S(217) SRRM1_S(229) SRRM1_S(234) SRRM1_S(240) SRRM1_S(242) SRRM1_S(278) SRRM1_S(280) SRRM1_S(282) SRRM1_S(284) SRRM1_S(290) SRRM1_S(292) SRRM1_S(3) SRRM1_S(310) SRRM1_S(376) SRRM1_S(384) SRRM1_S(388) SRRM1_S(391) SRRM1_S(397) SRRM1_S(4) SRRM1_S(409) SRRM1_S(410) SRRM1_S(412) SRRM1_S(414) SRRM1_S(421) SRRM1_S(427) SRRM1_S(436) SRRM1_S(448) SRRM1_S(459) SRRM1_S(473) SRRM1_S(476) SRRM1_S(478) SRRM1_S(5) SRRM1_S(500) SRRM1_S(501) SRRM1_S(502) SRRM1_S(519) SRRM1_S(521) SRRM1_S(523) SRRM1_S(524) SRRM1_S(526) SRRM1_S(528) SRRM1_S(530) SRRM1_S(532) SRRM1_S(541) SRRM1_S(548) SRRM1_S(557) SRRM1_S(558) SRRM1_S(559) SRRM1_S(560) SRRM1_S(572) SRRM1_S(574) SRRM1_S(579) SRRM1_S(595) SRRM1_S(603) SRRM1_S(606) SRRM1_S(617) SRRM1_S(624) SRRM1_S(625) SRRM1_S(633) SRRM1_S(635) SRRM1_S(637) SRRM1_S(640) SRRM1_S(647) SRRM1_S(648) SRRM1_S(650) SRRM1_S(654) SRRM1_S(658) SRRM1_S(662) SRRM1_S(665) SRRM1_S(667) SRRM1_S(669) SRRM1_S(670) SRRM1_S(683) SRRM1_S(684) SRRM1_S(685) SRRM1_S(687) SRRM1_S(692) SRRM1_S(694) SRRM1_S(695) SRRM1_S(7) SRRM1_S(705) SRRM1_S(706) SRRM1_S(707) SRRM1_S(710) SRRM1_S(713) SRRM1_S(715) SRRM1_S(716) SRRM1_S(717) SRRM1_S(722) SRRM1_S(724) SRRM1_S(726) SRRM1_S(737) SRRM1_S(739) SRRM1_S(747) SRRM1_S(748) SRRM1_S(754) SRRM1_S(755) SRRM1_S(762) SRRM1_S(767) SRRM1_S(773) SRRM1_S(777) SRRM1_S(782) SRRM1_S(791) SRRM1_S(797) SRRM1_S(802) SRRM1_S(803) SRRM1_S(809) SRRM1_S(814) SRRM1_S(870) SRRM1_S(910) SRRM1_T(216) SRRM1_T(219) SRRM1_T(241) SRRM1_T(3) SRRM1_T(398) SRRM1_T(4) SRRM1_T(401) SRRM1_T(411) SRRM1_T(416) SRRM1_T(430) SRRM1_T(580) SRRM1_T(583) SRRM1_T(593) SRRM1_T(623) SRRM1_T(626) SRRM1_T(628) SRRM1_T(670) SRRM1_T(702) SRRM1_T(718) SRRM1_T(737) SRRM1_T(739) SRRM1_T(778) SRRM1_T(793) SRRM1_T(805) SRRM1_T(846) SRRM1_T(858) SRRM1_Y(596) SRRM1_Y(604) SRRM1_Y(616),0.8,0.5,4,1,8,1.0,0.0229820548873403,0.7851415858868923
INTS1_S(104) INTS1_S(106) INTS1_S(1142) INTS1_S(13) INTS1_S(1318) INTS1_S(1325) INTS1_S(1326) INTS1_S(1327) INTS1_S(1395) INTS1_S(2) INTS1_S(209) INTS1_S(3) INTS1_S(307) INTS1_S(315) INTS1_S(4) INTS1_S(435) INTS1_S(82) INTS1_S(9) INTS1_T(1319) INTS1_T(211) INTS1_T(79) INTS1_T(83),1.0,0.5,4,1,8,1.0,0.0458930545973635,0.3225050214316686
TTN_S(10321) TTN_S(10638) TTN_S(1068) TTN_S(10950) TTN_S(11174) TTN_S(1131) TTN_S(11498) TTN_S(11597) TTN_S(12009) TTN_S(12022) TTN_S(12902) TTN_S(13042) TTN_S(13232) TTN_S(13663) TTN_S(1409) TTN_S(14094) TTN_S(1411) TTN_S(1423) TTN_S(14361) TTN_S(14541) TTN_S(14543) TTN_S(14559) TTN_S(14991) TTN_S(15043) TTN_S(15124) TTN_S(15161) TTN_S(15250) TTN_S(15251) TTN_S(15609) TTN_S(15869) TTN_S(15874) TTN_S(15889) TTN_S(16904) TTN_S(17009) TTN_S(17057) TTN_S(17323) TTN_S(17327) TTN_S(17522) TTN_S(1799) TTN_S(18489) TTN_S(18957) TTN_S(2) TTN_S(20359) TTN_S(20702) TTN_S(2074) TTN_S(20830) TTN_S(21276) TTN_S(21743) TTN_S(21931) TTN_S(22186) TTN_S(22456) TTN_S(22674) TTN_S(23149) TTN_S(2363) TTN_S(23958) TTN_S(2444) TTN_S(24469) TTN_S(25112) TTN_S(2575) TTN_S(2576) TTN_S(25805) TTN_S(25806) TTN_S(25808) TTN_S(26176) TTN_S(263) TTN_S(265) TTN_S(26576) TTN_S(26881) TTN_S(270) TTN_S(2749) TTN_S(27752) TTN_S(2831) TTN_S(28739) TTN_S(29666) TTN_S(30091) TTN_S(30181) TTN_S(31631) TTN_S(32770) TTN_S(33000) TTN_S(33009) TTN_S(33011) TTN_S(33013) TTN_S(33018) TTN_S(33071) TTN_S(33201) TTN_S(33203) TTN_S(33235) TTN_S(33245) TTN_S(33247) TTN_S(33250) TTN_S(33251) TTN_S(33602) TTN_S(33608) TTN_S(33624) TTN_S(33803) TTN_S(33976) TTN_S(34855) TTN_S(34876) TTN_S(35092) TTN_S(35236) TTN_S(35243) TTN_S(35249) TTN_S(35255) TTN_S(35259) TTN_S(35265) TTN_S(35469) TTN_S(35824) TTN_S(35907) TTN_S(3918) TTN_S(4844) TTN_S(5458) TTN_S(5867) TTN_S(5933) TTN_S(6728) TTN_S(6991) TTN_S(7514) TTN_S(7633) TTN_S(7930) TTN_S(819) TTN_S(8214) TTN_S(8576) TTN_S(8593) TTN_S(8594) TTN_S(8743) TTN_S(9) TTN_S(9122) TTN_S(9510) TTN_S(9860) TTN_S(9876) TTN_S(9895) TTN_S(9944) TTN_T(10215) TTN_T(1067) TTN_T(12) TTN_T(13561) TTN_T(13610) TTN_T(15158) TTN_T(15610) TTN_T(15872) TTN_T(15922) TTN_T(16408) TTN_T(16850) TTN_T(18897) TTN_T(20) TTN_T(20946) TTN_T(21233) TTN_T(21549) TTN_T(21770) TTN_T(23028) TTN_T(23152) TTN_T(24038) TTN_T(24657) TTN_T(25957) TTN_T(26575) TTN_T(26580) TTN_T(267) TTN_T(27971) TTN_T(28002) TTN_T(29646) TTN_T(29792) TTN_T(30934) TTN_T(31339) TTN_T(31968) TTN_T(31971) TTN_T(32998) TTN_T(33205) TTN_T(33231) TTN_T(33237) TTN_T(34878) TTN_T(34970) TTN_T(35272) TTN_T(35274) TTN_T(35844) TTN_T(449) TTN_T(5) TTN_T(811) TTN_T(817) TTN_Y(13977) TTN_Y(17132) TTN_Y(21235) TTN_Y(27107) TTN_Y(28531) TTN_Y(28690) TTN_Y(29614) TTN_Y(34847),1.0,0.5,4,1,2,1.0,0.0315115211733822,0.058187726463613
CIAPIN1_S(180) CIAPIN1_S(182) CIAPIN1_S(183) CIAPIN1_S(185) CIAPIN1_S(259) CIAPIN1_S(294) CIAPIN1_S(4) CIAPIN1_T(123),1.0,0.5,4,1,8,1.0,0.0418432740523613,0.2549497972542083
BIRC6_S(1248) BIRC6_S(157) BIRC6_S(2221) BIRC6_S(2222) BIRC6_S(2953) BIRC6_S(2955) BIRC6_S(3) BIRC6_S(3289) BIRC6_S(3591) BIRC6_S(3792) BIRC6_S(3937) BIRC6_S(3949) BIRC6_S(4023) BIRC6_S(426) BIRC6_S(452) BIRC6_S(460) BIRC6_S(462) BIRC6_S(463) BIRC6_S(464) BIRC6_S(473) BIRC6_S(480) BIRC6_S(482) BIRC6_S(483) BIRC6_S(486) BIRC6_S(490) BIRC6_S(547) BIRC6_S(577) BIRC6_S(581) BIRC6_S(590) BIRC6_S(620) BIRC6_T(3931) BIRC6_T(453) BIRC6_T(492) BIRC6_T(545) BIRC6_T(580) BIRC6_Y(3912) BIRC6_Y(4489),0.8,0.5,4,5,8,1.0,0.0540721488156149,0.3781947938849873
CDC73_S(178) CDC73_S(212) CDC73_T(319) CDC73_Y(315),0.6,0.5,1,1,8,0.6,0.0133838370143156,-0.0063887602087364
C2CD2_S(286) C2CD2_S(356) C2CD2_S(433) C2CD2_S(435) C2CD2_S(441) C2CD2_S(492) C2CD2_S(494) C2CD2_S(510) C2CD2_S(511) C2CD2_S(581) C2CD2_S(649) C2CD2_T(445),0.6,0.5,4,1,8,0.8,0.0273298228835356,0.287264612515613
ARHGEF26_S(222) ARHGEF26_S(323) ARHGEF26_S(329) ARHGEF26_S(340) ARHGEF26_S(356) ARHGEF26_S(392) ARHGEF26_S(403) ARHGEF26_S(422) ARHGEF26_S(80) ARHGEF26_S(98),1.0,0.5,3,1,8,1.0,0.0354405008450172,0.3346735719281374
NFE2L2_S(192) NFE2L2_S(215) NFE2L2_S(410) NFE2L2_S(433),0.6,0.5,2,1,8,1.0,0.0164432785477033,0.2296430631570062
NUP210_S(1852) NUP210_S(1856) NUP210_S(1863) NUP210_S(1886) NUP210_Y(1268),0.6,0.5,1,1,8,0.8,0.0115115505283188,0.0292573794296465
FHL3_S(1) FHL3_S(238) FHL3_S(3) FHL3_T(193),1.0,0.5,2,1,6,0.6,0.0403204451620857,0.1136539305440558
