TargetFeature,colsample_bytree,gamma,max_depth,min_child_weight,n_estimators,subsample,mean_mse,mean_r2
CLUAP1_S(208) CLUAP1_S(409) CLUAP1_S(428),0.8,0.5,4,10,6,1.0,0.025796393019006,0.4392973522772091
ARAP2_S(147) ARAP2_S(1632) ARAP2_S(262) ARAP2_S(281) ARAP2_S(52) ARAP2_S(932) ARAP2_T(1574) ARAP2_Y(77),0.8,0.5,4,1,4,1.0,0.02640070066832,0.0762880779508554
UBR4_S(168) UBR4_S(1738) UBR4_S(174) UBR4_S(1752) UBR4_S(1763) UBR4_S(1773) UBR4_S(2715) UBR4_S(2718) UBR4_S(2726) UBR4_S(2729) UBR4_S(2733) UBR4_S(2755) UBR4_S(2861) UBR4_S(2868) UBR4_S(2889) UBR4_S(2952) UBR4_S(362) UBR4_S(365) UBR4_S(3860) UBR4_S(5) UBR4_T(1731) UBR4_T(18) UBR4_T(2715) UBR4_T(2726) UBR4_T(2735) UBR4_T(2860) UBR4_T(360) UBR4_T(363) UBR4_T(3852),1.0,0.5,4,1,8,1.0,0.021960876772333,0.7135979693482248
ARID4B_S(1007) ARID4B_S(1029) ARID4B_S(1066) ARID4B_S(1073) ARID4B_S(1145) ARID4B_S(1152) ARID4B_S(1153) ARID4B_S(1170) ARID4B_S(1190) ARID4B_S(291) ARID4B_S(295) ARID4B_S(483) ARID4B_S(666) ARID4B_S(672) ARID4B_S(678) ARID4B_S(690) ARID4B_S(704) ARID4B_S(810) ARID4B_S(813) ARID4B_S(833) ARID4B_S(844) ARID4B_S(912) ARID4B_T(1022) ARID4B_T(1026) ARID4B_T(707) ARID4B_T(793) ARID4B_T(936),0.8,0.5,4,5,8,1.0,0.0243097190486048,0.4855173653656912
CAMK4_S(341) CAMK4_S(345) CAMK4_S(348) CAMK4_S(352) CAMK4_S(356) CAMK4_S(360) CAMK4_S(457),1.0,0.5,4,1,8,1.0,0.0319084690026042,0.4696376792560662
PRKAB1_M(40) PRKAB1_S(170) PRKAB1_S(24) PRKAB1_S(375) PRKAB1_S(40) PRKAB1_S(49) PRKAB1_S(5) PRKAB1_S(96) PRKAB1_T(106) PRKAB1_T(19),1.0,0.5,4,10,8,1.0,0.0269629453725182,0.5260692861548579
RALGAPB_M(373) RALGAPB_M(379) RALGAPB_S(1129) RALGAPB_S(1300) RALGAPB_S(1449) RALGAPB_S(1451) RALGAPB_S(1453) RALGAPB_S(242) RALGAPB_S(414) RALGAPB_S(417) RALGAPB_S(720) RALGAPB_S(729) RALGAPB_S(921) RALGAPB_T(1131) RALGAPB_T(207) RALGAPB_T(363) RALGAPB_T(379) RALGAPB_T(562) RALGAPB_T(734) RALGAPB_T(99) RALGAPB_Y(1452),1.0,0.5,4,1,8,1.0,0.0318797542141855,0.4275172361824035
EIF4B_S(15) EIF4B_S(183) EIF4B_S(219) EIF4B_S(230) EIF4B_S(263) EIF4B_S(309) EIF4B_S(354) EIF4B_S(418) EIF4B_S(419) EIF4B_S(486) EIF4B_S(494) EIF4B_S(518) EIF4B_S(592) EIF4B_S(6) EIF4B_T(219) EIF4B_T(341),1.0,0.5,4,1,4,1.0,0.0161547320665144,0.4030703960894512
MBD1_S(198) MBD1_S(248) MBD1_S(262) MBD1_S(282) MBD1_S(295) MBD1_S(297) MBD1_S(37) MBD1_S(388) MBD1_S(391) MBD1_S(393) MBD1_Y(403),0.8,0.5,4,1,8,1.0,0.0287562519944582,0.7139876570247123
PACSIN3_S(10) PACSIN3_S(178) PACSIN3_S(181) PACSIN3_S(22) PACSIN3_S(276) PACSIN3_S(315) PACSIN3_S(318) PACSIN3_S(319) PACSIN3_S(327) PACSIN3_S(332) PACSIN3_S(341) PACSIN3_S(344) PACSIN3_S(354) PACSIN3_S(355) PACSIN3_S(358) PACSIN3_S(383) PACSIN3_S(4) PACSIN3_T(18) PACSIN3_T(324) PACSIN3_T(325) PACSIN3_T(331) PACSIN3_T(347) PACSIN3_T(76),1.0,0.5,4,5,8,1.0,0.0370868915152486,0.6362960854041176
TNK2_S(119) TNK2_S(36) TNK2_S(756) TNK2_S(760) TNK2_S(785) TNK2_S(800) TNK2_S(817) TNK2_T(119) TNK2_T(33) TNK2_Y(209) TNK2_Y(284) TNK2_Y(316) TNK2_Y(518) TNK2_Y(826) TNK2_Y(827) TNK2_Y(859),1.0,0.5,4,5,8,1.0,0.0209293480334155,0.5721265690516291
UTP11_S(235) UTP11_S(241) UTP11_T(238) UTP11_T(90),0.8,0.5,4,10,8,1.0,0.0407997581872198,0.2550356368168353
PATJ_S(1111) PATJ_S(1212) PATJ_S(1365) PATJ_S(1372) PATJ_S(1658) PATJ_S(1661) PATJ_S(459) PATJ_S(522) PATJ_S(645) PATJ_S(806) PATJ_S(932) PATJ_T(1177) PATJ_T(1209) PATJ_T(1480) PATJ_T(1508) PATJ_T(335) PATJ_T(454) PATJ_T(458) PATJ_T(858) PATJ_Y(1017) PATJ_Y(783) PATJ_Y(820),1.0,0.5,4,1,8,1.0,0.0356570552575642,0.5663779948206457
ATN1_S(103) ATN1_S(168) ATN1_S(30) ATN1_S(642) ATN1_S(656) ATN1_S(677) ATN1_T(666) ATN1_T(676),1.0,0.5,4,1,4,1.0,0.043621885057603,0.2590496305655571
C16orf74_S(16) C16orf74_T(32) C16orf74_T(44) C16orf74_T(46),1.0,0.5,3,1,4,1.0,0.0385394929901899,0.1463260961728676
TMCC1_S(120) TMCC1_S(134) TMCC1_S(2) TMCC1_S(20) TMCC1_S(203) TMCC1_S(213) TMCC1_S(235) TMCC1_S(268) TMCC1_S(299) TMCC1_S(300) TMCC1_S(378) TMCC1_S(382) TMCC1_S(392) TMCC1_S(403) TMCC1_S(414) TMCC1_S(475) TMCC1_S(479) TMCC1_S(58) TMCC1_S(89) TMCC1_S(90),0.8,0.5,4,1,8,1.0,0.0316671028051989,0.767038056032735
CSPP1_S(1142) CSPP1_S(586) CSPP1_S(866) CSPP1_S(901) CSPP1_S(904),1.0,0.5,4,1,8,0.8,0.0114439663777224,0.404202464744937
VAT1_S(18) VAT1_S(2) VAT1_S(44),1.0,0.5,4,1,8,1.0,0.0234711285516327,0.4034402808254366
CDC37_S(120) CDC37_S(13) CDC37_S(140) CDC37_S(377) CDC37_S(5) CDC37_T(19) CDC37_T(370),1.0,0.5,3,5,8,0.8,0.0411031212059766,0.389073787022589
AHCTF1_C(528) AHCTF1_S(1033) AHCTF1_S(1081) AHCTF1_S(1141) AHCTF1_S(1142) AHCTF1_S(1150) AHCTF1_S(1155) AHCTF1_S(1158) AHCTF1_S(1160) AHCTF1_S(1177) AHCTF1_S(1208) AHCTF1_S(1209) AHCTF1_S(1214) AHCTF1_S(1216) AHCTF1_S(1218) AHCTF1_S(1222) AHCTF1_S(1227) AHCTF1_S(1232) AHCTF1_S(1252) AHCTF1_S(1256) AHCTF1_S(1260) AHCTF1_S(1267) AHCTF1_S(1273) AHCTF1_S(1283) AHCTF1_S(1285) AHCTF1_S(1286) AHCTF1_S(1295) AHCTF1_S(1297) AHCTF1_S(1318) AHCTF1_S(1321) AHCTF1_S(1332) AHCTF1_S(1335) AHCTF1_S(14) AHCTF1_S(1402) AHCTF1_S(1513) AHCTF1_S(1533) AHCTF1_S(1541) AHCTF1_S(1548) AHCTF1_S(1568) AHCTF1_S(1571) AHCTF1_S(1576) AHCTF1_S(1647) AHCTF1_S(1729) AHCTF1_S(1878) AHCTF1_S(1884) AHCTF1_S(1892) AHCTF1_S(1898) AHCTF1_S(1900) AHCTF1_S(1908) AHCTF1_S(1933) AHCTF1_S(1939) AHCTF1_S(1944) AHCTF1_S(1960) AHCTF1_S(1979) AHCTF1_S(1982) AHCTF1_S(1984) AHCTF1_S(1996) AHCTF1_S(2) AHCTF1_S(2031) AHCTF1_S(2043) AHCTF1_S(2063) AHCTF1_S(2083) AHCTF1_S(2111) AHCTF1_S(2120) AHCTF1_S(2123) AHCTF1_S(2176) AHCTF1_S(2181) AHCTF1_S(2222) AHCTF1_S(2226) AHCTF1_S(2260) AHCTF1_S(5) AHCTF1_S(509) AHCTF1_S(528) AHCTF1_T(1105) AHCTF1_T(1175) AHCTF1_T(1206) AHCTF1_T(1210) AHCTF1_T(1251) AHCTF1_T(1257) AHCTF1_T(1276) AHCTF1_T(1369) AHCTF1_T(1764) AHCTF1_T(1808) AHCTF1_T(2087) AHCTF1_Y(1546) AHCTF1_Y(1790),1.0,0.5,4,1,8,1.0,0.0303787592506426,0.7393777108461658
ZRSR2_S(384),1.0,0.5,4,1,8,0.8,0.0404916375561195,0.2288124820175422
IRS2_S(1101) IRS2_S(1103) IRS2_S(1181) IRS2_S(1185) IRS2_S(307) IRS2_S(366) IRS2_S(381) IRS2_S(389) IRS2_S(392) IRS2_S(406) IRS2_S(515) IRS2_S(518) IRS2_S(550) IRS2_S(562) IRS2_S(592) IRS2_S(609) IRS2_S(621) IRS2_S(622) IRS2_S(672) IRS2_S(682) IRS2_S(683) IRS2_S(730) IRS2_S(733) IRS2_S(827) IRS2_S(844) IRS2_S(916) IRS2_S(978) IRS2_T(1102) IRS2_T(1157) IRS2_T(1159) IRS2_T(1202) IRS2_T(346) IRS2_T(404) IRS2_T(527) IRS2_T(528) IRS2_T(560) IRS2_T(580) IRS2_T(873) IRS2_Y(675) IRS2_Y(919),0.8,0.5,4,1,8,1.0,0.0298813329224581,0.1325295646693754
RSBN1_S(104) RSBN1_S(33) RSBN1_S(506) RSBN1_S(547) RSBN1_S(554) RSBN1_S(8) RSBN1_S(81) RSBN1_S(92),0.6,0.5,4,1,8,1.0,0.0253947981772211,0.4108294267523302
NIBAN2_S(11) NIBAN2_S(473) NIBAN2_S(611) NIBAN2_S(624) NIBAN2_S(633) NIBAN2_S(638) NIBAN2_S(641) NIBAN2_S(646) NIBAN2_S(652) NIBAN2_S(654) NIBAN2_S(668) NIBAN2_S(678) NIBAN2_S(681) NIBAN2_S(691) NIBAN2_T(651),0.8,0.5,4,5,8,1.0,0.0290008179650834,0.7280320404967643
PITPNM2_S(1277) PITPNM2_S(316) PITPNM2_S(319) PITPNM2_S(321) PITPNM2_S(324) PITPNM2_S(365) PITPNM2_S(368) PITPNM2_S(377) PITPNM2_S(399) PITPNM2_S(400) PITPNM2_S(644) PITPNM2_S(872) PITPNM2_S(880) PITPNM2_T(702) PITPNM2_Y(17) PITPNM2_Y(23),1.0,0.5,2,1,8,0.8,0.0253438062796566,0.0771834037310319
THOC2_C(1520) THOC2_S(1104) THOC2_S(1215) THOC2_S(1219) THOC2_S(1222) THOC2_S(1278) THOC2_S(1302) THOC2_S(1364) THOC2_S(1384) THOC2_S(1388) THOC2_S(1390) THOC2_S(1393) THOC2_S(1398) THOC2_S(1411) THOC2_S(1417) THOC2_S(1419) THOC2_S(1422) THOC2_S(1450) THOC2_S(1463) THOC2_S(1486) THOC2_S(1513) THOC2_S(1514) THOC2_S(1516) THOC2_S(1518) THOC2_S(1520) THOC2_S(1576) THOC2_S(319) THOC2_S(407) THOC2_S(5) THOC2_S(6) THOC2_S(7) THOC2_S(9) THOC2_T(1174) THOC2_T(1215) THOC2_T(1282) THOC2_T(1284) THOC2_T(1285) THOC2_T(1288) THOC2_T(1289) THOC2_T(1328) THOC2_T(1384) THOC2_T(1385) THOC2_T(1443) THOC2_T(692) THOC2_T(696) THOC2_Y(1439),1.0,0.5,4,1,8,1.0,0.0248766166882009,0.7794573189434093
STX4_S(108) STX4_S(169) STX4_S(208) STX4_S(36) STX4_Y(115) STX4_Y(251),0.6,0.5,4,10,8,1.0,0.0257158739979586,0.3348246570976471
COMT_S(217) COMT_S(267),0.8,0.5,4,1,8,1.0,0.0281603287093336,0.4810412115330632
CCDC25_M(197) CCDC25_S(136) CCDC25_S(204) CCDC25_S(208),0.6,0.5,4,10,8,1.0,0.0259308699370577,0.3054315267346376
HNRNPAB_S(242) HNRNPAB_S(243) HNRNPAB_S(256) HNRNPAB_S(81) HNRNPAB_T(178) HNRNPAB_T(99) HNRNPAB_Y(282),1.0,0.5,4,1,8,1.0,0.021550136046758,0.6027963879673928
ATF7_S(116) ATF7_S(117) ATF7_S(125) ATF7_S(247) ATF7_S(73) ATF7_T(148) ATF7_T(337) ATF7_T(475) ATF7_T(55) ATF7_T(6),0.8,0.5,2,10,6,1.0,0.0115161406958058,0.3119202572435359
MET_S(1004) MET_S(3) MET_S(985) MET_S(987) MET_S(988) MET_S(990) MET_T(3) MET_T(977),1.0,0.5,4,1,8,1.0,0.0225133284176413,0.3768406290436575
LTV1_S(233) LTV1_S(248) LTV1_S(28) LTV1_S(331) LTV1_S(352) LTV1_S(355) LTV1_S(358) LTV1_T(356) LTV1_Y(243),0.8,0.5,4,1,6,1.0,0.027020296841333,0.4112015986067607
AGL_S(1342) AGL_S(169) AGL_S(669) AGL_S(841) AGL_T(1185) AGL_T(193) AGL_T(45) AGL_Y(567) AGL_Y(584),0.6,0.5,1,1,2,1.0,0.0110017368235335,-0.0047988898170687
PSEN1_S(1) PSEN1_S(274) PSEN1_S(275) PSEN1_S(332) PSEN1_S(333) PSEN1_S(334) PSEN1_S(357) PSEN1_S(358) PSEN1_S(363) PSEN1_S(365) PSEN1_S(366) PSEN1_S(367) PSEN1_S(43) PSEN1_S(51) PSEN1_S(59) PSEN1_T(354),1.0,0.5,4,1,8,0.8,0.0305683315535099,0.5766593469094952
PHIP_S(107) PHIP_S(122) PHIP_S(1222) PHIP_S(1243) PHIP_S(1281) PHIP_S(1283) PHIP_S(1296) PHIP_S(1312) PHIP_S(1315) PHIP_S(1377) PHIP_S(142) PHIP_S(1449) PHIP_S(1457) PHIP_S(1508) PHIP_S(1525) PHIP_S(1548) PHIP_S(1565) PHIP_S(1644) PHIP_S(1651) PHIP_S(1734) PHIP_S(1762) PHIP_S(1773) PHIP_S(1774) PHIP_S(1783) PHIP_S(1796) PHIP_S(679) PHIP_S(683) PHIP_S(692) PHIP_S(816) PHIP_S(817) PHIP_S(818) PHIP_S(819) PHIP_S(879) PHIP_S(880) PHIP_S(881) PHIP_S(911) PHIP_T(1359) PHIP_T(1480),0.8,0.5,4,10,8,1.0,0.0491938252608968,0.5818804015630535
PAXX_C(10) PAXX_S(134) PAXX_S(138) PAXX_S(148) PAXX_S(152) PAXX_S(192) PAXX_S(9) PAXX_T(145),0.8,0.5,4,1,8,1.0,0.0586298415702024,0.4646800516116176
NEXN_S(104) NEXN_S(11) NEXN_S(16) NEXN_S(160) NEXN_S(162) NEXN_S(179) NEXN_S(218) NEXN_S(226) NEXN_S(241) NEXN_S(293) NEXN_S(3) NEXN_S(301) NEXN_S(343) NEXN_S(351) NEXN_S(357) NEXN_S(362) NEXN_S(365) NEXN_S(4) NEXN_S(442) NEXN_S(5) NEXN_S(500) NEXN_S(505) NEXN_S(564) NEXN_S(569) NEXN_S(75) NEXN_S(8) NEXN_S(96) NEXN_S(98) NEXN_T(306) NEXN_T(356) NEXN_T(362) NEXN_T(370) NEXN_T(92) NEXN_Y(417),1.0,0.5,4,1,8,1.0,0.0280354168885395,0.7258749502684394
ABCA2_S(1238) ABCA2_S(1322) ABCA2_S(1327) ABCA2_S(1331) ABCA2_S(1351) ABCA2_S(2381) ABCA2_T(2411) ABCA2_T(2412),1.0,0.5,3,5,8,1.0,0.0252044276030483,0.255114028565125
GTPBP4_S(442) GTPBP4_S(531) GTPBP4_S(578),1.0,0.5,4,1,8,1.0,0.0335797312567062,0.5842881320693477
OTUD4_C(905) OTUD4_S(1005) OTUD4_S(1006) OTUD4_S(1022) OTUD4_S(1023) OTUD4_S(1024) OTUD4_S(1030) OTUD4_S(1031) OTUD4_S(1048) OTUD4_S(1049) OTUD4_S(199) OTUD4_S(3) OTUD4_S(350) OTUD4_S(377) OTUD4_S(416) OTUD4_S(429) OTUD4_S(436) OTUD4_S(442) OTUD4_S(443) OTUD4_S(480) OTUD4_S(540) OTUD4_S(545) OTUD4_S(546) OTUD4_S(548) OTUD4_S(557) OTUD4_S(6) OTUD4_S(827) OTUD4_S(839) OTUD4_S(841) OTUD4_S(892) OTUD4_S(893) OTUD4_S(905) OTUD4_S(940) OTUD4_S(957) OTUD4_S(958) OTUD4_S(983) OTUD4_T(413) OTUD4_Y(541),0.8,0.5,4,1,8,0.8,0.0271646985920318,0.7762387278103681
IFIT3_S(203) IFIT3_S(318) IFIT3_S(478) IFIT3_S(8),0.6,0.5,3,1,8,1.0,0.0272890231245889,-0.0083379819558558
INPP5F_S(1069) INPP5F_S(123) INPP5F_S(827) INPP5F_S(829) INPP5F_S(878) INPP5F_S(909) INPP5F_S(935) INPP5F_S(940) INPP5F_S(942) INPP5F_T(950) INPP5F_Y(341),1.0,0.5,4,5,8,1.0,0.0233422631579819,0.7490616894806839
TTC7A_S(182) TTC7A_S(647) TTC7A_S(672) TTC7A_S(697) TTC7A_T(644),0.8,0.5,4,1,8,1.0,0.0270577378549415,0.7384997359519996
ZBTB21_C(983) ZBTB21_S(1003) ZBTB21_S(1008) ZBTB21_S(177) ZBTB21_S(202) ZBTB21_S(345) ZBTB21_S(346) ZBTB21_S(409) ZBTB21_S(411) ZBTB21_S(413) ZBTB21_S(418) ZBTB21_S(422) ZBTB21_S(434) ZBTB21_S(435) ZBTB21_S(516) ZBTB21_S(714) ZBTB21_S(981) ZBTB21_S(983) ZBTB21_T(1005),1.0,0.5,4,1,8,1.0,0.0359531811638776,0.7347941115397161
PLIN3_S(138) PLIN3_S(148) PLIN3_S(175) PLIN3_S(187) PLIN3_S(229) PLIN3_S(243) PLIN3_S(37) PLIN3_T(191) PLIN3_T(216) PLIN3_Y(46),1.0,0.5,4,1,8,1.0,0.0193598618789203,0.3254570609570687
ARFGAP3_C(143) ARFGAP3_S(143) ARFGAP3_S(168) ARFGAP3_S(2) ARFGAP3_S(212) ARFGAP3_S(231) ARFGAP3_S(270) ARFGAP3_S(274) ARFGAP3_S(287) ARFGAP3_S(331) ARFGAP3_S(367) ARFGAP3_S(370) ARFGAP3_S(407) ARFGAP3_S(419) ARFGAP3_S(451) ARFGAP3_S(453) ARFGAP3_S(455) ARFGAP3_S(458) ARFGAP3_Y(364),1.0,0.5,4,1,6,1.0,0.0329587418658492,0.4363514771321881
AKAP12_S(1251) AKAP12_S(1259) AKAP12_S(1287) AKAP12_S(1295) AKAP12_S(13) AKAP12_S(1328) AKAP12_S(1387) AKAP12_S(1407) AKAP12_S(1497) AKAP12_S(1569) AKAP12_S(1587) AKAP12_S(1674) AKAP12_S(1691) AKAP12_S(178) AKAP12_S(219) AKAP12_S(22) AKAP12_S(248) AKAP12_S(253) AKAP12_S(280) AKAP12_S(294) AKAP12_S(3) AKAP12_S(347) AKAP12_S(353) AKAP12_S(364) AKAP12_S(376) AKAP12_S(381) AKAP12_S(388) AKAP12_S(399) AKAP12_S(4) AKAP12_S(400) AKAP12_S(441) AKAP12_S(493) AKAP12_S(5) AKAP12_S(507) AKAP12_S(514) AKAP12_S(537) AKAP12_S(544) AKAP12_S(555) AKAP12_S(612) AKAP12_S(644) AKAP12_S(648) AKAP12_S(696) AKAP12_S(697) AKAP12_S(698) AKAP12_S(701) AKAP12_S(732) AKAP12_S(780) AKAP12_S(783) AKAP12_S(787) AKAP12_S(8) AKAP12_S(806) AKAP12_S(841) AKAP12_S(96) AKAP12_T(1443) AKAP12_T(1760) AKAP12_T(418) AKAP12_T(469) AKAP12_T(521) AKAP12_T(6) AKAP12_T(608) AKAP12_T(642) AKAP12_T(646),1.0,0.5,4,1,8,1.0,0.0256312660586949,0.6880227928207261
MAPK8IP3_S(148) MAPK8IP3_S(155) MAPK8IP3_S(361) MAPK8IP3_S(364) MAPK8IP3_S(365) MAPK8IP3_S(4) MAPK8IP3_S(579) MAPK8IP3_S(584) MAPK8IP3_S(585) MAPK8IP3_S(602) MAPK8IP3_S(676) MAPK8IP3_T(1190) MAPK8IP3_T(206) MAPK8IP3_T(362) MAPK8IP3_T(367) MAPK8IP3_Y(143),0.6,0.5,4,1,8,1.0,0.0330297390403024,0.4592963576821061
WDR44_S(15) WDR44_S(161) WDR44_S(162) WDR44_S(199) WDR44_S(259) WDR44_S(342) WDR44_S(344) WDR44_S(346) WDR44_S(397) WDR44_S(403) WDR44_S(470) WDR44_S(5) WDR44_S(50) WDR44_S(553) WDR44_S(559) WDR44_S(563) WDR44_S(565) WDR44_S(568) WDR44_S(582) WDR44_S(87) WDR44_S(96) WDR44_T(158) WDR44_T(163) WDR44_T(349) WDR44_T(7) WDR44_T(872) WDR44_T(94) WDR44_Y(11) WDR44_Y(446),0.6,0.5,4,5,8,1.0,0.039685503318578,0.7084798587851366
YEATS2_S(1354) YEATS2_S(157) YEATS2_S(403) YEATS2_S(435) YEATS2_S(446) YEATS2_S(460) YEATS2_S(463) YEATS2_S(464) YEATS2_S(468) YEATS2_S(471) YEATS2_S(481) YEATS2_S(523) YEATS2_S(545) YEATS2_S(575) YEATS2_S(868) YEATS2_T(1009) YEATS2_T(469) YEATS2_T(480) YEATS2_T(482) YEATS2_T(514) YEATS2_T(534),0.6,0.5,4,10,8,1.0,0.0264730135714391,0.428944322560599
ACTN2_S(10) ACTN2_S(109) ACTN2_S(12) ACTN2_S(13) ACTN2_S(179) ACTN2_S(2) ACTN2_S(201) ACTN2_S(3) ACTN2_S(369) ACTN2_S(4) ACTN2_S(431) ACTN2_S(433) ACTN2_S(553) ACTN2_S(574) ACTN2_S(588) ACTN2_S(595) ACTN2_S(6) ACTN2_S(624) ACTN2_S(7) ACTN2_S(834) ACTN2_S(840) ACTN2_S(892) ACTN2_S(9) ACTN2_T(1) ACTN2_T(10) ACTN2_T(11) ACTN2_T(17) ACTN2_T(178) ACTN2_T(3) ACTN2_T(412) ACTN2_T(415) ACTN2_T(435) ACTN2_T(495) ACTN2_T(513) ACTN2_T(6) ACTN2_T(609) ACTN2_T(744) ACTN2_T(8) ACTN2_T(9) ACTN2_Y(106) ACTN2_Y(2) ACTN2_Y(4) ACTN2_Y(5) ACTN2_Y(681) ACTN2_Y(7) ACTN2_Y(844) ACTN2_Y(9),1.0,0.5,2,1,2,1.0,0.0246102553726355,0.0928536789481277
TRDN_S(415) TRDN_S(553) TRDN_S(610) TRDN_T(324) TRDN_T(327) TRDN_T(383),1.0,0.5,4,10,6,0.8,0.0331388962381352,0.0960304350754769
ANKRD17_C(2067) ANKRD17_S(1206) ANKRD17_S(156) ANKRD17_S(1580) ANKRD17_S(1584) ANKRD17_S(2040) ANKRD17_S(2042) ANKRD17_S(2067) ANKRD17_S(47) ANKRD17_S(49) ANKRD17_T(12) ANKRD17_T(735),1.0,0.5,4,1,8,0.8,0.0287535410994368,0.7972725348281144
PSMB10_S(229) PSMB10_S(230),1.0,0.5,4,1,6,1.0,0.0333900628746918,0.3467724581338359
UFD1_S(10) UFD1_S(209) UFD1_S(217) UFD1_S(229) UFD1_S(231) UFD1_S(240) UFD1_S(245) UFD1_S(247) UFD1_S(281) UFD1_S(283) UFD1_S(294) UFD1_S(299) UFD1_S(5) UFD1_T(210) UFD1_Y(261),1.0,0.5,4,5,8,1.0,0.0301130701393532,0.75352847171737
TKT_S(256) TKT_S(280) TKT_S(345) TKT_S(348) TKT_T(287),0.8,0.5,4,1,8,1.0,0.0164915991236379,0.6295778079614687
PKP4_S(106) PKP4_S(1078) PKP4_S(1091) PKP4_S(1144) PKP4_S(1147) PKP4_S(13) PKP4_S(177) PKP4_S(218) PKP4_S(221) PKP4_S(229) PKP4_S(231) PKP4_S(237) PKP4_S(276) PKP4_S(293) PKP4_S(3) PKP4_S(31) PKP4_S(327) PKP4_S(329) PKP4_S(335) PKP4_S(362) PKP4_S(374) PKP4_S(382) PKP4_S(406) PKP4_S(438) PKP4_S(447) PKP4_T(1017) PKP4_T(412) PKP4_Y(1115) PKP4_Y(1116) PKP4_Y(1163),1.0,0.5,4,1,8,1.0,0.0190777354892531,0.6931914922750112
GPKOW_S(148) GPKOW_S(197) GPKOW_S(388) GPKOW_S(42) GPKOW_T(138),1.0,0.5,4,1,8,1.0,0.0500508884769847,0.6084576092751869
OSBPL7_S(223) OSBPL7_S(226) OSBPL7_S(236) OSBPL7_S(272) OSBPL7_S(4),1.0,0.5,4,1,8,1.0,0.0293858037160464,0.607869036983856
TREX1_S(157) TREX1_S(167) TREX1_S(251) TREX1_S(257) TREX1_S(261) TREX1_S(316),1.0,0.5,4,1,8,0.8,0.0188517468127118,0.4911684366087098
SURF2_S(163) SURF2_S(166) SURF2_S(234) SURF2_T(190) SURF2_T(195),1.0,0.5,4,10,8,1.0,0.0456420210565453,0.5186924947075011
CCDC174_S(197) CCDC174_S(432),0.6,0.5,3,1,8,0.8,0.017546497037226,0.2186335644916834
TMX1_S(1) TMX1_S(221) TMX1_S(244) TMX1_S(247) TMX1_S(253) TMX1_S(254) TMX1_S(269) TMX1_S(274) TMX1_S(3) TMX1_S(5),1.0,0.5,4,1,8,1.0,0.0714551374269305,0.5337819667816481
MAP2K4_S(257) MAP2K4_S(26) MAP2K4_S(90),0.8,0.5,4,1,8,1.0,0.0247298761483403,0.3854630166886689
SEC31A_S(11) SEC31A_S(1101) SEC31A_S(1194) SEC31A_S(188) SEC31A_S(397) SEC31A_S(532) SEC31A_S(7) SEC31A_T(1161) SEC31A_T(1165) SEC31A_T(1198),0.6,0.5,4,1,8,1.0,0.02074133694904,0.7180690142548845
MAVS_S(157) MAVS_S(224) MAVS_S(232) MAVS_S(24) MAVS_S(258) MAVS_S(407) MAVS_S(430) MAVS_S(7) MAVS_S(81) MAVS_T(147),1.0,0.5,4,1,8,0.8,0.0303496672940597,0.3157343119202392
PCNP_S(108) PCNP_S(119) PCNP_S(142) PCNP_S(147) PCNP_S(156) PCNP_S(168) PCNP_S(5) PCNP_S(53) PCNP_S(77) PCNP_S(87) PCNP_T(139) PCNP_T(141) PCNP_T(52) PCNP_T(66) PCNP_T(80),1.0,0.5,4,10,8,1.0,0.0342521949984298,0.6691991652048452
KIAA1191_S(14) KIAA1191_S(182) KIAA1191_S(183) KIAA1191_S(251) KIAA1191_S(5) KIAA1191_S(76) KIAA1191_S(79) KIAA1191_S(9) KIAA1191_T(179) KIAA1191_T(44),1.0,0.5,3,1,2,1.0,0.016653596411972,0.1733340263116646
RXRA_S(21) RXRA_S(260),1.0,0.5,3,1,8,0.8,0.0287838613872177,0.0664460786787683
RREB1_S(1107) RREB1_S(111) RREB1_S(1110) RREB1_S(1122) RREB1_S(1134) RREB1_S(1135) RREB1_S(1140) RREB1_S(1164) RREB1_S(1167) RREB1_S(1174) RREB1_S(1175) RREB1_S(12) RREB1_S(120) RREB1_S(1219) RREB1_S(1225) RREB1_S(1235) RREB1_S(1238) RREB1_S(1303) RREB1_S(1320) RREB1_S(1375) RREB1_S(1388) RREB1_S(1475) RREB1_S(1479) RREB1_S(149) RREB1_S(1499) RREB1_S(1530) RREB1_S(1575) RREB1_S(161) RREB1_S(1653) RREB1_S(1681) RREB1_S(17) RREB1_S(172) RREB1_S(175) RREB1_S(180) RREB1_S(191) RREB1_S(231) RREB1_S(29) RREB1_S(36) RREB1_S(41) RREB1_S(42) RREB1_S(669) RREB1_S(694) RREB1_T(1315) RREB1_T(1370) RREB1_T(1471) RREB1_T(29) RREB1_T(31) RREB1_Y(1239) RREB1_Y(706),1.0,0.5,4,5,8,1.0,0.0259136319783374,0.8194140667770519
PDCL_C(293) PDCL_C(296) PDCL_S(18) PDCL_S(19) PDCL_S(20) PDCL_S(210) PDCL_S(213) PDCL_S(25) PDCL_S(293) PDCL_S(296) PDCL_S(734),0.6,0.5,4,1,8,1.0,0.0298709037057435,0.5506166079180328
