gene_id,transcript_id,length
LOC105376957,XR_001740602.3,12359
LOC105376958,XR_940606.3,5440
LOC105376959,XR_007095825.1,12666
LOC105376960,XR_940609.3,5777
LOC105376963,XR_007095829.1,3716
LOC105376972,XR_940629.4,8908
LOC105376975,NR_135536.1,2719
LOC105376978,XR_001740610.2,6648
LOC105376981,XR_940639.3,8384
LOC105376982,XR_940640.3,97844
LOC105376984,XR_940643.1,25319
LOC105376985,XR_001754672.1,1696
LOC105376987,XR_940644.2,108868
LOC105376988,XR_940646.3,52487
LOC105376989,XR_936891.1,1829
LOC105376993,XR_940651.3,8163
LOC105376995,XR_936978.3,2701
LOC105376996,XR_001754707.1,4997
LOC105377000,XR_940660.3,18797
LOC105377001,XR_940662.2,15885
LOC105377002,XR_940663.2,64826
LOC105377005,XR_001740552.2,1494
LOC105377008,XR_940674.3,47784
LOC105377009,XR_001740425.2,10293
LOC105377013,XR_940683.2,47433
LOC105377015,XM_047449400.1,2526
LOC105377018,XR_940694.3,1308
LOC105377024,XR_940701.3,1422
LOC105377029,XR_001740654.1,3598
LOC105377030,XR_940722.2,8459
LOC105377033,XR_940727.3,18861
LOC105377034,XR_940734.1,2722
LOC105377035,XR_940740.3,3773
LOC105377037,XR_001740661.3,4641
LOC105377039,XR_007095873.1,27215
LOC105377043,XR_007095885.1,145156
LOC105377045,XR_940769.3,7522
LOC105377046,XR_001740666.3,7888
LOC105377048,XR_940772.3,5591
LOC105377051,XR_940777.3,1551
LOC105377052,XR_940778.1,2219
LOC105377055,XR_940782.4,13428
LOC105377056,XR_953201.4,14057
LOC105377061,XR_001740679.1,30085
LOC105377062,XR_940797.2,18659
LOC105377063,XR_940799.3,5345
LOC105377067,XR_940805.3,26616
LOC105377073,XR_940821.3,6526
LOC105377074,XR_940822.1,4677
LOC105377082,XR_940832.3,1293
LOC105377083,XR_940833.2,4695
LOC105377085,XR_940835.3,29600
LOC105377087,XR_940838.2,51385
LOC105377088,XR_940839.3,4482
LOC105377094,XR_940846.3,20504
LOC105377095,XR_940848.3,48468
LOC105377099,XR_940862.3,5408
LOC105377100,XR_007095922.1,5477
LOC105377101,XR_940865.3,5589
LOC105377102,NR_135535.1,8562
LOC105377103,XR_007095924.1,16390
LOC105377104,XR_940874.3,27351
LOC105377106,XR_940876.3,1817
LOC105377109,XR_940879.3,41452
LOC105377111,XR_940884.1,1380
LOC105377112,XR_940885.3,2629
LOC105377113,XR_007095936.1,70563
LOC105377114,XR_940892.3,144240
LOC105377115,XR_001740726.2,17365
LOC105377119,XR_940902.3,8051
LOC105377121,XR_940906.3,2286
LOC105377123,XR_940911.3,40740
LOC105377124,XR_007095948.1,99923
LOC105377125,XR_940925.3,7603
LOC105377127,XR_001740736.1,17353
LOC105377128,XR_001740440.2,1342
LOC105377134,NR_188593.1,62187
LOC105377136,XR_937669.3,52432
LOC105377139,XR_001755082.3,18606
LOC105377141,XR_940934.2,40002
LOC105377142,XR_940935.3,17263
LOC105377143,NR_135533.1,7959
LOC105377144,XR_940939.2,192342
LOC105377146,NR_135532.1,5236
LOC105377152,XR_001740559.2,23467
LOC105377155,XR_940950.3,1861
LOC105377156,XR_001740745.2,3985
LOC105377157,XR_940957.3,2424
LOC105377158,XR_001740749.3,32683
LOC105377159,XR_940960.2,4754
LOC105377160,XR_940961.3,4955
LOC105377161,XR_940962.3,134312
LOC105377162,NR_135531.1,954
LOC105377164,XR_001740755.1,28764
LOC105377166,XR_007096257.1,8921
LOC105377167,XR_940970.3,60528
LOC105377168,XR_940973.2,7116
LOC105377171,XR_940977.4,183241
LOC105377173,XR_940982.2,12752
LOC105377174,XR_940983.3,2253
LOC105377176,XR_940989.3,42562
LOC105377177,XR_940993.3,250124
LOC105377178,NR_188681.1,51481
LOC105377179,XR_940999.2,30411
LOC105377181,XR_941003.3,12675
LOC105377183,XR_941006.1,39119
LOC105377186,XR_941008.1,1587
LOC105377187,XR_941009.2,7308
LOC105377188,XR_007096264.1,98853
LOC105377193,XR_002959699.1,8537
LOC105377196,XR_001740802.2,21191
LOC105377198,XR_941033.3,29720
LOC105377202,XR_001740804.1,51278
LOC105377203,XR_938280.2,4049
LOC105377205,NR_188597.1,21064
LOC105377208,XR_001755855.2,5778
LOC105377209,XR_938385.3,70327
LOC105377211,XR_007068250.1,22462
LOC105377212,XR_001755867.2,40125
LOC105377213,NR_135614.1,712
LOC105377217,XR_001756062.2,9262
LOC105377218,XR_938618.2,801
LOC105377219,XR_001756090.2,801
LOC105377220,XR_001756063.1,4694
LOC105377223,XR_938626.3,13111
LOC105377224,XR_938630.4,14287
LOC105377225,XR_007068465.1,34342
LOC105377227,XR_001756054.2,34908
LOC105377229,XR_938644.3,27944
LOC105377231,XR_938647.1,12268
LOC105377232,XR_938648.1,2212
LOC105377234,XR_938652.2,1422
LOC105377235,XR_938654.2,2486
LOC105377236,XR_938660.2,14655
LOC105377237,XR_938662.4,2889
LOC105377238,XR_938663.2,3342
LOC105377239,XR_938666.3,3338
LOC105377241,XR_938669.2,3342
LOC105377242,XR_938672.3,3338
LOC105377244,XR_938675.3,7995
LOC105377246,XR_938805.2,8097
LOC105377253,NR_188407.1,66503
LOC105377254,XR_938827.1,33412
LOC105377255,XR_938828.3,2774
LOC105377258,XR_938833.1,4035
LOC105377259,XR_938839.2,17280
LOC105377260,XR_938841.1,3323
LOC105377261,XR_007058453.1,148733
LOC105377262,XR_938847.2,214769
LOC105377265,XR_001741714.2,15686
LOC105377267,NR_136191.1,34668
LOC105377269,XR_001756928.1,6602
LOC105377270,XR_938859.2,13975
LOC105377271,XR_001741717.1,40126
LOC105377273,XR_938873.2,44709
LOC105377275,XR_938875.3,3678
LOC105377276,NR_188415.1,87048
LOC105377277,XR_938878.2,22937
LOC105377278,XR_938880.2,4533
LOC105377280,XR_938883.3,13381
LOC105377282,XR_938885.2,9448
LOC105377284,XR_938890.2,16184
LOC105377285,XR_938895.3,10088
LOC105377286,XR_938897.4,12972
LOC105377290,XR_001741404.2,31780
LOC105377291,XR_001741734.2,8604
LOC105377294,XR_001741738.2,40750
LOC105377295,XR_938911.3,15661
LOC105377296,XR_938912.3,12720
LOC105377297,XR_938914.3,6317
LOC105377299,XR_938918.4,38333
LOC105377300,XR_938920.2,24253
LOC105377302,XR_938927.3,47430
LOC105377305,XR_938931.3,2679
LOC105377306,XR_938933.3,2170
LOC105377308,XR_001741754.2,42328
LOC105377310,XR_007058164.1,14337
LOC105377313,XR_938944.2,2746
LOC105377315,XR_938946.3,6697
LOC105377319,XR_938955.4,15957
LOC105377320,XR_938956.2,6894
LOC105377323,XR_938960.3,22801
LOC105377324,XR_938961.3,11008
LOC105377326,XR_938964.2,691
LOC105377327,XR_938977.3,32160
LOC105377328,XR_938979.2,29105
LOC105377329,XR_007058469.1,94057
LOC105377331,XR_939000.3,35231
LOC105377340,XR_001741771.2,23401
LOC105377343,XR_007058196.1,78644
LOC105377345,XR_939023.3,14753
LOC105377347,XR_007058205.1,18588
LOC105377350,XR_939033.3,114309
LOC105377351,XR_007058213.1,2502
LOC105377352,NR_188418.1,17498
LOC105377356,XR_939051.1,288441
LOC105377358,XR_939059.3,46845
LOC105377362,XR_939070.3,7875
LOC105377363,XR_939071.3,2161
LOC105377364,XR_001741518.2,24214
LOC105377366,NR_188427.1,16639
LOC105377367,XR_939075.2,10659
LOC105377369,XR_939077.3,77408
LOC105377370,XR_939078.2,10230
LOC105377374,XR_007058235.1,32377
LOC105377375,XR_939087.3,5340
LOC105377376,XR_939088.2,13186
LOC105377378,XR_939091.3,30113
LOC105377379,XR_001741520.3,35996
LOC105377380,XR_939093.3,11816
LOC105377382,XR_001741795.2,19957
LOC105377383,XR_939096.3,15105
LOC105377384,XR_939097.3,11085
LOC105377385,XR_939098.1,3570
LOC105377387,XR_939101.2,22131
LOC105377388,XR_939103.3,25279
LOC105377392,XR_939113.3,14587
LOC105377393,XR_939119.2,5596
LOC105377394,XR_939120.3,22838
LOC105377395,XR_007058251.1,10490
LOC105377397,XR_939161.4,4728
LOC105377399,XR_001741804.2,6386
LOC105377401,XR_939166.2,31447
LOC105377402,XR_939167.3,7457
LOC105377404,XR_939169.1,857
LOC105377405,XR_939171.3,18364
LOC105377406,XR_001741813.2,129164
LOC105377407,XR_939176.3,218744
LOC105377408,XR_001741822.2,43299
LOC105377409,XR_001741523.1,33624
LOC105377410,XR_939182.3,4351
LOC105377411,XR_939183.3,2289
LOC105377412,XR_939185.3,13319
LOC105377414,XR_939188.3,13589
LOC105377416,XR_939190.2,2327
LOC105377417,XR_939191.3,20519
LOC105377418,XR_939192.3,7688
LOC105377422,XR_939196.1,31548
LOC105377423,XR_939197.2,2002
LOC105377425,XR_007058477.1,64594
LOC105377428,XR_939203.4,34489
LOC105377431,XR_939206.1,16937
LOC105377436,XR_939214.2,60586
LOC105377437,XR_939216.1,12758
LOC105377438,NR_188430.1,11577
LOC105377442,XR_939223.3,3475
LOC105377444,XR_939236.1,27753
LOC105377445,XR_939237.1,6244
LOC105377447,XR_939242.3,26138
LOC105377448,NR_133945.1,192690
LOC105377451,XR_939251.4,11492
LOC105377452,XR_007058279.1,4653
LOC105377457,XR_001741433.2,22806
LOC105377458,NR_134680.1,11555
LOC105377459,XR_001741861.1,125977
LOC105377460,XR_002959803.2,106316
LOC105377462,XR_939272.3,360687
LOC105377465,XR_939276.1,6810
LOC105377468,NR_188432.1,5596
LOC105377469,XR_939294.1,3949
LOC105377472,XR_007058304.1,3879
LOC105377473,NR_188446.1,41452
LOC105377474,XR_939314.2,563
LOC105377475,XR_939315.3,37313
LOC105377476,XR_939316.3,26168
LOC105377479,XR_939327.1,4385
LOC105377480,NR_134681.1,1433
LOC105377481,XR_007058322.1,51454
LOC105377483,XR_939336.4,64875
LOC105377485,XR_007058329.1,4703
LOC105377488,NR_183036.1,33739
LOC105377489,XR_939351.1,2871
LOC105377490,NR_188450.1,18886
LOC105377492,XR_939354.3,27199
LOC105377495,XR_939359.3,1578
LOC105377496,XR_939360.4,3906
LOC105377498,XR_939363.3,13896
LOC105377499,XR_007058334.1,355
LOC105377500,NR_188451.1,27118
LOC105377501,XR_939372.2,6319
LOC105377502,NR_188465.1,18844
LOC105377503,XR_939374.2,20140
LOC105377504,XR_939376.3,1055
LOC105377505,XR_001741895.2,20082
LOC105377506,XR_007058483.1,33998
LOC105377507,XR_001756416.2,29656
LOC105377508,XR_939397.3,22004
LOC105377509,XR_007058347.1,227163
LOC105377510,XR_939403.2,38425
LOC105377513,XR_001741528.1,11498
LOC105377514,XR_939408.1,58262
LOC105377515,XR_939409.1,18195
LOC105377516,XR_939412.3,30448
LOC105377517,XR_939414.2,6880
LOC105377519,XR_939416.2,13318
LOC105377520,XR_939419.2,2203
LOC105377521,XR_939420.1,10098
LOC105377523,XR_939422.1,5059
LOC105377524,XR_939424.3,29038
LOC105377527,XR_939429.3,15218
LOC105377529,XR_939438.3,54201
LOC105377530,XR_939439.3,28967
LOC105377534,XR_939443.2,11944
LOC105377535,XR_939444.2,92939
LOC105377543,NR_188466.1,66783
LOC105377544,XR_939482.3,26443
LOC105377546,XR_939486.3,11162
LOC105377547,XR_001741920.1,43658
LOC105377548,XR_007058488.1,18437
LOC105377549,XR_939492.3,4401
LOC105377551,XR_939494.3,12675
LOC105377552,XR_939495.3,21033
LOC105377557,XR_001741925.2,88225
LOC105377558,XR_007058384.1,38644
LOC105377559,XR_939510.3,4437
LOC105377560,XR_939511.2,2534
LOC105377561,XR_939512.1,30741
LOC105377562,XR_939514.1,26808
LOC105377563,XR_007058391.1,4341
LOC105377565,XR_939517.3,72379
LOC105377567,XR_007058395.1,158458
LOC105377568,XR_001741481.2,13358
LOC105377571,XR_939528.3,5756
LOC105377572,XR_007058400.1,12163
LOC105377576,XR_007058403.1,8415
LOC105377577,XR_939536.3,5714
LOC105377578,XR_001741938.2,33621
LOC105377580,XR_001741940.2,8727
LOC105377581,XR_939545.4,8174
LOC105377582,XR_939548.3,30984
LOC105377584,XR_007058414.1,8617
LOC105377587,XR_939564.4,18036
LOC105377588,XR_939565.3,11068
LOC105377590,NR_133944.1,833
LOC105377596,XR_007058498.1,22094
LOC105377599,XR_939596.2,3717
LOC105377603,NR_188474.1,19921
LOC105377604,XR_939614.3,81735
LOC105377607,XR_939619.4,6648
LOC105377608,XR_939620.3,1836
LOC105377609,XR_001756258.2,41691
LOC105377611,XR_939630.2,5515
LOC105377612,XR_939631.2,37949
LOC105377613,XR_001741964.1,29140
LOC105377614,XR_939634.2,27363
LOC105377615,XR_939635.2,1308
LOC105377616,XR_007058514.1,19279
LOC105377619,XR_001741969.2,5201
LOC105377621,NR_136202.1,83885
LOC105377622,NR_171655.1,10096
LOC105377626,XR_939842.3,2387
LOC105377627,XR_001739090.2,19357
LOC105377628,XR_940110.3,7587
LOC105377635,XR_940325.3,9576
LOC105377636,XR_940358.3,9320
LOC105377642,XR_007095869.1,33448
LOC105377644,XR_007096252.1,4895
LOC105377647,XR_940901.2,1636
LOC105377651,NR_134682.1,16570
LOC105377654,XR_007058118.1,3572
LOC105377657,XR_941057.3,61286
LOC105377660,XR_941061.1,8184
LOC105377661,XR_941062.2,3965
LOC105377663,XR_941068.4,58421
LOC105377665,XR_941077.1,7141
LOC105377666,XR_941078.3,13024
LOC105377668,XR_941082.2,5996
LOC105377670,XR_941084.2,4813
LOC105377672,NR_188478.1,5847
LOC105377673,XR_007059015.1,38597
LOC105377675,XR_941127.3,10232
LOC105377676,XR_941129.3,14910
LOC105377677,XR_941130.2,2655
LOC105377678,XR_001742535.2,10143
LOC105377683,XR_941138.3,4655
LOC105377684,XR_941139.3,114041
LOC105377685,XR_941142.3,7862
LOC105377687,XR_941144.3,6761
LOC105377688,XR_001742949.2,12831
LOC105377691,XR_007059027.1,2800
LOC105377693,XR_001742536.1,23956
LOC105377694,XR_001742957.2,26325
LOC105377696,XR_941158.4,41745
LOC105377697,XR_941159.2,56743
LOC105377698,XR_001742958.1,37591
LOC105377699,XR_001742960.2,6485
LOC105377700,XR_002956233.2,324449
LOC105377702,XR_941178.3,19954
LOC105377705,XR_941181.4,2755
LOC105377706,XR_941182.1,50105
LOC105377709,XR_941186.3,17235
LOC105377712,XR_941191.3,11268
LOC105377713,XR_941197.3,5573
LOC105377714,XR_941200.3,126055
LOC105377715,XR_941204.3,101339
LOC105377720,XR_941212.3,7958
LOC105377721,XR_941213.2,25752
LOC105377722,XR_941214.2,16028
LOC105377723,XR_941215.1,4405
LOC105377724,XR_001742983.2,19081
LOC105377725,XR_001742985.3,41656
LOC105377727,XR_941225.3,57398
LOC105377729,XR_941229.2,10927
LOC105377730,NR_188285.1,10124
LOC105377731,XR_941237.3,29006
LOC105377732,XR_001743001.1,139446
LOC105377733,XR_941247.2,12258
LOC105377739,XR_941261.3,24969
LOC105377740,XR_007059140.1,5500
LOC105377742,XR_941265.3,21765
LOC105377743,XR_941266.3,5314
LOC105377744,XR_941268.3,6009
LOC105377752,NR_157842.1,8429
LOC105377753,NR_188272.1,15058
LOC105377754,XR_941302.3,4890
LOC105377757,XR_007059079.1,5640
LOC105377759,XR_941311.3,2895
LOC105377762,XR_941315.4,15960
LOC105377763,NR_134260.1,16534
LOC105377773,XR_941343.3,2936
LOC105377775,XR_941345.4,8012
LOC105377776,XR_951726.3,1608
LOC105377777,NR_160729.1,4056
LOC105377778,XR_007060784.1,12994
LOC105377779,XR_941353.3,3382
LOC105377781,XR_941356.3,39852
LOC105377782,XR_951769.3,8086
LOC105377783,XR_001756315.2,7236
LOC105377784,XR_951771.4,9640
LOC105377785,NR_168441.1,297276
LOC105377789,XR_941368.3,9934
LOC105377790,XR_941369.3,7878
LOC105377791,XR_001745634.2,17264
LOC105377793,XR_941372.2,11575
LOC105377794,XR_941373.3,2015
LOC105377795,XR_941374.2,145945
LOC105377796,NR_188122.1,11954
LOC105377797,XR_941380.3,8062
LOC105377799,XR_941387.3,1588
LOC105377800,XR_001756300.2,22886
LOC105377801,XR_941389.2,482
LOC105377803,XR_002959174.2,48778
LOC105377805,XM_011534854.4,12245
LOC105377814,XR_941875.2,5559
LOC105377815,XR_942026.3,12247
LOC105377816,XR_942079.2,2567
LOC105377824,XR_942184.2,958
LOC105377836,XR_942649.2,5656
LOC105377837,XR_942650.2,15389
LOC105377838,XR_942651.2,9176
LOC105377839,XR_942653.1,766
LOC105377840,XR_942654.2,9436
LOC105377841,XR_942657.1,41388
LOC105377842,XR_942658.3,51796
LOC105377843,XR_942660.1,18361
LOC105377844,XR_942661.3,2946
LOC105377845,XR_942662.1,45225
LOC105377846,XR_942663.3,21770
LOC105377847,XR_942667.1,15034
LOC105377848,XR_942670.2,35578
LOC105377850,XR_001744196.2,19089
LOC105377853,XR_942683.3,9775
LOC105377855,XR_007059641.1,54497
LOC105377858,NR_187974.1,140187
LOC105377861,XR_942697.3,32911
LOC105377862,NR_187980.1,322839
LOC105377864,XM_047419660.1,82536
LOC105377865,XR_002956359.2,374941
LOC105377867,XR_942714.3,2883
LOC105377869,XR_942720.3,18838
LOC105377871,XR_007059658.1,92397
LOC105377873,XR_942729.3,8121
LOC105377874,XR_942737.3,1253
LOC105377875,XR_001756932.3,10924
LOC105377876,XR_001744232.2,90717
LOC105377877,XR_007059665.1,17071
LOC105377879,NR_136251.1,17054
LOC105377881,XR_942746.2,6070
LOC105377882,XR_001744246.1,12603
LOC105377884,XR_942758.3,20589
LOC105377885,XR_001744250.1,143181
LOC105377889,XR_001744257.2,3908
LOC105377890,XR_001744258.2,1252
LOC105377891,XR_007059677.1,60354
LOC105377893,XR_942782.2,946
LOC105377894,XR_942783.3,10348
LOC105377897,XR_942787.2,7296
LOC105377899,XR_001744262.2,198745
LOC105377901,XR_942793.1,22091
LOC105377905,XR_007059688.1,24715
LOC105377908,XR_942807.4,5894
LOC105377909,XR_942808.3,332
LOC105377910,XR_942812.1,1949
LOC105377911,XR_001743887.2,13907
LOC105377913,XR_942820.3,64390
LOC105377916,XR_942826.4,5781
LOC105377917,XR_001743890.2,1090
LOC105377918,XR_001744272.2,64633
LOC105377921,XR_942832.3,24677
LOC105377923,XR_001744275.2,63333
LOC105377924,NR_134603.1,5753
LOC105377927,XR_942841.3,13621
LOC105377928,XR_942842.3,2021
LOC105377929,XR_942843.2,11241
LOC105377936,XR_942856.2,4487
LOC105377937,XR_942858.3,3706
LOC105377938,XR_942860.3,3920
LOC105377939,XR_007059704.1,5947
LOC105377940,XR_007059703.1,18720
LOC105377941,XR_942866.3,13679
LOC105377944,XR_942874.3,13554
LOC105377945,XR_001743812.2,4523
LOC105377947,XR_007059710.1,10046
LOC105377949,XR_001744304.2,79927
LOC105377950,XR_942885.3,27339
LOC105377952,XR_942888.1,17474
LOC105377953,XR_942891.2,25500
LOC105377955,XR_942893.3,26275
LOC105377956,XR_942894.1,9425
LOC105377960,XR_942905.1,6707
LOC105377961,XR_942906.3,13739
LOC105377963,XR_942910.3,1653
LOC105377964,XR_942911.3,2813
LOC105377967,NR_134601.1,9570
LOC105377971,XR_001743824.3,24120
LOC105377972,XR_001743826.1,9052
LOC105377975,NR_134600.1,295277
LOC105377977,XR_942934.2,46633
LOC105377979,XR_942937.4,199310
LOC105377981,XR_942943.3,58946
LOC105377982,XR_001743833.2,51063
LOC105377984,XR_942947.3,4571
LOC105377989,XR_002956387.2,347578
LOC105377991,XR_942964.3,3660
LOC105377992,XR_001743836.2,61454
LOC105377993,XR_001743837.2,24800
LOC105377994,XR_001744334.2,24675
LOC105377995,XR_942977.2,8812
LOC105377996,XR_942979.2,23989
LOC105377998,XR_001744339.2,49280
LOC105377999,XR_942986.3,92281
LOC105378002,XR_942990.2,4230
LOC105378003,XR_942991.2,29316
LOC105378004,XR_942993.3,11776
LOC105378005,XR_007059770.1,92629
LOC105378008,XR_001744346.1,81586
LOC105378009,XR_943002.3,12622
LOC105378010,XR_943010.2,3573
LOC105378011,XR_001744368.2,40301
LOC105378012,XR_943034.3,9773
LOC105378017,XR_943043.1,8344
LOC105378018,XR_943058.3,1590
LOC105378021,XR_943062.2,19320
LOC105378023,XR_943067.2,3154
LOC105378024,XR_943068.3,3149
LOC105378025,XR_943069.2,11678
LOC105378026,XR_001744389.2,55690
LOC105378027,XR_001744387.3,246946
LOC105378029,XR_943077.3,47734
LOC105378030,XR_001744392.2,38367
LOC105378031,XR_943079.3,181459
LOC105378035,XR_007059796.1,14139
LOC105378036,XR_001744405.2,15037
LOC105378039,XR_007059799.1,11549
LOC105378040,XR_943093.2,39913
LOC105378043,XR_943097.2,8351
LOC105378044,XR_943098.3,1864
LOC105378052,NR_134598.1,1807
LOC105378054,XR_943109.3,36714
LOC105378061,XR_001744416.2,30866
LOC105378066,NR_187984.1,122515
LOC105378067,XR_007059823.1,12821
LOC105378068,NR_134597.1,11175
LOC105378069,XR_943135.1,8193
LOC105378071,XR_943136.3,59237
LOC105378072,XR_001744424.2,91283
LOC105378073,NR_187999.1,11794
LOC105378075,XR_943150.3,16344
LOC105378076,XR_943165.2,6720
LOC105378084,XR_943175.1,7997
LOC105378085,XR_943179.3,8680
LOC105378088,XR_001744437.2,7829
LOC105378093,XR_943196.1,26237
LOC105378094,XR_943197.3,1465
LOC105378095,XR_943198.3,2365
LOC105378097,XR_943203.3,5134
LOC105378098,NR_134594.1,13069
LOC105378099,XR_001743897.2,3473
LOC105378100,XR_943208.3,4237
LOC105378102,XR_943213.4,155467
LOC105378104,XR_943216.3,1837
LOC105378106,XR_943218.4,1001
LOC105378109,XR_943223.3,6900
LOC105378113,XR_943230.3,7066
LOC105378115,XR_943236.3,8678
LOC105378116,XR_943237.3,2198
LOC105378117,XR_943241.2,17284
LOC105378118,XR_943242.3,1235
LOC105378120,NR_188001.1,7463
LOC105378123,NR_134592.1,4632
LOC105378126,XR_943263.3,13466
LOC105378127,NR_134591.1,13533
LOC105378128,XR_943267.2,7570
LOC105378129,XR_943268.2,3752
LOC105378130,NR_188005.1,4603
LOC105378131,XR_943274.2,13905
LOC105378135,XR_943283.2,969
LOC105378137,NR_134590.1,1239
LOC105378139,XR_943290.4,1137
LOC105378140,XR_943291.2,2656
LOC105378141,XR_943293.3,7947
LOC105378142,XR_943294.3,5462
LOC105378143,XR_943296.3,12676
LOC105378144,XR_943297.2,1645
LOC105378145,XR_943300.3,59736
LOC105378146,NR_136250.1,36642
LOC105378148,XM_017011621.2,15413
LOC105378149,XR_007059895.1,35996
LOC105378150,XR_943318.4,11630
LOC105378153,XR_943321.3,4677
LOC105378157,XR_001744492.2,28344
LOC105378175,XR_943589.2,494
LOC105378177,XR_943825.2,1652
LOC105378178,XR_007064152.1,894025
LOC105378179,XR_943839.3,8277
LOC105378180,XR_943864.4,4912
LOC105378183,NR_135269.1,1256
LOC105378184,XR_001751029.3,6504
LOC105378193,XR_007063876.1,978
LOC105378198,XR_001742904.2,46805
LOC105378199,XR_001742473.1,8535
LOC105378204,XR_944368.3,14524
LOC105378208,XR_944374.4,28437
LOC105378209,XR_944375.1,37122
LOC105378210,XR_944377.3,13517
LOC105378211,XR_007058983.1,50059
LOC105378213,XR_001742915.1,3708
LOC105378214,XR_944386.3,5188
LOC105378218,XR_001742934.2,17346
LOC105378224,XR_944405.3,18235
LOC105378225,XR_944406.2,5774
LOC105378226,XR_007058993.1,4148
LOC105378228,XR_007059002.1,10626
LOC105378230,NR_160730.1,12217
LOC105378231,XR_944417.3,17510
LOC105378234,XR_007059004.1,84540
LOC105378236,XR_944432.3,34936
LOC105378237,XR_944433.2,40775
LOC105378239,XR_944435.2,3836
LOC105378240,XR_001741568.3,4211
LOC105378247,XR_944875.4,39168
LOC105378248,XR_001749101.1,9543
LOC105378250,NR_189097.1,158791
LOC105378255,XR_945169.1,7632
LOC105378256,XR_945331.3,23967
LOC105378258,XR_007063492.1,33706
LOC105378262,XR_001741504.2,2195
LOC105378267,XR_001747432.1,8072
LOC105378268,XR_945898.3,7238
LOC105378269,NR_134498.1,14480
LOC105378271,XR_945902.3,31909
LOC105378275,XR_945906.4,39799
LOC105378281,XR_945915.4,4577
LOC105378283,XR_001747443.2,33026
LOC105378286,XR_945919.1,47291
LOC105378287,XR_945923.4,5075
LOC105378289,NR_188197.1,9954
LOC105378291,XR_945937.3,25278
LOC105378298,XR_007062370.1,9980
LOC105378299,XR_945951.3,5039
LOC105378302,XR_945957.3,7987
LOC105378305,NR_155748.1,198425
LOC105378306,XR_945963.2,33317
LOC105378307,XR_945965.3,28825
LOC105378308,XR_945967.3,18874
LOC105378310,XR_945975.1,11243
LOC105378311,NR_134503.1,169822
LOC105378313,XR_001747453.1,85058
LOC105378314,XR_001747454.1,147384
LOC105378316,XR_945984.3,69554
LOC105378318,XR_945990.3,17783
LOC105378319,XR_945991.3,19409
LOC105378323,XR_945997.2,4923
LOC105378327,XR_946002.3,31382
LOC105378328,NR_188199.1,1892
LOC105378329,XR_001747467.3,33332
LOC105378333,XR_946014.3,7986
LOC105378335,XR_946019.3,37450
LOC105378336,XR_946020.2,88286
LOC105378337,XR_946021.2,2358
LOC105378339,XR_001747476.2,145924
LOC105378340,XR_007062172.1,65310
LOC105378342,XR_946030.3,1431
LOC105378345,XR_007062177.1,2571
LOC105378347,XR_946039.3,12053
LOC105378350,XR_001747493.2,20289
LOC105378351,XR_946048.4,2646
LOC105378353,XR_001747496.2,7395
LOC105378355,XR_946054.3,2653
LOC105378356,XR_007062184.1,1177
LOC105378358,XR_001747499.3,4305
LOC105378367,NR_132791.1,31394
LOC105378372,XR_001747510.2,8255
LOC105378375,XR_946096.3,13890
LOC105378378,XR_001747515.2,7294
LOC105378379,XR_946100.2,112024
LOC105378383,XR_946104.4,8479
LOC105378387,XR_946132.1,19658
LOC105378390,XR_946135.3,1508
LOC105378392,XR_946139.3,6045
LOC105378393,XR_946140.1,1665
LOC105378394,XR_946141.2,26577
LOC105378396,NR_172928.1,66197
LOC105378398,XR_946147.1,17527
LOC105378399,XR_946148.2,31892
LOC105378400,XR_946150.2,27173
LOC105378401,XR_946151.3,3628
LOC105378402,XR_001747302.1,13830
LOC105378403,XR_946153.2,2631
LOC105378404,XR_946157.3,46329
LOC105378406,XR_946159.1,10075
LOC105378407,XR_946161.1,10128
LOC105378408,XR_946163.3,18532
LOC105378409,XR_001747526.2,8396
LOC105378410,XR_001747528.2,5497
LOC105378412,XR_946171.2,12290
LOC105378414,XR_001747303.1,15912
LOC105378415,XR_007062225.1,31664
LOC105378416,XR_946178.3,5332
LOC105378418,XR_946180.4,25218
LOC105378419,NR_188200.1,9794
LOC105378424,XR_946196.3,7302
LOC105378426,XR_946198.3,4418
LOC105378429,XR_946203.3,35018
LOC105378430,NR_134319.1,8090
LOC105378433,XR_007062244.1,23137
LOC105378436,XR_946212.2,4625
LOC105378437,XR_001747552.2,25519
LOC105378438,XR_946215.2,6773
LOC105378443,XR_946220.4,20701
LOC105378447,XR_946226.3,12266
LOC105378448,NR_188201.1,8358
LOC105378449,XR_001747305.2,7315
LOC105378450,XR_007062264.1,28841
LOC105378453,XR_001747306.2,2181
LOC105378457,XR_946252.3,4441
LOC105378458,XR_946255.3,31140
LOC105378460,XR_007062272.1,4976
LOC105378464,XR_007062285.1,57847
LOC105378465,XR_946286.3,21908
LOC105378466,XR_946288.1,18416
LOC105378467,XR_946289.1,1036
LOC105378468,XR_946292.3,2473
LOC105378469,XR_007062381.1,39631
LOC105378472,XR_946298.3,3398
LOC105378473,XR_946300.4,27884
LOC105378474,XR_946303.1,37010
LOC105378475,XR_946304.3,13147
LOC105378476,XR_946307.3,43084
LOC105378477,XR_946308.2,70747
LOC105378479,NR_164121.1,4634
LOC105378480,XR_946315.4,9060
LOC105378482,NR_188210.1,18597
LOC105378483,XR_946318.2,2808
LOC105378484,XR_946319.2,10330
LOC105378485,XR_007062289.1,47984
