gene_id,transcript_id,length
LOC124901569,XR_007060178.1,637
LOC124901570,XR_007060184.1,1913
LOC124901572,XR_007060187.1,3971
LOC124901573,XR_007060190.1,5831
LOC124901574,XR_007060192.1,4211
LOC124901575,XR_007060193.1,1105
LOC124901576,XR_007060195.1,6353
LOC124901577,XR_007060196.1,49944
LOC124901578,XR_007060197.1,3610
LOC124901579,XR_007060198.1,41965
LOC124901580,XM_047421136.1,7656
LOC124901581,XR_007060199.1,7537
LOC124901582,XR_007060201.1,982
LOC124901583,XR_007060202.1,8825
LOC124901584,XR_007060203.1,3916
LOC124901585,XR_007060204.1,1661
LOC124901586,XR_007060206.1,52554
LOC124901587,XR_007060207.1,5852
LOC124901588,XR_007060209.1,1291
LOC124901589,XR_007060211.1,204867
LOC124901590,XR_007060212.1,6670
LOC124901591,XR_007060217.1,1344
LOC124901592,XR_007060218.1,75595
LOC124901593,XR_007060228.1,2199
LOC124901594,XR_007060229.1,4577
LOC124901595,XR_007060239.1,60261
LOC124901596,XR_007060240.1,33197
LOC124901597,XR_007060241.1,6318
LOC124901598,XR_007060242.1,6691
LOC124901599,XR_007060248.1,706
LOC124901600,XR_007060251.1,3112
LOC124901601,XR_007060259.1,9341
LOC124901602,XR_007060260.1,1818
LOC124901603,XR_007060261.1,61442
LOC124901604,XR_007060262.1,21189
LOC124901605,XR_007060263.1,7439
LOC124901606,XR_007060265.1,51980
LOC124901607,XR_007060273.1,95727
LOC124901608,XR_007060275.1,4153
LOC124901609,XR_007060276.1,17726
LOC124901610,XR_007060277.1,32215
LOC124901611,XR_007060280.1,14711
LOC124901612,XR_007060281.1,10005
LOC124901613,XR_007060282.1,16683
LOC124901614,XR_007060283.1,11493
LOC124901615,XR_007060286.1,1748
LOC124901616,XR_007060288.1,1264
LOC124901617,XR_007060289.1,574
LOC124901618,XR_007060294.1,3994
LOC124901619,XR_007060295.1,3690
LOC124901620,XR_007060296.1,1997
LOC124901621,XR_007060297.1,1287
LOC124901622,XR_007060299.1,3720
LOC124901623,XR_007060301.1,6429
LOC124901624,XR_007060302.1,18974
LOC124901625,XR_007060310.1,349
LOC124901626,XR_007060316.1,46873
LOC124901627,XR_007060317.1,1292
LOC124901628,XR_007060318.1,2515
LOC124901629,XR_007060319.1,10287
LOC124901630,XR_007060321.1,1063
LOC124901631,XR_007060322.1,8072
LOC124901632,XR_007060323.1,2193
LOC124901633,XR_007060324.1,1349
LOC124901634,XR_007060325.1,3308
LOC124901635,XR_007060326.1,2747
LOC124901636,XR_007060327.1,5691
LOC124901637,XM_047421137.1,1245
LOC124901638,XM_047421138.1,1727
LOC124901639,XM_047421139.1,579
LOC124901640,XR_007060332.1,5917
LOC124901641,XR_007060340.1,28360
LOC124901643,XM_047421140.1,2770
LOC124901644,XM_047421141.1,954
LOC124901645,XM_047421142.1,1258
LOC124901646,XM_047421143.1,715
LOC124901647,XM_047421144.1,1464
LOC124901648,XM_047421145.1,571
LOC124901649,XM_047421146.1,818
LOC124901650,XM_047421147.1,661
LOC124901651,XM_047421148.1,501
LOC124901652,XM_047421149.1,509
LOC124901653,XR_007060341.1,6889
LOC124901654,XR_007060343.1,3151
LOC124901655,XR_007060344.1,12096
LOC124901656,XR_007060350.1,24857
LOC124901657,XR_007060357.1,4619
LOC124901658,XR_007060358.1,6142
LOC124901659,XR_007060364.1,8010
LOC124901660,XR_007060365.1,4292
LOC124901661,XR_007060366.1,32854
LOC124901662,XR_007060368.1,12393
LOC124901663,XR_007060369.1,4366
LOC124901664,XR_007060370.1,30839
LOC124901665,XR_007060372.1,8750
LOC124901666,XR_007060373.1,11519
LOC124901667,XR_007060374.1,6346
LOC124901668,XR_007060375.1,4611
LOC124901669,XR_007060376.1,26392
LOC124901671,XR_007060381.1,2582
LOC124901672,XR_007060382.1,5955
LOC124901673,XR_007060384.1,7237
LOC124901674,XR_007060385.1,12456
LOC124901675,XR_007060388.1,2553
LOC124901676,XR_007060389.1,2646
LOC124901677,XR_007060390.1,6932
LOC124901678,XR_007060391.1,40041
LOC124901679,XR_007060392.1,9103
LOC124901680,XR_007060393.1,1954
LOC124901681,XR_007060395.1,21868
LOC124901682,XR_007060398.1,7702
LOC124901683,XR_007060399.1,35204
LOC124901684,XR_007060400.1,30058
LOC124901685,XR_007060402.1,21821
LOC124901686,XR_007060403.1,5679
LOC124901687,XR_007060404.1,16540
LOC124901688,XR_007060405.1,13081
LOC124901689,XM_047421158.1,9107
LOC124901690,XR_007060414.1,13021
LOC124901691,XR_007060419.1,2009
LOC124901692,XR_007060420.1,41815
LOC124901693,XM_047421159.1,4165
LOC124901694,XR_007060424.1,7448
LOC124901695,XR_007060425.1,2934
LOC124901696,XR_007060429.1,1533
LOC124901697,XR_007060430.1,9422
LOC124901698,XR_007060431.1,1002
LOC124901699,XR_007060438.1,9479
LOC124901700,XR_007060440.1,18212
LOC124901701,XR_007060441.1,8275
LOC124901702,XR_007060442.1,3327
LOC124901703,XR_007060444.1,13310
LOC124901704,XR_007060445.1,95125
LOC124901705,XR_007060446.1,3736
LOC124901706,XR_007060448.1,4398
LOC124901707,XR_007060451.1,351
LOC124901708,XR_007060453.1,3030
LOC124901709,XR_007060454.1,10981
LOC124901710,XR_007060455.1,2197
LOC124901711,XR_007060458.1,6821
LOC124901712,XM_047421160.1,6126
LOC124901713,XR_007060461.1,2623
LOC124901714,XR_007060462.1,1485
LOC124901715,XR_007060463.1,1479
LOC124901717,XR_007060465.1,5388
LOC124901718,XR_007060466.1,11194
LOC124901719,XR_007060467.1,752
LOC124901720,XR_007060471.1,6034
LOC124901720_1,XR_007069036.1,6034
LOC124901721,XR_007060472.1,12151
LOC124901721_1,XR_007069037.1,12151
LOC124901722,XR_007060473.1,3308
LOC124901723,XR_007060474.1,13378
LOC124901724,XR_007060476.1,3499
LOC124901725,XR_007060477.1,71230
LOC124901726,XR_007060478.1,8131
LOC124901727,XR_007060479.1,1289
LOC124901729,XR_007060481.1,2402
LOC124901730,XR_007060484.1,21437
LOC124901731,XR_007060489.1,37459
LOC124901732,XR_007060490.1,8948
LOC124901733,XR_007060491.1,45306
LOC124901734,XR_007060492.1,6090
LOC124901735,XR_007060494.1,122861
LOC124901736,XR_007060495.1,4489
LOC124901737,XR_007060496.1,60247
LOC124901738,XR_007060503.1,44981
LOC124901739,XR_007060506.1,10649
LOC124901740,XR_007060507.1,1729
LOC124901741,XR_007060509.1,13238
LOC124901742,XR_007060510.1,1582
LOC124901743,XR_007060515.1,6365
LOC124901744,XR_007060516.1,18314
LOC124901745,XR_007060521.1,8217
LOC124901746,XR_007060524.1,4519
LOC124901747,XR_007060525.1,4630
LOC124901748,XR_007060530.1,7632
LOC124901749,XR_007060533.1,15897
LOC124901750,XR_007060537.1,224798
LOC124901751,XR_007060539.1,7253
LOC124901752,XR_007060551.1,19607
LOC124901753,XR_007060553.1,6839
LOC124901754,XR_007060555.1,4854
LOC124901755,XR_007060556.1,8914
LOC124901756,XR_007060558.1,986
LOC124901757,XR_007060559.1,792
LOC124901758,XR_007060560.1,15960
LOC124901759,XR_007060561.1,2886
LOC124901760,XR_007060563.1,2109
LOC124901761,XR_007060564.1,1918
LOC124901762,XR_007060565.1,710
LOC124901763,XR_007060566.1,877
LOC124901764,XR_007060567.1,4659
LOC124901765,XR_007060575.1,28654
LOC124901766,XR_007060577.1,28653
LOC124901767,XR_007060579.1,2608
LOC124901768,XR_007060580.1,3737
LOC124901769,XR_007060582.1,6368
LOC124901770,XR_007060583.1,1531
LOC124901771,XR_007060585.1,2427
LOC124901772,XR_007060586.1,19409
LOC124901773,XR_007060587.1,5770
LOC124901774,XR_007060589.1,39410
LOC124901775,XR_007060591.1,6721
LOC124901776,XR_007060592.1,2038
LOC124901777,XR_007060593.1,3264
LOC124901778,XR_007060595.1,16123
LOC124901779,XR_007060596.1,1319
LOC124901780,XM_047421163.1,3870
LOC124901781,XR_007060601.1,4852
LOC124901782,XR_007060602.1,2871
LOC124901783,XR_007060603.1,11458
LOC124901784,XR_007060604.1,4032
LOC124901785,XR_007060605.1,5193
LOC124901786,XR_007060606.1,914
LOC124901787,XR_007060607.1,943
LOC124901788,XR_007060613.1,4465
LOC124901789,XR_007060614.1,3947
LOC124901790,XR_007060616.1,4933
LOC124901791,XR_007060617.1,12697
LOC124901792,XR_007060618.1,4744
LOC124901793,XR_007060623.1,10674
LOC124901794,XM_047421165.1,775
LOC124901795,XR_007060626.1,7522
LOC124901796,XR_007060627.1,1385
LOC124901797,XM_047421166.1,489
LOC124901798,XM_047421167.1,700
LOC124901803,XM_047421169.1,6869
LOC124901804,XR_007060628.1,60358
LOC124901805,XR_007060629.1,5285
LOC124901806,XR_007060631.1,1573
LOC124901807,XM_047421171.1,1492
LOC124901807_1,XM_047443202.1,1492
LOC124901808,XR_007060632.1,3861
LOC124901809,XR_007060633.1,6080
LOC124901810,XR_007060637.1,152886
LOC124901811,XR_007060640.1,9587
LOC124901812,XR_007060642.1,1564
LOC124901813,XR_007060643.1,8728
LOC124901814,XR_007060644.1,4705
LOC124901815,XR_007060646.1,60048
LOC124901816,XR_007060648.1,39766
LOC124901817,XR_007060649.1,4495
LOC124901818,XM_047421175.1,4841
LOC124901819,XM_047421176.1,2247
LOC124901820,XM_047421177.1,17862
LOC124901826,XR_007060658.1,80
LOC124901827,XR_007060663.1,105
LOC124901828,XR_007060664.1,104
LOC124901829,XR_007060665.1,104
LOC124901829_1,XR_007069509.1,104
LOC124901830,XR_007060666.1,106
LOC124901831,XR_007060667.1,106
LOC124901832,XR_007060668.1,101
LOC124901833,XR_007060669.1,102
LOC124901834,XR_007060670.1,102
LOC124901835,XR_007060671.1,107
LOC124901836,XR_007060672.1,104
LOC124901837,XR_007060673.1,104
LOC124901838,XR_007060674.1,104
LOC124901839,XR_007060675.1,105
LOC124901841,XR_007060676.1,101
LOC124901842,XR_007060677.1,104
LOC124901843,XR_007060678.1,104
LOC124901844,XR_007060679.1,106
LOC124901846,XR_007060680.1,108
LOC124901847,XR_007060681.1,107
LOC124901848,XR_007060682.1,99
LOC124901850,XR_007060683.1,104
LOC124901854,XR_007060684.1,99
LOC124901858,XR_007060685.1,227
LOC124901859,XR_007060686.1,215
LOC124901859_1,XR_007068628.1,215
LOC124901860,XR_007060687.1,215
LOC124901863,XR_007060688.1,146
LOC124901866,XM_047422504.1,24863
LOC124901866_1,XM_047443170.1,24864
LOC124901867,XM_047422505.1,3960
LOC124901868,XM_047422506.1,3231
LOC124901869,XR_007060782.1,36226
LOC124901870,XR_007060783.1,2457
LOC124901870_1,XR_007068826.1,2457
LOC124901871,XR_007060785.1,22675
LOC124901872,XM_047422507.1,8154
LOC124901872_1,XM_047443171.1,8154
LOC124901873,XR_007060787.1,4661
LOC124901873_1,XR_007069073.1,3231
LOC124901874,XR_007060789.1,4587
LOC124901874_1,XR_007069074.1,3219
LOC124901875,XR_007060791.1,4583
LOC124901875_1,XR_007069075.1,3230
LOC124901876,XR_007060792.1,4991
LOC124901877,XR_007060793.1,27344
LOC124901878,XR_007060795.1,3757
LOC124901879,XR_007060799.1,1637
LOC124901879_1,XR_007069093.1,1637
LOC124901881,XR_007060801.1,6823
LOC124901882,XR_007060810.1,4092
LOC124901883,XR_007060811.1,3416
LOC124901884,XR_007060813.1,6350
LOC124901884_1,XR_007069085.1,6502
LOC124901885,XR_007060815.1,12089
LOC124901886,XR_007060816.1,1104
LOC124901887,XR_007060821.1,4647
LOC124901888,XR_007060824.1,2649
LOC124901889,XR_007060825.1,51754
LOC124901889_1,XR_007069071.1,51712
LOC124901890,XR_007060831.1,15937
LOC124901891,XR_007060833.1,2879
LOC124901892,XM_047422511.1,13202
LOC124901893,XR_007060835.1,602
LOC124901894,XR_007060836.1,6360
LOC124901895,XR_007060837.1,1725
LOC124901896,XR_007060838.1,23610
LOC124901897,XR_007060839.1,8440
LOC124901898,XR_007060840.1,17243
LOC124901899,XR_007060841.1,11018
LOC124901900,XR_007060842.1,9436
LOC124901901,XR_007060843.1,3808
LOC124901902,XR_007060846.1,2393
LOC124901903,XR_007060847.1,13666
LOC124901904,XR_007060849.1,3820
LOC124901905,XR_007060851.1,72590
LOC124901906,XR_007060853.1,4757
LOC124901907,XR_007060854.1,3056
LOC124901908,XR_007060855.1,10412
LOC124901911,XR_007060860.1,3099
LOC124901912,XR_007060861.1,6597
LOC124901913,XR_007060862.1,4053
LOC124901914,XR_007060863.1,694
LOC124901915,XR_007060864.1,5897
LOC124901916,XR_007060865.1,10470
LOC124901917,XR_007060866.1,3889
LOC124901918,XR_007060867.1,2009
LOC124901919,XR_007060868.1,6344
LOC124901920,XR_007060869.1,11776
LOC124901921,XR_007060870.1,4934
LOC124901922,XR_007060874.1,32348
LOC124901923,XR_007060875.1,7167
LOC124901924,XR_007060876.1,8656
LOC124901925,XR_007060878.1,4349
LOC124901926,XR_007060879.1,1497
LOC124901927,XR_007060880.1,939
LOC124901928,XR_007060881.1,25168
LOC124901929,XR_007060882.1,3757
LOC124901930,XR_007060885.1,4892
LOC124901931,XR_007060886.1,6124
LOC124901932,XR_007060887.1,854
LOC124901933,XR_007060888.1,937
LOC124901934,XR_007060889.1,5604
LOC124901935,XR_007060890.1,10244
LOC124901936,XR_007060892.1,541
LOC124901937,XR_007060893.1,2196
LOC124901938,XR_007060897.1,2619
LOC124901939,XR_007060898.1,6260
LOC124901940,XR_007060901.1,2479
LOC124901941,XR_007060902.1,650
LOC124901942,XR_007060903.1,8407
LOC124901943,XR_007060909.1,2386
LOC124901944,XR_007060910.1,49354
LOC124901945,XR_007060911.1,5909
LOC124901946,XR_007060912.1,1888
LOC124901947,XR_007060913.1,42576
LOC124901948,XR_007060914.1,1994
LOC124901949,XR_007060922.1,22860
LOC124901950,XR_007060923.1,3300
LOC124901951,XR_007060924.1,4889
LOC124901952,XR_007060932.1,45162
LOC124901954,XR_007060948.1,3446
LOC124901955,XR_007060952.1,35981
LOC124901956,XR_007060954.1,2837
LOC124901957,XR_007060955.1,1569
LOC124901958,XR_007060956.1,5137
LOC124901959,XR_007060960.1,9513
LOC124901960,XR_007060961.1,4855
LOC124901961,XR_007060962.1,21503
LOC124901962,XR_007060963.1,12800
LOC124901963,XR_007060964.1,3093
LOC124901964,XR_007060966.1,3862
LOC124901965,XR_007060975.1,8835
LOC124901966,XR_007060977.1,39094
LOC124901967,XR_007060979.1,26529
LOC124901968,XR_007060983.1,58399
LOC124901969,XR_007060985.1,17324
LOC124901970,XR_007060986.1,11168
LOC124901971,XR_007060987.1,22724
LOC124901972,XR_007060995.1,621
LOC124901973,XR_007061000.1,6084
LOC124901974,XR_007061001.1,16353
LOC124901975,XR_007061002.1,267162
LOC124901976,XR_007061004.1,5092
LOC124901977,XR_007061006.1,11220
LOC124901978,XR_007061007.1,24614
LOC124901979,XR_007061011.1,22110
LOC124901980,XR_007061013.1,1605
LOC124901981,XR_007061014.1,1595
LOC124901982,XR_007061015.1,29564
LOC124901983,XR_007061016.1,28625
LOC124901984,XR_007061017.1,2802
LOC124901985,XR_007061019.1,18414
LOC124901986,XR_007061020.1,2073
LOC124901987,XR_007061022.1,2596
LOC124901988,XR_007061024.1,388
LOC124901989,XR_007061026.1,34027
LOC124901990,XR_007061027.1,3452
LOC124901991,XR_007061030.1,45617
LOC124901992,XR_007061031.1,21587
LOC124901993,XM_047422526.1,9139
LOC124901994,XR_007061035.1,5164
LOC124901996,XR_007061036.1,15278
LOC124901997,XR_007061038.1,13596
LOC124901998,XR_007061039.1,15987
LOC124901999,XR_007061040.1,13122
LOC124902000,XR_007061041.1,10720
LOC124902001,XR_007061046.1,3951
LOC124902002,XR_007061047.1,3949
LOC124902003,XR_007061048.1,9826
LOC124902004,XR_007061062.1,2550
LOC124902005,XR_007061064.1,9561
LOC124902006,XR_007061066.1,13997
LOC124902007,XR_007061074.1,5009
LOC124902008,XR_007061075.1,19821
LOC124902009,XR_007061077.1,66420
LOC124902010,XR_007061080.1,4995
LOC124902011,XR_007061081.1,22642
LOC124902012,XR_007061082.1,3721
LOC124902013,XR_007061083.1,28197
LOC124902014,XR_007061085.1,9174
LOC124902015,XR_007061086.1,1920
LOC124902016,XR_007061087.1,9009
LOC124902017,XR_007061096.1,7509
LOC124902020,XR_007061107.1,35839
LOC124902021,XR_007061108.1,10679
LOC124902022,XR_007061109.1,4985
LOC124902023,XR_007061111.1,24798
LOC124902024,XR_007061112.1,11793
LOC124902025,XR_007061113.1,23275
LOC124902026,XR_007061114.1,3729
LOC124902027,XR_007061115.1,2877
LOC124902028,XR_007061116.1,7735
LOC124902029,XR_007061118.1,23262
LOC124902030,XR_007061121.1,1481
LOC124902031,XR_007061132.1,2467
LOC124902032,XR_007061133.1,13087
LOC124902033,XR_007061134.1,3363
LOC124902034,XR_007061135.1,1688
LOC124902034_1,XR_007068639.1,1688
LOC124902035,XR_007061136.1,3053
LOC124902036,XR_007061138.1,2835
LOC124902037,XR_007061139.1,1695
LOC124902038,XR_007061141.1,4569
LOC124902039,XR_007061143.1,678
LOC124902040,XR_007061144.1,3924
LOC124902041,XR_007061145.1,5658
LOC124902042,XM_047422534.1,658
LOC124902044,XR_007061156.1,997
LOC124902045,XR_007061157.1,10360
LOC124902046,XR_007061159.1,2133
LOC124902047,XR_007061160.1,5474
LOC124902048,XM_047422536.1,2028
LOC124902050,XM_047422537.1,987
LOC124902050_1,XM_054332213.1,987
LOC124902051,XR_007061161.1,2828
LOC124902052,XR_007061162.1,3153
LOC124902053,XM_047422538.1,1002
LOC124902054,XR_007061163.1,4366
LOC124902055,XR_007061164.1,2319
LOC124902056,XR_007061165.1,6181
LOC124902057,XR_007061170.1,15058
LOC124902058,XR_007061171.1,3586
LOC124902059,XR_007061172.1,59776
LOC124902060,XR_007061173.1,32974
LOC124902062,XR_007061176.1,28795
LOC124902063,XR_007061177.1,41294
LOC124902064,XR_007061178.1,1881
LOC124902065,XR_007061179.1,5213
LOC124902066,XR_007061180.1,5680
LOC124902067,XR_007061181.1,3613
LOC124902068,XR_007061184.1,21037
LOC124902070,XR_007061186.1,646
LOC124902071,XM_047422540.1,9491
LOC124902072,XR_007061187.1,2109
LOC124902073,XR_007061191.1,4699
LOC124902074,XR_007061193.1,8196
LOC124902075,XR_007061195.1,7090
LOC124902076,XR_007061196.1,63
LOC124902077,XR_007061197.1,60
LOC124902077_1,XR_007068634.1,60
LOC124902078,XR_007061203.1,145
LOC124902079,XR_007061210.1,105
LOC124902080,XR_007061211.1,104
LOC124902081,XR_007061212.1,104
LOC124902082,XR_007061213.1,104
LOC124902082_1,XR_007069108.1,104
LOC124902083,XR_007061214.1,104
LOC124902084,XR_007061215.1,103
LOC124902085,XR_007061216.1,104
LOC124902085_1,XR_007069109.1,104
LOC124902087,XR_007061217.1,102
LOC124902088,XR_007061218.1,105
LOC124902089,XR_007061219.1,105
LOC124902090,XR_007061220.1,106
LOC124902091,XR_007061221.1,103
LOC124902094,XR_007061222.1,100
LOC124902095,XR_007061223.1,102
LOC124902100,XR_007061224.1,213
LOC124902101,XR_007061225.1,216
LOC124902106,XM_047424275.1,13302
LOC124902107,XM_047424279.1,2245
LOC124902108,XR_007061389.1,5645
LOC124902109,XR_007061394.1,14133
LOC124902110,XR_007061398.1,112958
LOC124902111,XR_007061400.1,1347
LOC124902112,XR_007061401.1,1339
LOC124902113,XR_007061402.1,6709
LOC124902114,XR_007061406.1,172297
LOC124902115,XR_007061409.1,1168
LOC124902116,XR_007061410.1,3907
LOC124902117,XR_007061412.1,4283
LOC124902118,XR_007061415.1,65144
LOC124902119,XR_007061416.1,10184
LOC124902120,XR_007061419.1,4215
LOC124902121,XR_007061420.1,1329
LOC124902122,XR_007061421.1,3741
LOC124902123,XR_007061423.1,15979
LOC124902124,XR_007061424.1,5972
LOC124902125,XR_007061425.1,26637
LOC124902126,XR_007061426.1,10456
LOC124902127,XR_007061429.1,3876
LOC124902128,XR_007061432.1,1902
LOC124902129,XR_007061434.1,14338
LOC124902130,XR_007061436.1,13529
LOC124902131,XR_007061437.1,2334
LOC124902132,XR_007061438.1,5281
LOC124902133,XR_007061439.1,14134
LOC124902134,XR_007061440.1,3844
LOC124902135,XM_047424284.1,50861
LOC124902136,XR_007061443.1,4185
LOC124902137,XR_007061444.1,137318
LOC124902138,XR_007061449.1,16529
LOC124902139,XR_007061453.1,2518
LOC124902140,XR_007061454.1,969
LOC124902141,XR_007061455.1,4439
LOC124902142,XR_007061462.1,7473
LOC124902143,XR_007061463.1,6162
LOC124902144,XR_007061464.1,15435
LOC124902145,XR_007061465.1,8009
LOC124902146,XR_007061467.1,1107
LOC124902147,XR_007061469.1,5174
LOC124902148,XR_007061470.1,1061
LOC124902149,XR_007061471.1,6401
LOC124902150,XR_007061473.1,26530
LOC124902151,XR_007061474.1,9291
LOC124902152,XR_007061475.1,12926
LOC124902153,XR_007061478.1,34185
LOC124902154,XR_007061481.1,3873
LOC124902156,XR_007061490.1,2614
LOC124902157,XR_007061491.1,49125
LOC124902158,XR_007061495.1,17482
LOC124902159,XR_007061497.1,68637
LOC124902160,XR_007061499.1,35296
LOC124902161,XR_007061510.1,1913
LOC124902162,XR_007061512.1,9370
LOC124902163,XR_007061522.1,3432
LOC124902165,XR_007061523.1,9236
LOC124902167,XR_007061531.1,15146
LOC124902168,XR_007061540.1,14568
LOC124902169,XR_007061547.1,2974
LOC124902170,XR_007061552.1,42854
LOC124902171,XM_047424302.1,3908
LOC124902172,XR_007061559.1,9133
LOC124902173,XR_007061560.1,6372
LOC124902174,XR_007061565.1,1804
LOC124902175,XR_007061566.1,7038
LOC124902176,XR_007061567.1,22662
LOC124902177,XR_007061568.1,10682
LOC124902178,XR_007061570.1,20254
LOC124902179,XR_007061571.1,12054
LOC124902180,XR_007061575.1,2061
LOC124902181,XR_007061578.1,7399
LOC124902182,XR_007061580.1,2645
LOC124902183,XR_007061583.1,4017
LOC124902184,XR_007061585.1,1681
LOC124902185,XR_007061598.1,11788
LOC124902186,XR_007061599.1,7623
LOC124902187,XR_007061607.1,5020
LOC124902188,XR_007061608.1,44835
LOC124902189,XR_007061609.1,3240
LOC124902190,XR_007061614.1,16027
LOC124902191,XR_007061617.1,18269
LOC124902192,XR_007061630.1,21838
LOC124902193,XR_007061632.1,4703
LOC124902194,XR_007061634.1,3865
LOC124902195,XR_007061637.1,4170
LOC124902196,XR_007061638.1,13631
LOC124902197,XR_007061639.1,498
LOC124902198,XR_007061644.1,7504
LOC124902199,XR_007061645.1,2740
LOC124902200,XR_007061646.1,1736
LOC124902201,XM_047424307.1,40433
LOC124902202,XR_007061649.1,6980
LOC124902203,XR_007061650.1,8026
LOC124902204,XR_007061652.1,4372
LOC124902205,XR_007061654.1,75065
LOC124902206,XM_047424308.1,660
LOC124902207,XR_007061655.1,3778
LOC124902208,XR_007061660.1,5373
LOC124902209,XR_007061661.1,438
LOC124902210,XR_007061662.1,8234
LOC124902211,XM_047424309.1,2149
LOC124902212,XR_007061665.1,15358
LOC124902213,XR_007061667.1,876
LOC124902214,XR_007061668.1,3514
LOC124902215,XM_047424311.1,6328
LOC124902216,XR_007061671.1,25129
LOC124902217,XR_007061673.1,2185
LOC124902218,XR_007061674.1,4353
LOC124902219,XR_007061675.1,10297
LOC124902220,XR_007061676.1,443
LOC124902221,XR_007061680.1,1490
LOC124902224,XR_007061684.1,5122
LOC124902225,XR_007061685.1,6259
LOC124902226,XR_007061686.1,17409
LOC124902227,XR_007061687.1,2632
LOC124902228,XR_007061688.1,4126
LOC124902229,XR_007061689.1,9133
LOC124902230,XR_007061690.1,2807
LOC124902231,XR_007061691.1,20851
LOC124902232,XR_007061692.1,12549
LOC124902233,XR_007061696.1,5418
LOC124902234,XR_007061699.1,85285
LOC124902235,XR_007061700.1,9380
LOC124902236,XR_007061701.1,3859
LOC124902237,XR_007061702.1,1841
LOC124902238,XR_007061704.1,3995
LOC124902239,XR_007061706.1,4842
LOC124902240,XR_007061716.1,25709
LOC124902241,XR_007061717.1,3019
LOC124902242,XR_007061719.1,1120
LOC124902243,XR_007061723.1,2810
LOC124902244,XR_007061727.1,6471
LOC124902245,XR_007061728.1,2439
LOC124902246,XR_007061729.1,38529
LOC124902247,XR_007061730.1,5618
LOC124902248,XR_007061732.1,6032
LOC124902249,XR_007061734.1,5847
LOC124902250,XR_007061735.1,6427
LOC124902251,XR_007061740.1,2465
LOC124902252,XR_007061741.1,6849
LOC124902253,XR_007061742.1,4020
LOC124902254,XR_007061743.1,1926
LOC124902255,XR_007061746.1,35154
LOC124902256,XR_007061747.1,2457
LOC124902257,XR_007061748.1,12341
LOC124902258,XR_007061749.1,18468
LOC124902259,XR_007061750.1,833
LOC124902260,XR_007061751.1,7641
LOC124902261,XR_007061753.1,6148
LOC124902262,XR_007061755.1,7892
LOC124902263,XR_007061757.1,1269
LOC124902264,XR_007061758.1,2326
LOC124902265,XR_007061759.1,29979
LOC124902266,XR_007061760.1,2650
LOC124902267,XR_007061764.1,8921
LOC124902268,XR_007061765.1,7516
LOC124902269,XR_007061772.1,14404
LOC124902270,XR_007061774.1,4156
LOC124902271,XR_007061778.1,16384
LOC124902272,XR_007061780.1,1188
LOC124902273,XR_007061792.1,1219
LOC124902274,XR_007061793.1,2697
LOC124902275,XR_007061794.1,4470
LOC124902276,XR_007061795.1,3302
LOC124902277,XR_007061797.1,5099
LOC124902278,XR_007061799.1,2025
LOC124902279,XR_007061800.1,748
LOC124902280,XR_007061801.1,3055
LOC124902281,XR_007061803.1,8185
LOC124902282,XR_007061804.1,10536
LOC124902283,XR_007061814.1,2577
LOC124902284,XR_007061815.1,579
LOC124902285,XR_007061817.1,8027
LOC124902286,XR_007061818.1,2247
LOC124902287,XR_007061822.1,2135
LOC124902288,XR_007061823.1,34793
LOC124902289,XR_007061825.1,5248
LOC124902291,XR_007061826.1,1243
LOC124902292,XR_007061827.1,862
LOC124902293,XR_007061829.1,7122
LOC124902294,XR_007061830.1,5028
LOC124902294_1,XR_007068908.1,4835
LOC124902295,XR_007061831.1,2331
LOC124902296,XR_007061833.1,2902
LOC124902297,XR_007061834.1,7588
LOC124902298,XR_007061835.1,27764
LOC124902299,XR_007061836.1,758
LOC124902300,XR_007061842.1,2153
LOC124902301,XR_007061843.1,5252
LOC124902302,XR_007061846.1,8909
LOC124902303,XR_007061847.1,1757
LOC124902304,XR_007061848.1,1996
LOC124902305,XR_007061849.1,1686
LOC124902306,XR_007061850.1,7125
LOC124902307,XR_007061861.1,1587
LOC124902308,XR_007061862.1,4078
LOC124902309,XR_007061863.1,5929
LOC124902310,XR_007061865.1,16105
LOC124902311,XR_007061866.1,2126
LOC124902312,XR_007061869.1,1716
LOC124902313,XM_047424349.1,3298
LOC124902314,XR_007061874.1,2980
LOC124902315,XR_007061879.1,5650
LOC124902316,XR_007061882.1,739
LOC124902317,XR_007061883.1,1154
LOC124902318,XR_007061885.1,14300
LOC124902319,XR_007061886.1,8821
LOC124902320,XR_007061887.1,3186
LOC124902321,XR_007061890.1,3561
LOC124902322,XR_007061891.1,1362
LOC124902325,XM_047424377.1,3252
LOC124902326,XR_007061894.1,6696
LOC124902327,XR_007061897.1,100784
LOC124902328,XR_007061902.1,25699
LOC124902329,XR_007061903.1,11010
LOC124902330,XR_007061904.1,2336
LOC124902331,XR_007061908.1,109
LOC124902333,XR_007061909.1,106
LOC124902335,XR_007061910.1,108
LOC124902338,XR_007061912.1,86
LOC124902339,XR_007061915.1,104
LOC124902340,XR_007061916.1,104
LOC124902341,XR_007061917.1,107
LOC124902342,XR_007061918.1,104
LOC124902343,XR_007061919.1,100
LOC124902344,XR_007061920.1,103
LOC124902345,XR_007061921.1,104
LOC124902346,XR_007061922.1,103
LOC124902347,XR_007061923.1,104
LOC124902348,XR_007061924.1,101
LOC124902349,XR_007061925.1,100
