gene_id,transcript_id,length,start,end,chromosome
LOC105374943,NR_187830.1,2771,14391091,14393861,NC_000006.12
LOC105374945,XR_007059473.1,148669,14860416,15009084,NC_000006.12
LOC105374946,XR_926520.1,33129,15143785,15176913,NC_000006.12
LOC105374947,XR_007059475.1,18038,15526334,15544371,NC_000006.12
LOC105374948,XR_926530.3,4171,15830293,15834463,NC_000006.12
LOC105374949,XR_926532.3,24442,15956495,15980936,NC_000006.12
LOC105374951,XR_926534.3,18409,17015817,17034225,NC_000006.12
LOC105374953,XR_001744007.2,3106,17850434,17853539,NC_000006.12
LOC105374955,XR_926549.3,20561,18496860,18517420,NC_000006.12
LOC105374957,XR_926557.3,10597,18746688,18757284,NC_000006.12
LOC105374958,XR_001744010.1,119161,18977113,19096273,NC_000006.12
LOC105374960,NR_134615.1,9528,19449821,19459348,NC_000006.12
LOC105374961,XR_926561.3,5234,19317052,19322285,NC_000006.12
LOC105374963,XR_007059488.1,6279,19807922,19814200,NC_000006.12
LOC105374965,XR_926566.3,8521,20066851,20075371,NC_000006.12
LOC105374966,XR_926569.4,4957,21135979,21140935,NC_000006.12
LOC105374968,XR_926571.2,2928,20597690,20600617,NC_000006.12
LOC105374970,XR_926573.4,2604,21825780,21828383,NC_000006.12
LOC105374971,XR_001744025.1,199336,22390979,22590314,NC_000006.12
LOC105374973,XR_007059495.1,16003,22644020,22660022,NC_000006.12
LOC105374974,XR_926583.3,120749,23056297,23177045,NC_000006.12
LOC105374975,XR_001744048.2,36848,23416075,23452922,NC_000006.12
LOC105374976,XR_001744046.2,289589,23336746,23626334,NC_000006.12
LOC105374981,XR_007059514.1,16517,24933975,24950491,NC_000006.12
LOC105374986,XR_001744053.2,4429,26257500,26261928,NC_000006.12
LOC105374988,NR_134611.1,5375,26569324,26574698,NC_000006.12
LOC105374988_1,NR_134611.1_1,5377,115499,120875,NW_025791780.1
LOC105374989,NR_187833.1,3929,26602733,26606661,NC_000006.12
LOC105374989_1,NR_187833.1_1,3927,148931,152857,NW_025791780.1
LOC105374991,XR_926636.2,22458,26698084,26720541,NC_000006.12
LOC105374991_1,XR_007069485.1,22441,244243,266683,NW_025791780.1
LOC105374992,XR_926638.2,22439,26781146,26803584,NC_000006.12
LOC105374992_1,XR_007069483.1,22438,305275,327712,NW_025791780.1
LOC105374996,XR_926657.3,14651,28638584,28653234,NC_000006.12
LOC105374996_1,XR_952220.3,20610,122464,143073,NT_113891.3
LOC105374998,XR_926659.2,4465,28399819,28404283,NC_000006.12
LOC105375001,XR_926664.4,2857,27473124,27475980,NC_000006.12
LOC105375002,XR_926667.3,14010,29021983,29035992,NC_000006.12
LOC105375002_1,XR_951504.3,14059,287608,301666,NT_167244.2
LOC105375002_2,XR_952223.2,14015,508469,522483,NT_113891.3
LOC105375002_3,XR_952679.3,14010,287586,301595,NT_167245.2
LOC105375002_4,XR_952870.3,13927,287565,301491,NT_167246.2
LOC105375002_5,XR_952955.3,14162,287519,301680,NT_167247.2
LOC105375002_6,XR_953017.3,14010,287561,301570,NT_167248.2
LOC105375002_7,XR_953091.3,14010,331342,345351,NT_167249.2
LOC105375005,XR_926670.1,50372,29284072,29334443,NC_000006.12
LOC105375005_1,XR_952226.1,50396,770639,821034,NT_113891.3
LOC105375005_2,XR_952682.1,50148,549940,600087,NT_167245.2
LOC105375005_3,XR_952873.1,50144,549903,600046,NT_167246.2
LOC105375005_4,XR_001756732.1,8893,591375,600267,NT_167247.2
LOC105375005_5,XR_953095.1,50112,593730,643841,NT_167249.2
LOC105375006,XR_001744077.2,1987,29230813,29232799,NC_000006.12
LOC105375006_1,XR_001756537.2,1889,717477,719365,NT_113891.3
LOC105375008,XR_007059916.1,14483,29475699,29490181,NC_000006.12
LOC105375008_1,XR_007068568.1,14484,741360,755843,NT_167244.2
LOC105375008_2,XR_007068747.1,14483,962151,976633,NT_113891.3
LOC105375008_3,XR_007068816.1,14483,741222,755704,NT_167245.2
LOC105375008_4,XR_007068839.1,14484,740824,755307,NT_167246.2
LOC105375008_5,XR_007068857.1,14483,741073,755555,NT_167247.2
LOC105375008_6,XR_007068870.1,14484,741165,755648,NT_167248.2
LOC105375008_7,XR_007068887.1,14483,784710,799192,NT_167249.2
LOC105375010,XR_926681.2,9385,29848002,29857386,NC_000006.12
LOC105375010_1,XR_001756187.2,5128,1112733,1117860,NT_167244.2
LOC105375010_2,XR_001756539.2,5128,1334401,1339528,NT_113891.3
LOC105375010_3,XR_952697.2,10286,1109893,1120178,NT_167245.2
LOC105375010_4,XR_001756714.2,10018,1109487,1119504,NT_167246.2
LOC105375010_5,XR_952965.2,10328,1109543,1119870,NT_167247.2
LOC105375010_6,XR_001756771.2,9935,1153937,1163871,NT_167249.2
LOC105375012,XM_047419620.1,2779,30460825,30463603,NC_000006.12
LOC105375012_1,XM_047442931.1,2740,1940664,1943403,NT_113891.3
LOC105375012_2,XM_047442976.1,2740,1716734,1719473,NT_167245.2
LOC105375012_3,XM_047442983.1,2740,1771099,1773838,NT_167246.2
LOC105375012_4,XM_047442992.1,2740,1804920,1807659,NT_167247.2
LOC105375012_5,XR_002958971.1,6122,1716013,1722134,NT_167248.2
LOC105375012_6,XR_953108.3,2446,1759598,1762043,NT_167249.2
LOC105375018,XR_926696.2,1668,31689649,31691316,NC_000006.12
LOC105375018_1,XR_952246.2,1711,3166896,3168606,NT_113891.3
LOC105375018_2,XR_952709.2,1711,2937370,2939080,NT_167245.2
LOC105375018_3,XR_952971.2,1711,3031478,3033188,NT_167247.2
LOC105375018_4,XR_953044.2,1711,2945430,2947140,NT_167248.2
LOC105375018_5,XR_953114.2,1711,2988895,2990605,NT_167249.2
LOC105375019,XR_007059543.1,3999,31682852,31686850,NC_000006.12
LOC105375019_1,XR_007068754.1,3999,3160142,3164140,NT_113891.3
LOC105375019_2,XR_007068819.1,3990,2930625,2934614,NT_167245.2
LOC105375019_3,XR_007068845.1,3999,2987899,2991897,NT_167246.2
LOC105375019_4,XR_007068858.1,3999,3024724,3028722,NT_167247.2
LOC105375019_5,XR_953045.3,4101,2938672,2942772,NT_167248.2
LOC105375019_6,XR_007068895.1,4101,2982133,2986233,NT_167249.2
LOC105375020,XR_952248.3,1847,3215394,3217240,NT_113891.3
LOC105375020_1,XR_952892.4,2521,3042487,3045007,NT_167246.2
LOC105375020_2,XR_953047.3,2526,2993254,2995779,NT_167248.2
LOC105375021,NR_190905.1,12688,33130747,33143434,NC_000006.12
LOC105375021_1,NR_190905.1_1,3504,4435368,4438871,NT_167244.2
LOC105375021_2,NR_190905.1_2,12716,4542204,4554919,NT_113891.3
LOC105375021_3,NR_190905.1_3,12688,4374245,4386932,NT_167245.2
LOC105375021_4,NR_190905.1_4,12714,4550166,4562879,NT_167246.2
LOC105375021_5,NR_190905.1_5,12714,4325097,4337810,NT_167248.2
LOC105375021_6,NR_190905.1_6,352,4579392,4579743,NT_167249.2
LOC105375022,NR_187834.1,799,33246075,33246873,NC_000006.12
LOC105375022_1,NR_187834.1_1,799,4657572,4658370,NT_113891.3
LOC105375022_2,NR_187834.1_2,799,4489587,4490385,NT_167245.2
LOC105375022_3,NR_187834.1_3,799,4665536,4666334,NT_167246.2
LOC105375022_4,NR_187834.1_4,799,4682055,4682853,NT_167247.2
LOC105375022_5,NR_187834.1_5,799,4440474,4441272,NT_167248.2
LOC105375022_6,NR_187834.1_6,799,4694777,4695575,NT_167249.2
LOC105375024,XR_926707.3,13649,33789378,33803026,NC_000006.12
LOC105375025,XR_926711.1,1833,33820300,33822132,NC_000006.12
LOC105375026,NR_187841.1,25072,33893129,33918200,NC_000006.12
LOC105375027,XR_007059555.1,18437,33856202,33874638,NC_000006.12
LOC105375028,XR_926726.1,1776,34687099,34688874,NC_000006.12
LOC105375034,XR_926746.3,14416,35997858,36012273,NC_000006.12
LOC105375035,XR_926747.3,23711,35968871,35992581,NC_000006.12
LOC105375036,XR_007059564.1,6058,36241952,36248009,NC_000006.12
LOC105375038,XR_926759.3,3324,36638689,36642012,NC_000006.12
LOC105375040,XR_007059566.1,11657,37333070,37344726,NC_000006.12
LOC105375044,XR_926767.4,23816,38640395,38664210,NC_000006.12
LOC105375045,XR_926772.4,4316,38242301,38246616,NC_000006.12
LOC105375046,XR_926773.3,1427,39077530,39078956,NC_000006.12
LOC105375047,XR_926774.3,28746,39313956,39342701,NC_000006.12
LOC105375049,XR_001744113.3,7040,40164686,40171725,NC_000006.12
LOC105375050,NR_187842.1,4767,40271565,40276331,NC_000006.12
LOC105375051,XR_007059918.1,5396,40523994,40529389,NC_000006.12
LOC105375052,XR_926788.2,9458,40715542,40724999,NC_000006.12
LOC105375053,XR_926790.3,30660,40794684,40825343,NC_000006.12
LOC105375055,XR_926794.3,4564,41221265,41225828,NC_000006.12
LOC105375059,XR_001744119.2,26096,41996145,42022240,NC_000006.12
LOC105375061,XR_001744122.2,11766,42224739,42236504,NC_000006.12
LOC105375065,XR_007059585.1,34842,43391173,43426014,NC_000006.12
LOC105375068,XR_926820.4,6831,43862665,43869495,NC_000006.12
LOC105375069,XR_001744130.1,1868,43836932,43838799,NC_000006.12
LOC105375070,XR_007059588.1,107357,43797159,43904515,NC_000006.12
LOC105375072,XR_926835.2,3959,44185983,44189941,NC_000006.12
LOC105375074,XR_926838.2,17310,44510223,44527532,NC_000006.12
LOC105375075,NR_134609.1,5721,44546161,44551881,NC_000006.12
LOC105375079,XR_001743802.3,48136,46219305,46267440,NC_000006.12
LOC105375080,XR_001744147.2,15087,46922079,46937165,NC_000006.12
LOC105375081,XR_926864.3,8987,47129710,47138696,NC_000006.12
LOC105375082,XR_926865.4,20088,47377311,47397398,NC_000006.12
LOC105375084,XR_926867.2,4916,50797933,50802848,NC_000006.12
LOC105375085,XR_926868.1,10359,51398321,51408679,NC_000006.12
LOC105375087,XR_007059605.1,1448,51683966,51685413,NC_000006.12
LOC105375091,XR_001744160.2,23090,52882665,52905754,NC_000006.12
LOC105375097,XR_001744172.2,23224,54147506,54170729,NC_000006.12
LOC105375098,XR_926892.2,1447,54301262,54302708,NC_000006.12
LOC105375100,XR_926894.2,6559,56012808,56019366,NC_000006.12
LOC105375101,XR_001744179.1,23260,57823013,57846272,NC_000006.12
LOC105375102,XR_926901.3,11501,57811141,57822641,NC_000006.12
LOC105375103,XR_001744178.2,8994,57789603,57798596,NC_000006.12
LOC105375107,XM_011515048.2,1568,27312169,27313736,NC_000006.12
LOC105375112,XR_002956528.2,5428,31570,36997,NC_000007.14
LOC105375112_1,XR_007069134.1,5441,7246,12686,NW_021159998.1
LOC105375112_2,XR_007068768.1,5440,23880,29319,NT_187653.1
LOC105375113,NR_187846.1,25196,70417,95612,NC_000007.14
LOC105375113_1,NR_187846.1_1,25196,46105,71300,NW_021159998.1
LOC105375113_2,NR_187846.1_2,25196,26516,51711,NT_187558.1
LOC105375113_3,NR_187846.1_3,25196,62738,87933,NT_187653.1
LOC105375114,XR_926959.3,6776,112656,119431,NC_000007.14
LOC105375114_1,XR_007069132.1,6776,88344,95119,NW_021159998.1
LOC105375114_2,XR_952314.3,6776,104977,111752,NT_187653.1
LOC105375115,NR_134324.1,1094,174920,176013,NC_000007.14
LOC105375115_1,NR_134324.1_1,1094,150608,151701,NW_021159998.1
LOC105375115_2,NR_134324.1_2,1094,134324,135417,NT_187558.1
LOC105375115_3,NR_134324.1_3,1094,167241,168334,NT_187653.1
LOC105375116,XM_017012903.3,7556,173171,180726,NC_000007.14
LOC105375116_1,XM_054332435.1,7558,148859,156416,NW_021159998.1
LOC105375116_2,XM_054328695.1,7558,132575,140132,NT_187558.1
LOC105375116_3,XM_054329982.1,7558,165492,173049,NT_187653.1
LOC105375118,XR_926965.4,3639,329627,333265,NC_000007.14
LOC105375119,XR_007060176.1,1614,612961,614574,NC_000007.14
LOC105375120,NR_187850.1,12332,1065731,1078062,NC_000007.14
LOC105375123,XR_001745048.2,12352,1592439,1604790,NC_000007.14
LOC105375124,XR_001745057.2,5357,1721024,1726380,NC_000007.14
LOC105375126,XR_001745062.3,5483,2199718,2205200,NC_000007.14
LOC105375127,XR_001745063.2,7161,2110580,2117740,NC_000007.14
LOC105375130,XR_007060191.1,23909,3094126,3118034,NC_000007.14
LOC105375131,NR_158215.1,7226,4127612,4134837,NC_000007.14
LOC105375133,XR_926999.3,35973,4533744,4569716,NC_000007.14
LOC105375138,XR_927009.3,121035,6990241,7111275,NC_000007.14
LOC105375142,XR_927015.2,4484,8091204,8095687,NC_000007.14
LOC105375144,XR_001745084.2,62784,8564525,8627308,NC_000007.14
LOC105375145,XR_927021.2,27668,9639521,9667188,NC_000007.14
LOC105375146,NR_187855.1,25417,9960950,9986366,NC_000007.14
LOC105375147,XR_927026.2,172035,9757522,9929556,NC_000007.14
LOC105375148,NR_187872.1,147709,9621805,9769513,NC_000007.14
LOC105375149,XR_001745088.2,69718,10087250,10156967,NC_000007.14
LOC105375150,XR_001745089.1,8441,10207293,10215733,NC_000007.14
LOC105375151,XR_001744904.2,7664,11583893,11591556,NC_000007.14
LOC105375154,XR_927035.4,2289,12406138,12408426,NC_000007.14
LOC105375155,XR_927036.2,10404,12433396,12443799,NC_000007.14
LOC105375156,XR_001745093.2,21861,12474651,12496511,NC_000007.14
LOC105375157,XR_927043.2,1555,12674036,12675590,NC_000007.14
LOC105375158,XR_927044.3,130320,12931678,13061997,NC_000007.14
LOC105375161,XR_007060216.1,37849,13712690,13750538,NC_000007.14
LOC105375162,XR_927051.3,10559,14051127,14061685,NC_000007.14
LOC105375164,XR_001745100.2,9913,14376899,14386811,NC_000007.14
LOC105375166,NR_134258.1,14034,15667947,15681980,NC_000007.14
LOC105375167,XR_927058.2,67988,15735174,15803161,NC_000007.14
LOC105375168,XR_007060223.1,50690,16420686,16471375,NC_000007.14
LOC105375169,XR_007060226.1,23541,16604825,16628365,NC_000007.14
LOC105375170,XR_007060237.1,31345,16990218,17021562,NC_000007.14
LOC105375171,XR_927074.3,9414,17362433,17371846,NC_000007.14
LOC105375172,XR_001745108.1,32552,17430587,17463138,NC_000007.14
LOC105375179,XR_007060244.1,24960,19380944,19405903,NC_000007.14
LOC105375180,XR_007060245.1,93261,19576291,19669551,NC_000007.14
LOC105375181,NR_187885.1,14696,20103860,20118555,NC_000007.14
LOC105375183,XR_007060247.1,16057,21560086,21576142,NC_000007.14
LOC105375185,XR_927095.3,8660,23021683,23030342,NC_000007.14
LOC105375186,XR_927096.2,21494,23077702,23099195,NC_000007.14
LOC105375187,XR_927098.2,10632,23586694,23597325,NC_000007.14
LOC105375188,XR_001745008.2,9231,24018619,24027849,NC_000007.14
LOC105375191,XR_927102.3,7075,25186905,25193979,NC_000007.14
LOC105375193,XR_927103.2,649,25321272,25321920,NC_000007.14
LOC105375194,XR_927104.2,996,25332719,25333714,NC_000007.14
LOC105375195,XR_927105.2,29625,25328711,25358335,NC_000007.14
LOC105375196,XR_927106.2,9599,25487143,25496741,NC_000007.14
LOC105375198,XR_927111.3,25169,26101639,26126807,NC_000007.14
LOC105375199,XR_927114.3,191487,25939262,26130748,NC_000007.14
LOC105375200,XR_001745151.2,4470,25941532,25946001,NC_000007.14
LOC105375202,XR_927126.3,4477,26428994,26433470,NC_000007.14
LOC105375206,XR_927134.3,990,27380217,27381206,NC_000007.14
LOC105375207,XR_001745153.1,22713,27387768,27410480,NC_000007.14
LOC105375208,XR_001744910.3,24699,28037516,28062214,NC_000007.14
LOC105375211,XR_007060268.1,75204,27647846,27723049,NC_000007.14
LOC105375216,XR_927146.3,5251,30129464,30134714,NC_000007.14
LOC105375217,XR_927147.4,8750,30176389,30185138,NC_000007.14
LOC105375218,NR_136267.1,38659,30247427,30286085,NC_000007.14
LOC105375219,XR_927156.3,12120,30715168,30727287,NC_000007.14
LOC105375220,XR_001745154.2,48157,30697742,30745898,NC_000007.14
LOC105375221,XR_927158.3,13366,30993625,31006990,NC_000007.14
LOC105375222,XR_001745156.2,46023,30983824,31029846,NC_000007.14
LOC105375224,NR_187886.1,7146,31414158,31421303,NC_000007.14
LOC105375228,XR_001745162.3,74297,35036786,35111082,NC_000007.14
LOC105375230,XR_927168.3,2248,35385048,35387295,NC_000007.14
LOC105375233,NR_187893.1,34903,36001351,36036253,NC_000007.14
LOC105375235,XR_007060290.1,12743,36881326,36894068,NC_000007.14
LOC105375236,XR_001745170.2,33124,38011012,38044135,NC_000007.14
LOC105375237,XR_927183.2,14765,39507738,39522502,NC_000007.14
LOC105375238,XR_927186.2,58172,39416280,39474451,NC_000007.14
LOC105375239,XR_927187.3,11564,39327557,39339120,NC_000007.14
LOC105375241,XR_927190.1,40928,41108868,41149795,NC_000007.14
LOC105375242,XR_927191.3,41876,40858431,40900306,NC_000007.14
LOC105375243,XR_927193.3,11767,40708084,40719850,NC_000007.14
LOC105375244,XR_007060293.1,29984,40565226,40595209,NC_000007.14
LOC105375245,XR_927196.3,57295,40239916,40297210,NC_000007.14
LOC105375246,XR_927197.2,23599,41332106,41355704,NC_000007.14
LOC105375247,XR_927199.3,22903,41647853,41670755,NC_000007.14
LOC105375249,XR_001745011.3,12035,42326302,42338336,NC_000007.14
LOC105375250,XR_001745012.2,6473,42510563,42517035,NC_000007.14
LOC105375251,XR_927206.3,7159,42591191,42598349,NC_000007.14
LOC105375253,XR_927207.3,2003,42954127,42956129,NC_000007.14
LOC105375257,XR_927221.3,11779,44172375,44184153,NC_000007.14
LOC105375258,XR_927223.3,2286,44147651,44149936,NC_000007.14
LOC105375259,XR_007060300.1,1415,44795116,44796530,NC_000007.14
LOC105375262,XR_927228.2,4080,44904701,44908780,NC_000007.14
LOC105375264,XR_001745204.2,32395,45992028,46024422,NC_000007.14
LOC105375266,NR_187896.1,5124,46476455,46481578,NC_000007.14
LOC105375267,XR_927248.3,3796,46969662,46973457,NC_000007.14
LOC105375268,XR_927249.1,79190,47000620,47079809,NC_000007.14
LOC105375270,XR_927251.3,5004,47982442,47987445,NC_000007.14
LOC105375271,XR_927253.3,3201,48111175,48114375,NC_000007.14
LOC105375272,XR_927254.1,10006,48659486,48669491,NC_000007.14
LOC105375277,XR_927260.4,35365,51544105,51579469,NC_000007.14
LOC105375278,XR_001745209.1,9697,51707972,51717668,NC_000007.14
LOC105375282,XR_927269.3,70883,53348024,53418906,NC_000007.14
LOC105375284,XR_007060329.1,25264,54993659,55018922,NC_000007.14
LOC105375288,XR_927277.3,7449,56119882,56127330,NC_000007.14
LOC105375289,XR_927278.2,2392,56667170,56669561,NC_000007.14
LOC105375291,XR_927286.3,5185,56612825,56618009,NC_000007.14
LOC105375292,XR_927290.2,6709,56381765,56388473,NC_000007.14
LOC105375294,XR_927294.1,12321,56837363,56849683,NC_000007.14
LOC105375295,XR_927297.1,4322,56858000,56862321,NC_000007.14
LOC105375297,NR_136269.1,1006,57221169,57222174,NC_000007.14
LOC105375298,XR_927303.3,3249,57242680,57245928,NC_000007.14
LOC105375299,XR_927305.3,2123,57401997,57404119,NC_000007.14
LOC105375300,XR_927306.2,2642,57518013,57520654,NC_000007.14
LOC105375301,XR_927307.2,9817,57540186,57550002,NC_000007.14
LOC105375302,XR_001745217.1,45033,57772475,57817507,NC_000007.14
LOC105375303,NR_165252.1,1810,1619595,1621404,NC_000007.14
LOC105375310,XR_001739612.2,13978,100719881,100733858,NC_000002.12
LOC105375311,XR_001739625.2,20623,105516570,105537192,NC_000002.12
LOC105375313,XR_927567.2,7896,63699206,63707101,NC_000007.14
LOC105375314,XR_927569.1,4377,63714587,63718963,NC_000007.14
LOC105375315,XR_927571.2,12321,63727306,63739626,NC_000007.14
LOC105375317,XR_927572.3,7545,64032067,64039611,NC_000007.14
LOC105375318,XR_007060342.1,32262,63925905,63958166,NC_000007.14
LOC105375319,XR_927576.1,1871,64225751,64227621,NC_000007.14
LOC105375321,XR_007060355.1,14808,64370522,64385329,NC_000007.14
LOC105375322,XR_007060346.1,15972,64294505,64310476,NC_000007.14
LOC105375323,XR_927595.2,4842,64287421,64292262,NC_000007.14
LOC105375324,XR_927599.2,12189,64400905,64413093,NC_000007.14
LOC105375326,XR_927602.2,2956,64633123,64636078,NC_000007.14
LOC105375329,XR_927606.2,2687,65026740,65029426,NC_000007.14
LOC105375330,XR_927607.1,29588,65008674,65038261,NC_000007.14
LOC105375334,XR_001744938.2,82449,65269374,65351822,NC_000007.14
LOC105375336,XR_002956511.2,52145,65992270,66044414,NC_000007.14
LOC105375337,XR_927635.2,10666,67345609,67356274,NC_000007.14
LOC105375340,XR_001745238.2,32332,67571782,67604113,NC_000007.14
LOC105375341,NR_187905.1,170147,68149548,68319694,NC_000007.14
LOC105375342,NR_187909.1,20394,69026408,69046801,NC_000007.14
LOC105375343,XR_927647.1,34334,69115870,69150203,NC_000007.14
LOC105375344,XR_001745023.1,12053,69162421,69174473,NC_000007.14
LOC105375345,XR_927649.3,21213,69282954,69304166,NC_000007.14
LOC105375346,XR_927652.1,36703,69544025,69580727,NC_000007.14
LOC105375347,XR_927653.4,7098,70739039,70746136,NC_000007.14
LOC105375350,XR_927656.3,2099,73703090,73705188,NC_000007.14
LOC105375352,XR_001745244.2,5573,74947737,74953309,NC_000007.14
LOC105375358,XR_927687.4,16823,76902389,76919211,NC_000007.14
LOC105375359,XR_007060387.1,27399,77221310,77248708,NC_000007.14
LOC105375363,XR_007060397.1,5081,77653341,77658421,NC_000007.14
LOC105375366,XR_927698.3,37408,79139789,79177196,NC_000007.14
LOC105375369,XR_927704.3,36563,79634609,79671171,NC_000007.14
LOC105375370,XR_927705.4,19546,79696919,79716464,NC_000007.14
LOC105375371,XR_927707.3,71222,79768025,79839246,NC_000007.14
LOC105375372,XR_927708.2,8455,79948670,79957124,NC_000007.14
LOC105375373,XR_007060401.1,4761,80330193,80334953,NC_000007.14
LOC105375376,XR_927714.2,4626,82690709,82695334,NC_000007.14
LOC105375377,XR_927715.2,7279,83168182,83175460,NC_000007.14
LOC105375378,XR_927716.3,10517,83471733,83482249,NC_000007.14
LOC105375384,XR_927722.3,5037,87197718,87202754,NC_000007.14
LOC105375386,XR_007060416.1,17182,88140104,88157285,NC_000007.14
LOC105375387,NR_187914.1,52989,89443930,89496918,NC_000007.14
LOC105375397,XR_927744.3,8916,92592020,92600935,NC_000007.14
LOC105375400,XR_927749.3,25145,93533666,93558810,NC_000007.14
LOC105375402,XR_927751.3,23573,93913942,93937514,NC_000007.14
LOC105375404,XR_007060433.1,34852,94523644,94558495,NC_000007.14
LOC105375409,XR_927774.3,59585,95660317,95719901,NC_000007.14
LOC105375410,XR_001745288.2,70257,96358502,96428758,NC_000007.14
LOC105375411,XR_927780.2,59097,96450122,96509218,NC_000007.14
LOC105375412,XR_927781.3,22071,96509231,96531301,NC_000007.14
LOC105375414,XR_927783.2,17583,96787104,96804686,NC_000007.14
LOC105375416,XR_001745293.1,237202,97328530,97565731,NC_000007.14
LOC105375418,XR_927790.2,2893,98668220,98671112,NC_000007.14
LOC105375419,XR_927793.2,5181,98652424,98657604,NC_000007.14
LOC105375421,XR_927798.3,47593,99278216,99325808,NC_000007.14
LOC105375422,XR_927801.4,3793,99552165,99555957,NC_000007.14
LOC105375423,NR_159960.1,14560,99997075,100011634,NC_000007.14
LOC105375426,XR_927809.2,2618,100264867,100267484,NC_000007.14
LOC105375429,NR_133946.1,9866,100656561,100666426,NC_000007.14
LOC105375431,XR_007060457.1,20257,100942059,100962315,NC_000007.14
LOC105375433,XR_007060459.1,15333,102405778,102421110,NC_000007.14
LOC105375434,XM_047421168.1,26237,103141766,103168002,NC_000007.14
LOC105375434_1,XM_047442821.1,54079,41816,95894,NT_187559.1
LOC105375435,XR_001745315.2,4504,103534590,103539093,NC_000007.14
LOC105375440,XR_007060468.1,5148,106624059,106629206,NC_000007.14
LOC105375444,XR_927850.3,14403,107856479,107870881,NC_000007.14
LOC105375445,XR_927851.2,3312,107870924,107874235,NC_000007.14
LOC105375446,XR_001745318.2,12317,108079993,108092309,NC_000007.14
LOC105375448,NR_187939.1,40971,108598374,108639344,NC_000007.14
LOC105375450,XR_927862.3,23510,110436374,110459883,NC_000007.14
LOC105375451,XR_927863.3,173872,110360846,110534717,NC_000007.14
LOC105375452,XR_927864.3,18612,110555230,110573841,NC_000007.14
LOC105375456,XR_927870.3,20808,112370530,112391337,NC_000007.14
LOC105375457,XR_001745325.2,26390,112416961,112443350,NC_000007.14
LOC105375461,XR_927885.2,1833,115682776,115684608,NC_000007.14
LOC105375462,XR_927886.2,2202,115756735,115758936,NC_000007.14
LOC105375463,XR_001745336.2,51730,116285479,116337208,NC_000007.14
LOC105375465,XR_927895.3,7579,116940339,116947917,NC_000007.14
LOC105375466,XR_927896.2,8608,117232748,117241355,NC_000007.14
LOC105375467,XR_007060645.1,21281,117300952,117322232,NC_000007.14
LOC105375468,XR_927901.2,27825,117447905,117475729,NC_000007.14
LOC105375469,XR_927902.3,14143,117715883,117730025,NC_000007.14
LOC105375470,XR_927904.3,32620,118151349,118183968,NC_000007.14
LOC105375471,XR_927905.2,17048,118427040,118444087,NC_000007.14
LOC105375472,XR_001745344.2,25080,118455657,118480736,NC_000007.14
LOC105375473,XR_927909.2,66227,118502980,118569206,NC_000007.14
LOC105375477,XR_927915.1,10559,120216560,120227118,NC_000007.14
LOC105375478,XR_927917.2,16919,121488241,121505159,NC_000007.14
LOC105375481,XR_001745347.2,35791,122527732,122563522,NC_000007.14
LOC105375482,XR_927924.2,50714,122915558,122966271,NC_000007.14
LOC105375483,NR_133947.1,33025,123994622,124027646,NC_000007.14
LOC105375484,NR_187949.1,14184,124274671,124288854,NC_000007.14
LOC105375487,XR_927933.3,8834,125845213,125854046,NC_000007.14
LOC105375488,XR_927935.1,20079,126233570,126253648,NC_000007.14
LOC105375489,XR_007060513.1,2372,127589869,127592240,NC_000007.14
LOC105375490,XR_007060511.1,104836,127485011,127589846,NC_000007.14
LOC105375493,XR_927944.3,4478,128121885,128126362,NC_000007.14
LOC105375497,XR_927958.2,9697,128891229,128900925,NC_000007.14
LOC105375500,XR_927962.3,11701,129340777,129352477,NC_000007.14
LOC105375501,XR_927963.4,6224,129762982,129769205,NC_000007.14
LOC105375503,XR_001745362.2,32989,130318643,130351631,NC_000007.14
LOC105375504,NR_133928.1,1478,130365650,130367127,NC_000007.14
LOC105375505,XR_927971.3,1473,130441754,130443226,NC_000007.14
LOC105375508,XR_927978.3,119688,130734264,130853951,NC_000007.14
LOC105375509,XR_007060528.1,41820,130790919,130832738,NC_000007.14
LOC105375511,XR_927983.3,6704,132403646,132410349,NC_000007.14
LOC105375512,NR_133931.1,9441,133099071,133108511,NC_000007.14
LOC105375514,XR_007060531.1,26044,134072427,134098470,NC_000007.14
LOC105375517,XR_928000.4,5615,134368737,134374351,NC_000007.14
LOC105375518,XR_928001.3,17562,134366770,134384331,NC_000007.14
LOC105375520,XR_928005.3,11240,134547357,134558596,NC_000007.14
LOC105375521,XR_928021.3,21586,135687011,135708596,NC_000007.14
LOC105375522,XR_001745032.2,12657,135758523,135771179,NC_000007.14
LOC105375523,NR_187960.1,347041,136092925,136439965,NC_000007.14
LOC105375524,XR_928033.2,8545,136743757,136752301,NC_000007.14
LOC105375525,XR_928034.2,8726,137196674,137205399,NC_000007.14
LOC105375527,NR_187965.1,1290,137324738,137326027,NC_000007.14
LOC105375530,XR_001745383.2,30021,139585533,139615553,NC_000007.14
LOC105375532,XR_928043.3,10835,139936313,139947147,NC_000007.14
LOC105375534,XR_001745387.2,2553,140294907,140297459,NC_000007.14
LOC105375535,XR_928047.3,25720,140640909,140666628,NC_000007.14
LOC105375536,XR_002956518.2,68680,140925092,140993771,NC_000007.14
LOC105375537,XR_928053.4,13412,141056880,141070291,NC_000007.14
LOC105375539,XR_928061.3,6812,142329908,142336719,NC_000007.14
LOC105375539_1,XR_951717.3,5556,291812,297367,NT_187562.1
