phosphosite_ID,AZD/DMSO Exp1,AZD/DMSO Exp2,AZD/DMSO Exp3,PLX/DMSO Exp1,PLX/DMSO Exp2,PLX/DMSO Exp3,PLX/AZD Exp1,PLX/AZD Exp2,PLX/AZD Exp3
OSBPL11_S(286),0.01834928,-0.1563377,-0.07271031,0.4953882,0.4438188,0.3273424,0.5023306,0.572544,0.3304437
OSBPL11_T(27),0.1433935,0.4318903,0.2368294,0.2786984,0.2147466,0.3941849,0.1129003,-0.08909126,0.1218111
OSBP_S(190),-0.1233396,-0.18691105000000002,-0.01009077,-0.0218776,-0.31854560499999995,-0.0463846,0.03337007,-0.13061268,0.07313477
OSBP_S(193),-0.09656986,-0.16055505,-0.18207468500000001,-0.25917280000000004,-0.260366805,-0.4728784,-0.22399701500000002,-0.10854193000000001,-0.206768065
OSBP_S(238),-0.08603258,-0.1042941,0.4350952,0.05505682,-0.119432,0.6400656,0.1108978,0.3688119,0.1802752
OSBP_S(240),0.08501676,-0.0362596,-0.007188092,-0.03886564,0.09653179,-0.1010255,0.0,0.122664,-0.09435647
OSBP_S(338),-0.1817057,0.2077679,0.3109217,0.1135672,0.2055176,0.3489122,0.2944296,0.01639532,0.04586229
OSBP_S(351),-0.1411755,-0.05002443,-0.3834729,-0.2254301,-0.08597133,-0.5734669,-0.06146581,0.02888136,-0.1748168
OSBP_S(379),-0.2177256,-0.03737445366666667,,0.6320821,-0.8541938666666665,,0.4618429,-0.8027912666666667,
OSBP_S(382),,-0.05222112,,,-0.8720011,,,-0.8209105,
OSBP_T(377),,-0.0449910405,0.2791741,,-0.8211283,-0.5073367,,-0.75669075,-0.5951187
OXCT1_S(170),0.1914362,,,-0.01805973,,,-0.2859523,,
PA2G4_S(361),-0.1489606,-0.9990482,,0.2261386,-0.5771427,,0.03829577,0.4237004,
PA2G4_S(363),,,1.322851,,,-0.3266968,,,-2.037828
PABIR1_S(143),0.15711361450000003,0.14528209,0.11364478500000001,0.27241975,0.04394869999999999,0.26495385,0.077291905,-0.061876810000000004,0.098831345
PABIR1_S(147),-0.25961965,-0.167496,-0.13093629999999998,-0.25147725,-0.22810180000000002,-0.09298970000000001,-0.0074631,-0.06804381,0.026113894999999998
PABIR1_S(189),0.01792198,,0.3741771,0.2558028,,0.08569661,0.2547149,,-0.1057371
PABIR1_S(270),-0.1874114,0.03256568,0.280976065,-0.3108261,0.123954045,0.15202145,-0.3695385,0.195779105,-0.129853585
PABIR1_S(276),0.244887,0.08011194,0.4855299,0.4189995,0.2625534,0.444773,0.2671163,0.3708812,-0.01009077
PABIR1_S(48),-0.2487248,-0.185868,0.05533457,0.04544289,0.1522483,0.05491792,0.2732175,0.4081291,-0.08040822
PABIR1_S(62),,0.03731201,0.08106696,,0.09247811,0.2479275,,-0.1834547,0.2535053
PABIR1_S(76),0.08759864,0.1326427,0.06198353,0.2558028,0.162081,0.2211965,0.1384213,-0.01920365,0.07038926
PABIR1_T(149),-0.25001805,-0.6622775,-0.3982845,-0.17777675,-0.8180705,-0.4548223,-0.12753050999999999,-0.2509617,-0.1992388
PACSIN3_S(354),-0.09107951,0.04935203,-0.06541557,0.05769283,-0.09464908,0.2337653,0.3386812,-0.2090166,0.3422133
PACSIN3_T(347),,-0.1607982,,,-0.1550199,,,0.02550002,
PAF1_S(394),,0.04823624,,,0.1112984,,,0.05199732,
PAF1_S(456),0.1885276,-0.05232633,-0.1648035,-0.2344652,-0.006448778,-0.2669581,-0.3465547,0.009509671,0.05935536
PAF1_S(460),0.1885276,-0.05232633,-0.1648035,-0.2344652,-0.006448778,-0.2669581,-0.3465547,0.009509671,0.05935536
PAF1_S(466),0.1885276,-0.05232633,-0.1648035,-0.2344652,-0.006448778,-0.2669581,-0.3465547,0.009509671,0.05935536
PAG1_S(229),-0.07555045,0.227125,0.5281712,-0.0912793,0.007626157,0.6030269,-0.08040822,-0.2491419,0.03745244
PAG1_S(239),0.1900459,0.4465739,-0.1814602,0.6444101,1.581014,0.2012575,0.455439,1.184228,0.2874723
PAG1_S(288),0.01578305,0.104605,-0.02441386,0.2859348,0.1230039,0.1696685,0.1607912,-0.03576464,0.1885276
PAG1_S(351),,-0.1856547,-1.030413,,-0.08794807,-1.024062,,0.227084,0.06722574
PAG1_S(354),,1.030619,0.4283569,,1.444508,0.6620231,,0.5481215,0.246712
PAGE1_S(105),0.006190286,-0.7250883,0.3553546,0.0939657,-0.2366055,0.2928995,0.02602103,0.6960031,0.05464008
PAGR1_S(143),-0.02764558,0.05255495,-0.1323407,-0.05829271,0.07792662,-0.2289934,0.1506897,-0.0238941,0.2373189
PAGR1_S(148),-0.02764558,0.05255495,-0.1323407,-0.05829271,0.07792662,-0.2289934,0.1506897,-0.0238941,0.2373189
PAGR1_T(138),-0.02764558,0.05255495,-0.1323407,-0.05829271,0.07792662,-0.2289934,0.1506897,-0.0238941,0.2373189
PAK1IP1_S(320),0.1633699,0.1839629,0.09612688,0.2005043,0.263395,0.1644001,-0.04757698,0.08612456,0.05810868
PAK1IP1_S(323),0.1871343,0.1849785,,0.2216915,0.168257,,0.04026129,-0.000576859,
PAK2_S(132),0.3861488,0.3159139,,0.1945914,-0.006115576,,0.1531568,-0.3561438,
PAK2_S(141),0.105678,0.3826119,0.2102642,0.2180992,0.1208827,0.2734562,0.1792563,-0.284751,0.01378388
PAK2_S(152),0.1082234,0.4161913,-0.006028618,0.3440331,0.01435528,-0.05199724,0.1873877,-0.3153344,-0.05282013
PAK2_S(197),0.5801455,0.3204269,0.2699907,0.5648171,0.3151024,0.1003049,0.05241581,0.006521268,-0.298655
PAK2_S(2),0.3088269,0.1544536,0.2865263,0.3010022,0.2133784,0.04474379,0.03941911,0.06095397,-0.09318636
PAK2_S(55),0.4479494,0.9230351,0.2151194,0.5363513,0.4013028,-0.2816493,0.1017845,-0.7128159,-0.2998799
PAK2_S(58),0.1769609,0.2363395,,-0.07346918,-0.06607995,,-0.2850732,-0.1499097,
PAK2_T(134),,0.2623128,0.6277936,,-0.0103233,0.4476321,,-0.2468337,0.01792198
PAK2_T(154),-0.08060653,0.1227389,0.4961044,0.1672295,0.1722314,0.4496406,0.2013829,-0.02290048,-0.06446479
PAK2_T(169),-0.5327832,-0.1097323,-0.1822949,-0.6129022,-0.1522916,-0.0675457,-0.1073681,0.01779678,-0.01608884
PAK2_T(60),0.4686355,0.4662356,0.6573657,0.5952172,0.1060803,0.1587248,-0.3372294,-0.3082443,-0.4520173
PAK4_S(148),0.3924274,0.3622174,0.6181446,0.3419858,0.4945692,0.5446832,-0.06285152,0.1358079,-0.06757589
PAK4_S(181),0.04670055,-0.04183292,0.08038475,-0.06878593,-0.05017373,-0.0143684,-0.04391361,-0.04963073,-0.1362676
PAK4_S(195),0.02842765,0.1696685,0.1368475,0.08949816,0.03308822,0.316725,0.002594432,-0.1596292,0.1834547
PAK4_T(187),0.3081279,,-0.1400463,0.3550163,,-0.0976408,0.1925729,,0.04600206
PAK4_T(207),0.1428708,0.3443741,0.417812,0.1609202,0.2027625,0.4004287,0.1083571,-0.168642,0.1300083
PALB2_S(285),1.155879,,,1.038506,,,-0.1812803,,
PALB2_S(376),-0.005478232,0.09423606,0.3606452,0.03195977,-0.01442668,0.4371211,-0.1312816,-0.3451693,-0.1364896
PALM3_S(303),,-0.1468667,-0.05830776,,0.03885755,-0.3716277,,0.0281897,-0.3690914
PALM3_S(375),-0.0163953,0.0446039,0.3936358,0.02190613,0.04068203,0.2795307,0.1772162,0.2328368,-0.298513
PANK1_S(215),0.1876411,0.1123665,0.3315905,0.3176514,0.32112,0.3813941,0.07560106,0.06774224,0.02105333
PARP1_S(179),0.1245928,0.1587248,-0.5052465,-0.0614056,0.03745244,-0.153607,-0.1039994,0.1389658,0.007195495
PARP1_S(277),0.2428159,0.3999913,0.10916,0.114367,0.1293489,0.153027,-0.05560633,0.02936728,0.1538053
PARP1_S(782),,0.08963377,-0.06381624,,0.5908176,0.1290852,,0.1197142,-0.05969043
PARP4_S(1223),-0.485398,-0.5196522,,-0.6642652,-0.2105128,,-0.1937007,0.4143451,
PARP4_T(333),,0.3174198,,,0.2703495,,,-0.4345616,
PAWR_T(267),,0.1848516,0.5296711,,0.19131,0.2041406,,0.09554286,-0.4738311
PAXX_S(148),-0.1815748,-0.01876111,-0.2578041,0.001586012,-0.2822632,-0.07295315,0.1784916,-0.2373189,0.1655583
PBDC1_S(197),-0.07387913,-0.0927863,0.05283319,0.2651968,-0.1149411,-0.06863459,0.03955951,-0.1017845,0.01235413
PBX2_S(151),0.1557492,0.02062666,0.1802752,0.0984196,0.2950176,0.1037997,-0.004146521,0.2491534,-0.04917333
PBX2_S(395),-0.01896568,-0.1274313,,-0.04349719,0.1436546,,-0.02319651,0.7808346,
PBX2_S(41),,,0.03125411,,,-0.4654205,,,-0.5476364
PCBP1_S(173),-0.1789429,-0.2333624,-0.2914861,-0.2653273,-0.2283341,-0.3205582,-0.03627433,-0.003602285,-0.04778576
PCBP1_S(189),-0.01557832,0.05672221,0.08433641,0.06364096,0.05644473,0.06350289,0.1460035,0.09072609,0.0878702
PCBP1_S(190),-0.09690002,0.04306451,0.009920342,0.1330374,0.01264022,0.163241,0.1811662,-0.01335502,0.1138339
PCBP1_S(323),-0.1192596,,-0.02001858,0.007482617,,0.4680098,0.06557227,,0.1972363
PCDH10_S(897),-1.027087,-0.3108261,-0.9214721,-0.953076,-0.8947241,-0.9668837,0.1013812,-0.4493237,-0.02686637
PCF11_T(1530),0.001586012,-0.01798668,-0.05517152,-0.007971191,0.03365203,-0.05779703,-0.0561912,0.06063805,-0.0508461
PCF11_T(1535),-0.1974511,-0.03390923,-0.09077224,-0.2396002,-0.003958447,-0.05673123,-0.1445205,-0.001009547,-0.01109355
PCGF1_S(3),-0.02913166,-0.0019634,0.2559237,0.08392822,-0.008812854,0.08120319,0.1008431,-0.1745343,-0.1220045
PCIF1_S(116),-0.3597308,-0.3033651,-0.349456,-0.4180029,-0.3586574,-0.3712358,-0.2420722,0.09466454,-0.1705725
PCIF1_S(14),0.2076431,,0.1011122,0.09626186,,0.3553546,-0.04528255,,0.1783641
PCIF1_S(19),-0.05658124,-0.009347105000000001,-0.2494964,-0.1810513,-0.07750447499999999,-0.4741316,-0.08825473,-0.083655905,-0.2424305
PCIF1_S(26),0.02531228,0.44352254999999996,,-0.05988592,0.5571441,,-0.09870633,0.28795885,
PCIF1_S(30),-0.10725577,-0.02236605,-0.074483455,-0.18856499999999998,-0.048307185,-0.3094776,-0.0466058465,-0.076953325,-0.24438191
PCIF1_S(8),-0.04302154,0.1190241,-0.04708496,0.000865329,0.1082234,-0.1427833,-0.01086098,0.06036709,-0.1111341
PCIF1_T(150),-0.7535198999999999,-0.4315009,-0.5085351499999999,-0.7117202,-0.3597863,-0.5104469,-0.08416628000000001,0.0105993,0.04693165000000002
PCNP_S(119),-0.07485126,-0.3494008,-0.04214481,-0.1129895,-0.2962968,-0.07783257,-0.1716284,-0.01792198,-0.0781981
PCNT_S(44),-0.6778181,1.01264,,-0.7105905,-0.9419468,,-0.4156724,-1.978488,
PDAP1_S(176),-1.386468,,,0.23842,,,1.634733,,
PDAP1_S(57),-0.1148943,-0.192189335,-0.095989715,0.07942928,-0.042735894999999996,-0.21917925,0.1232689,0.1452626,-0.17086495
PDAP1_S(60),-0.08693907000000001,-0.18437435,0.3390720166666667,-0.03459776,-0.0352688745,-0.22230851999999998,-0.01471985,0.094007655,-0.5888045666666667
PDAP1_S(63),-0.08693907000000001,-0.19126687999999997,-0.07645242000000001,-0.03459776,-0.02861189,-0.22251339999999997,-0.01471985,0.100115795,-0.153215
PDCD11_S(926),,0.4872806,0.3123167,,-0.02636665,0.4936473,,-0.4852207,-0.0248688
PDE7B_S(277),0.2584586,-0.4759965,,0.113167,-0.2128183,,-0.218464,0.3920425,
PDE7B_T(268),0.2584586,-0.4759965,,0.113167,-0.2128183,,-0.218464,0.3920425,
PDLIM1_S(90),-0.7295069,-0.07675195,1.435575,-0.3441353,1.134089,1.19906,0.441271,1.209228,-0.2215896
PDLIM5_S(111),0.03927886,0.09801521,0.3061456,0.09017591,0.3666999,0.4056657,-0.03630396,0.1409051,-0.001602306
PDLIM5_S(115),,,0.4138107,,,0.5960764,,,0.04544289
PDS5A_S(1195),3.50373,-0.1051008,0.2675957,1.334511,0.4021764,-0.03345142,-2.18043,0.3051465,-0.4104858
PDS5A_S(1305),0.206143,0.121546,0.03266509,0.05102402,0.3005338,0.120352,-0.1224128,0.1565146,-0.003871618
PDZD8_S(521),0.284751,0.08501676,0.05394543,0.2783417,0.3919876,0.2407417,0.144699,0.1015053,1.0782
PDZD8_S(538),-0.04754712,-0.1527728,0.03195977,-0.003958447,-0.1809368,0.02204824,0.05769283,0.003394209,0.1040682
PDZD8_S(967),0.5182329,0.681854,0.7386381,0.7093789,0.5324667,0.8946044,0.1321162,-0.02885205,0.116764
PEAK1_S(1248),0.2440345,,,-0.393084,,,-0.6166357,,
PEAK1_S(1250),0.309991,0.3018217,0.4768483,0.1983684,0.4557546,0.3459641,-0.01734407,0.02268342,-0.1027596
PEAK1_S(1253),,-0.002541389,0.3323928,,0.1450905,0.2052674,,0.1430381,-0.1592185
PEAK1_S(1255),,0.03365203,,,0.2085173,,,-0.08161232,
PEAK1_T(1151),0.1742785,-0.1025736,0.2632748,0.1289532,0.1882743,0.06225996,-0.08866891,0.2314981,-0.2153621
PEBP1_S(52),-0.01588468,-0.1395695,0.04628156,-0.1093744,-0.001631145,0.02147971,0.01806431,0.03076664,0.09153062
PEBP1_S(54),0.1058121,,-0.1322933,0.01621099,,0.1983684,-0.007057603,,0.3583962
PELI2_S(295),-0.6325395,,0.2121336,-0.7883897,,0.01877663,-0.2066617,,0.09017591
PFDN5_S(56),,0.06267433,-0.005318897,,-0.04777082,0.113167,,-0.1857398,0.02162186
PGAM1_S(14),0.004033884,0.165944,0.1017845,0.1336951,0.1823108,0.2908962,0.1364539,-0.01192489,0.1368475
PGAM1_S(31),,,-0.07498803,,,-0.1498727,,,-0.08280504
PGM2L1_S(175),-0.04687637,-0.02901383,-0.04853154,-0.04150622,-0.0929555,-0.1243143,-0.07362093,-0.09801525,-0.09397141
PHF14_S(290),0.3141744,-0.28478755,-0.09811944,0.2824991,-0.1244883,0.03660879,0.06115411,0.21342605,0.1052758
PHF14_S(294),-0.03374672,-0.1732868,0.08556063,-0.1614597,-0.09725495,-0.1669723,-0.04055621,0.06648785,-0.2524837
PHF14_S(298),0.04376442,-0.05398785,-0.05448222,-0.07143635,-0.1234182,-0.139347,-0.05331402,-0.0220482,-0.05922438
PHF14_S(302),-0.03876194,0.07614867,0.1658154,0.03012422,0.4133774,0.3207734,0.1040682,0.13174,0.2417182
PHF14_S(37),0.09707135,0.02048441,-0.6000087,-0.1131924,0.06267433,-0.3538742,-0.317193,-0.3326221,0.1806571
PHF14_S(84),0.3216972,-0.699068,0.1240634,0.0504668,-0.2799142,0.09707135,-0.01283923,-0.2036397,-0.0352391
PHF14_S(91),0.04012096,0.2278643,-0.1898119,0.2457391,0.166587,-0.108643,0.0160683,0.05830773,-0.01380024
PHF14_T(287),,-0.2997733,,,-0.06863459,,,0.2118656,
PHF14_T(292),,-0.2112641,,,0.1007085,,,0.037251,
PHF2_S(458),-0.15381034999999998,-0.0534582,-0.16002783,-0.11783177,-0.13603625,-0.17404989999999998,0.09877586,-0.07270047,0.07762723
PHF2_S(459),-0.1338046,-0.0006433500000000009,-0.06533018,-0.09289992,-0.07139032,-0.1790172,0.21862529999999997,-0.069923225,-0.080662695
PHF2_S(474),-0.2833164,-0.3281812,-0.3218199,-0.2787586,-0.2867793,-0.3347346,0.009203812,-0.002738497,-0.04678692
PHF2_S(539),,-0.1053801,-0.06423856,,0.07107621,-0.1331791,,0.1827697,-0.1175682
PHF2_S(655),-0.8206163,-0.89913,-0.7812808,-0.9505087,-0.9411709,-0.8473104,-0.1111964,0.04753234,-0.103023
PHF2_S(681),-0.1552769,-0.01582626,0.03393393,0.1385524,0.0413831,-0.4327661,0.2276179,-0.01863419,-0.3038103
PHF2_S(705),-0.01974064,-0.6527652,,0.2596641,-0.1881344,,0.2732175,0.4325908,
PHF2_T(479),0.7570233,0.3371972,0.6076736,0.4909808,0.3930866,0.6290068,-0.1763811,-0.07997541,0.04781753
PHF2_T(654),-0.9309028,-0.6609767,-0.7795463,-1.060488,-0.5169246,-0.8712316,-0.1566593,0.3417748,-0.2001335
PHIP_S(1281),-0.04513367,-0.07263444,0.04837578,-0.001212385,-0.08294257,-0.02582316,0.02672926,-0.09599186,0.007913023
PHIP_S(1283),-0.04513367,-0.09543792,0.04837578,-0.001212385,-0.030447164999999998,-0.02582316,0.02672926,0.02120897,0.007913023
PHIP_S(1315),,-1.059405,,,-2.80289,,,-1.461738,
PHIP_S(1525),0.2146222,0.3405052,0.5622791,0.4070807,0.4308206,0.7479458,0.1800205,0.14725,0.2081427
PHIP_S(1734),0.006908315,0.6445023,0.4419084,0.2711866,0.7260464,0.5745375,0.1953476,0.1543453,0.1948436
PHIP_S(1783),0.06239799,0.08651205,-0.2006308,0.1075539,0.000576887,-0.1727988,0.1751732,-0.03294722,-0.1428311
PHIP_S(674),-3.427945,-3.526859,-3.28884,-3.817867,-3.575718,-3.248519,-0.09615961,-0.06598588,0.3707223
PHIP_S(879),-0.3374299,-0.0524311,-0.2900742,-0.2130859,-0.11566,-0.1728151,0.003458378,-0.2007554,0.07409441
PHIP_S(880),-0.3374299,-0.0524311,-0.2900742,-0.2130859,-0.11566,-0.1728151,0.003458378,-0.2007554,0.07409441
PHIP_S(881),-0.3374299,-0.0524311,-0.2900742,-0.2130859,-0.11566,-0.1728151,0.003458378,-0.2007554,0.07409441
PHIP_S(911),0.0878702,-0.04005182,-0.1262656,0.03618686,0.05755419,-0.06836236,-0.09080292,0.1846706,0.1886542
PHIP_T(1480),,,0.5499156,,,-0.01447046,,,-0.5199418
PHKA2_S(729),0.000865329,-0.2441724,-0.2426182,0.1330374,-0.1251008,-0.462197,0.2179751,-0.114367,-0.007434585
PHLDA2_S(144),0.05575094,0.01392662,-0.3179302,-0.2176418,-0.08751875,0.01135251,-0.1835068,-0.1750454,0.3397075
PHLDA2_S(3),-1.098166,-0.3927241,-0.6935978,-1.567725,-0.4038091,-0.7083022,-0.4285076,0.02604349,-0.07365134
PHLDA2_S(42),0.1769609,0.3651326,0.2391536,0.1721035,0.1644001,0.1797658,-0.0493375,-0.1769609,-0.02501553
PHLPP1_S(118),0.6538855,0.2886539,0.1402552,0.169412,-0.06654823,0.02346825,-0.4368028,-0.4456208,-0.1381081
PHLPP1_S(313),,0.1409095,0.3138263,,0.4678012,0.3428961,,0.2828424,-0.2086943
PHLPP1_S(317),0.17090165000000002,-0.3654625,0.03618686,0.048482831,-0.3883365,0.1973622,-0.23510773000000001,-0.1654296,0.1059462
PHLPP1_S(335),-0.4452049,-0.1229311,0.09274875,-0.2773416,-0.121565,0.1051417,0.1027253,0.02436985,-0.004826675
PHLPP1_S(336),-0.22583525,-0.32191805,0.12141508000000001,-0.147108134,-0.2939119,0.16229965,-0.018884514999999998,-0.044346465,0.025814410000000003
PHLPP1_S(425),-0.2172056,-0.2808604,0.0321009,-0.3733459,-0.04598239,-0.0473086,-0.1976165,0.1664055,-0.1676366
PHLPP1_T(1617),0.0766959,0.1664584,0.1768333,-0.1774738,-0.03978484,0.007051912,-0.2074278,-0.2163618,-0.2398728
PI4K2A_S(47),-0.11963249999999997,-0.044904799999999995,-0.1543842,-0.12538334999999998,-0.11733675000000002,-0.23780235,0.039630245,-0.0916584,0.0420688445
PI4K2A_S(51),-0.08225854999999999,-0.43776,-0.4251331,-0.08094330000000002,-0.5253511,-0.4345587,0.0080937135,-0.0802483,0.006621249
PI4K2B_S(17),,,-0.2071613,,,-0.5726299,,,-0.4675933
PIEZO1_S(1391),-0.38191825,-0.4446458,-0.6303905999999999,-0.37254516,-0.49375275,-0.6599401,-0.05024741,-0.036994035,-0.11451757
PIEZO1_S(1396),0.1184952,0.053511,0.6089984,0.45258689,0.08263875000000004,1.059425,0.22757614,0.053644695,0.417812
PIEZO1_S(1636),0.3040436,,,0.3874728,,,0.1301402,,
PIEZO1_S(1646),0.07655907,0.2163618,0.007626157,0.1625968,0.08365592,0.2001277,0.08024827,0.0137711,0.02091112
PIEZO1_S(165),0.4287856,0.06873958,0.1592417,-0.07897503,0.2369518,-0.08327878,-0.5454239,0.05305948,-0.1748656
PIEZO1_S(732),,-0.2182291,,,0.01521204,,,0.2126177,
PIEZO1_T(167),,-0.02395906,,,0.02275842,,,0.08727361,
PIEZO1_T(1854),0.8168864,0.4321042,0.597698,0.6203049,0.6339427,0.6693897,-0.173238,0.0490688,0.1196882
PIEZO1_T(734),0.3901174,0.458802,0.3950629,0.5222567,0.5240636,0.6219932,0.08936255,0.1138947,0.1360601
PIK3R4_S(865),0.168257,0.2624331,0.7734901,-0.2860755,-0.01703749,-0.09893812,-0.3803335,-0.5319678,-0.620379
PIKFYVE_S(1544),-0.122774,-0.1954012,-0.146611,-0.3440254,-0.3285617,-0.1673287,-0.001544543,-0.1367164,0.06584801
PIKFYVE_S(1549),-0.304701,-0.08978924,-0.1698258,-0.2454887,-0.3222527,-0.1043717,0.0167816,-0.2281107,-0.01077374
PIKFYVE_S(1754),-0.04611645,0.2367069,0.1102295,-0.09608249,-0.1839656,0.2288495,0.1819295,-0.1036655,0.1082234
PIM3_S(8),,,-0.6644939,,,-0.7348032,,,-0.1562252
PIP4K2A_T(3),-0.2976084,0.2815499,0.6035017,-0.1782408,-0.2791612,0.4025039,0.05727703,-0.2464689,-0.2993473
PLAGL2_S(273),0.3255016,0.04180368,0.08365592,0.221444,-0.0925555,0.2715452,-0.08327878,-0.1375036,0.08106696
PLCG1_S(1221),-1.027381,-0.8402675,-0.9691696,-0.8660946,-0.9762478,-0.7876424,0.1012467,-0.1557492,0.1292171
PLCL2_S(123),-2.674475,,,-2.235484,,,0.4059924,,
PLEC_S(125),-0.04450865,0.1502997,0.6194599,0.3929768,0.1019189,0.1166309,0.1916889,-0.1119661,-0.04993479
PLEC_S(149),-0.05126464,-0.05724157,0.1054098,-0.1610241,0.0551957,-0.03954761,-0.05151878,0.189121,-0.1783714
PLEC_T(152),,-0.229653,0.05144163,,-0.03038346,0.0647449,,0.05273039,-0.1409528
PLEKHA3_S(244),,-0.9408664,-0.5690725,,-0.0717699,-0.5797279,,0.8455724,-0.06012652
PLEKHA3_S(289),-1.539478,,-1.241236,-2.972563,,-2.460052,-1.622243,,-1.227861
PLEKHA4_S(345),0.08460858,0.2643563,0.05185929,0.3590714,-0.1218789,0.169027,0.1277653,-0.2894804,0.1790014
PLEKHA4_S(675),-0.08115587,0.2872358,-0.005622996,0.4429701,0.1574319,0.08528864,0.5230601,-0.2643563,0.04767794
PLEKHA4_S(723),-0.8120549,-0.5231725,,-0.2420892,-0.7306077,,0.8626696,-0.186247,
PLEKHF1_S(227),0.02899346,-0.1225227,0.05464008,-0.1243929,-0.02022341,-0.09441807,-0.06565709,0.1240312,-0.07847228
PLEKHF1_S(242),-0.1923318,0.09801521,0.533962,-0.05797731,-0.01845414,0.1082234,0.04096256,-0.1082234,-0.119918
PLEKHF1_S(243),-0.1923318,0.09801521,0.533962,-0.05797731,-0.01845414,0.1082234,0.04096256,-0.1082234,-0.119918
PLEKHF1_S(249),-0.1923318,0.09801521,0.533962,-0.05797731,-0.01845414,0.1082234,0.04096256,-0.1082234,-0.119918
PLEKHF2_S(16),-0.1499207,0.4111008,-0.5147793,0.2810751,-0.3094489,0.12075,0.4715517,-0.9499458,0.2244108
PLEKHF2_S(226),0.1563967,,,0.6082415,,,0.5331647,,
PLN_S(16),0.5725987,,0.4046851,0.6640276,,0.004465491,-0.158204,,-0.2251265
PLPBP_S(244),-0.0147036,,,0.1364539,,,0.08161233,,
PLPP6_S(70),-0.0041899,0.849519,1.101986,0.3189242,0.9097347,1.304803,0.3410749,0.04027433,0.1514692
PLPP7_S(62),0.283092,,,0.005040595,,,0.05352838,,
PML_S(530),-0.199769,-0.01962365,-0.07658456,-0.25953,-0.004146521,-0.3398015,-0.1379811,-0.06087745,-0.06322828
PNISR_S(465),,0.4459386,0.5500141,,0.3307878,0.4152178,,-0.2298341,-0.1913431
PNISR_T(485),0.06832678,-0.03664429,-0.2225487,0.1650436,-0.4460498,-0.02958801,0.2130051,-0.4332799,0.08909126
POLE4_T(11),0.1908044,0.2999479,0.1141004,0.2167342,0.5777309,0.2595437,-0.01482019,0.1903715,-0.004160923
POLR1F_S(304),-0.4551981,0.1623389,-0.3516634,0.02630426,0.01249718,0.01464098,0.3953919,-0.03885752,0.8051274
POLR1F_S(316),-1.598151,-1.2655020000000001,-1.59811,-1.503364,-1.552382,-1.5297965,0.06887715,-0.39733775000000005,-0.13395795
POLR1F_S(328),1.8001485,0.462943,1.11258385,2.0311255,0.3502970000000001,0.97094485,0.11957885000000001,-0.22841153,-0.18373495
POLR1F_T(322),1.6375419999999998,1.103397,2.046212,1.7686665000000001,1.094439,1.978232,0.057863265000000004,-0.02502883,-0.120953
POLR2A_S(1878),-0.045330761500000004,0.040846064999999994,-0.3676582,-0.149655035,-0.08663197,-0.39399517500000003,0.004391775,-0.15641891949999998,-0.06577675
POLR2A_S(1910),-0.4165965,,,-0.04680185,,,0.1597583,,
POLR2A_S(1913),-0.045403855,0.07413223333333334,-0.20499489999999998,0.02973626,-0.04819916666666666,-0.08637372,-0.04582058,0.003572989999999998,0.06455534833333333
POLR2A_S(1917),-0.3576773,0.2129791,-0.2113182,-0.02939659,-0.08958039,-0.25017563,0.09666675,-0.1794466,-0.0034191275
POLR2A_S(1920),-0.06315679999999999,0.31970635000000003,-0.263144,0.0855141275,-0.08824900499999999,-0.437545,-0.12394531,-0.2643957,-0.01187885
POLR2A_T(1912),,0.217479,,,0.001442041,,,-0.1692837,
POP1_S(367),0.5030434,0.4405271,-0.002555861,0.1504297,0.08351974,0.3755121,-0.2256494,-0.4853238,0.4483725
POP1_S(730),-0.0486211,0.01192487,-0.09471069,-0.0102651,0.07477944,-0.03515046,0.04670055,0.1179439,0.02488704
PPID_S(198),-0.4348708,-0.56338075,-0.3734207,-0.7321166,-0.43500649999999996,-0.4719088,-0.2211354,0.16014839,-0.1614273
PPID_S(201),,-0.4333504,,,-0.4145182,,,0.06989108,
PPIL1_S(149),-0.3727107,-0.223138,-0.1067621,-0.4074401,-0.1748331,-0.223778,-0.08317184,0.1605241,-0.008609637
PPIL1_T(147),-0.1235439,-0.07856363,-0.07593054,-0.1014124,-0.2044492,-0.1509615,0.04488368,-0.0859685,0.2277411
PPIL4_S(178),-0.05238625,0.01492663,-0.1130676,-0.02877836,-0.1631225,-0.1434843,0.162081,-0.0751904,0.02034214
PPM1G_S(201),0.4770555,0.1388144,0.5704629,0.1500396,0.2999479,0.481299,-0.03535736,0.1433728,-0.109888
PPM1H_S(124),1.558219,0.07327176,-0.3305378,0.3870316,-0.276957,-0.5302807,-1.186131,-0.4494293,0.2070182
PPM1H_S(221),-0.1148786,,,0.2833292,,,0.3452829,,
PPP1R10_S(313),-0.5132547,-0.6300814,-0.5714716,-0.7629014,-0.5232347,-0.8367332,-0.09811944,0.1076323,-0.1879865
PPP1R10_S(382),-0.1708648,-0.05410765,0.05018827,0.153935,-0.1554537,-0.03013301,0.1282935,-0.08351976,0.02885203
PPP1R10_S(471),-0.006898093,-0.05812744,-0.1760876,-0.05659618,0.110096,-0.03303802,-0.04974065,0.02255153,0.07710631
PPP1R10_S(591),0.2420842,,0.4692609,-0.2082943,,0.2893624,-0.8632574,,-0.2266618
PPP1R10_T(256),0.09720625,0.1392075,0.3393655,0.2130051,0.1272371,0.2433034,0.1821838,0.004971526,0.03280615
